t_s,bob1_energy_proxy_fraction,bob2_energy_proxy_fraction,bob3_energy_proxy_fraction,bob4_energy_proxy_fraction,bob5_energy_proxy_fraction
5.34080000,0.277664552,0.08359849141,0.1377972038,0.3263257073,0.1746140455
5.35749000,0.3041983387,0.0990679355,0.1639829938,0.2511282773,0.1816224547
5.37418000,0.2937986572,0.1086835379,0.2001554441,0.2050985661,0.1922637947
5.39087000,0.2537669506,0.1175446471,0.2301250088,0.19823215,0.2003312435
5.40756000,0.1943322836,0.1341873985,0.2306233932,0.2319896546,0.2088672702
5.42425000,0.1300314564,0.1522645572,0.2132018751,0.2901533704,0.214348741
5.44094000,0.07779715232,0.1665066332,0.2088623513,0.3315865552,0.2152473079
5.45763000,0.04204368019,0.1629864748,0.2543121551,0.3276505755,0.2130071143
5.47432000,0.02618240276,0.1457725224,0.3409356914,0.2764397657,0.2106696178
5.49101000,0.02554122621,0.1277287224,0.4105682482,0.2199725016,0.2161893016
5.50770000,0.032944282,0.1088528313,0.4581052608,0.1897865398,0.2103110861
5.52439000,0.04288422136,0.09193390729,0.4765130818,0.1957959398,0.1928728498
