frequency_Hz,bob1_amp,bob2_amp,bob3_amp,bob4_amp,bob5_amp
0.14955488,0.0004083769652,0.002172566528,0.003981511299,0.002274153123,0.005643812462
0.15509395,0.0006584738077,0.001926031771,0.00508278207,0.001822903999,0.002979899738
0.16063302,0.003097855745,0.003698664648,0.004758976851,0.001437177771,0.004191735522
0.16617209,0.003250014473,0.002634131147,0.001857343843,0.0009086181833,0.004904581433
0.17171116,0.001433549924,0.002161343834,0.003296595908,0.0006781258189,0.002568050086
0.17725023,0.0004801139969,0.002055892801,0.002128778215,0.0007996989167,0.001767528983
0.18278930,0.0009989074978,0.001462323409,0.00123474998,0.001173253429,0.002953137984
0.18832837,0.001017671748,0.003318613263,0.001313813924,0.001078739604,0.002222245931
0.19386744,0.00101760636,0.002240893133,0.003449756875,0.0003474732811,0.004181764563
0.19940651,0.0007797528866,0.0006621908085,0.003828320047,0.0004236219864,0.004092606834
0.20494558,0.001642917681,0.002130016849,0.00347961345,0.0007993670057,0.000178965751
0.21048465,0.002093558337,0.001045449257,0.002404141578,0.001524063425,0.003007122179
0.21602372,0.001778152968,0.002275953858,0.001006651511,0.001276362907,0.001959007174
0.22156279,0.001765796002,0.004901791185,0.0004602971162,0.0005456461406,0.0006643071999
0.22710186,0.001054256923,0.003409355188,0.00134682964,0.001183883597,0.0004111342953
0.23264093,0.001193239556,0.002266370673,0.002507225541,0.001393774625,0.001898035369
0.23818000,0.002165230723,0.001916473686,0.002938153602,0.001431108173,0.001772555368
0.24371907,0.001214440056,0.000632451496,0.0006937563826,0.0003554298095,0.00220543946
0.24925814,0.001211101077,0.002073193621,0.001334973261,0.001270407235,0.002868212421
0.25479721,0.001130001593,0.002171795457,0.002092889336,0.0007810846496,0.002840625085
0.26033628,0.001940739832,0.001584350062,0.00142061385,0.001420991589,0.003218542429
0.26587535,0.001032824775,0.001927215,0.0009223589591,0.001683823452,0.002915851708
0.27141442,0.0005062421573,0.001978782211,0.001130511556,0.001875866816,0.001770842126
0.27695349,0.001136086295,0.001245051889,0.001090518841,0.001055004578,0.001963939773
0.28249256,0.001350998538,0.0009733163084,0.0007066378132,0.001166732269,0.002670024992
0.28803163,0.001709607507,0.001715768146,0.0005291138046,0.000600827271,0.001632456431
0.29357070,0.001324985304,0.001016922566,0.0001797541023,0.0008085444193,0.0007085382017
0.29910977,0.000630006398,0.001120499098,0.002406145849,0.000167207311,0.001556618342
0.30464884,0.0006917040512,0.002304792547,0.004275547263,0.0003102102815,0.002802964751
0.31018791,0.001611571309,0.003699775626,0.004403178678,0.000361691211,0.002811203196
0.31572698,0.001585882463,0.003484255956,0.002836203948,0.0008077913966,0.0003912976387
0.32126605,0.002892073303,0.001227920887,0.001435238009,0.001110073188,0.001322154725
0.32680511,0.001749853451,0.0003451765553,0.001877317294,0.0009806000861,0.0009727552912
0.33234418,0.0006899251929,0.000541876724,0.00311554789,0.00115589081,0.001872977906
0.33788325,0.001192806785,0.0007302117224,0.002132354664,0.001469186011,0.002089451591
0.34342232,0.00117579629,0.001592592805,0.001640382107,0.0004823470955,0.001467180185
0.34896139,0.001375771135,0.001214693973,0.002540481783,0.0002516127449,0.0006374389155
0.35450046,0.002066763666,0.003049911453,0.00170977456,0.0001441313834,0.001418580524
0.36003953,0.001267974128,0.001534281695,0.001879116571,0.001012733382,0.00244862553
0.36557860,0.0009225892831,0.001962284623,0.002739290597,0.000818982633,0.002975509419
0.37111767,0.001156894097,0.001550191541,0.002348943059,0.000409158702,0.001346174876
0.37665674,0.0002787609568,0.000849860779,0.002105853935,0.000251523142,0.0008157734972
0.38219581,0.001547149892,0.0004551984977,0.001437526347,6.48252577e-05,0.001504194849
0.38773488,0.001333915855,0.001300565339,0.00125463517,0.0007829930998,0.0007000779567
0.39327395,0.001098561328,0.00231061337,0.00203931525,0.001380380196,0.000272527562
0.39881302,0.001944963234,0.001199742406,0.002615130004,0.001542641536,0.0006951626123
0.40435209,0.001180813769,0.001875969762,0.001830870971,0.0006207917335,0.001308373833
0.40989116,0.0007284449366,0.002610287945,0.001277158594,0.0004083949231,0.001725676168
0.41543023,0.001212931055,0.0003317644966,0.001723554938,0.0003724789926,0.001673002027
0.42096930,0.0004582462952,0.001138607093,0.0003877301416,0.0007630424642,0.001357366819
0.42650837,0.0007592453402,0.001363384281,0.0001783648971,0.001163240238,0.00181471575
0.43204744,0.001152746651,0.001619134022,0.0009527277994,0.0004884620136,0.0005202070727
0.43758651,0.002157034244,0.0002977020808,0.0005625404119,0.0002354038182,0.002797420217
0.44312558,0.001365778897,0.0008168581396,0.001594608239,0.0006222814121,0.003059151359
0.44866465,0.0009693430991,0.001630877434,0.001492330986,0.001414809032,0.003339624189
0.45420372,0.0005063034343,0.001034101429,0.001028463784,0.0005038633208,0.002293911992
