frequency_Hz,amplitude,power
0.0,0.00036681371273157673,1.345522998479237e-07
0.007185062198208704,0.0002852844872423984,8.138723866115817e-08
0.014370124396417407,4.209710466397662e-05,1.7721662210898024e-09
0.02155518659462611,5.665312906078705e-05,3.209577032378194e-09
0.028740248792834815,0.000747980994403381,5.594755679886707e-07
0.03592531099104352,0.0015377293057961107,2.3646114179041886e-06
0.04311037318925222,0.002927270901034488,8.568914928043263e-06
0.050295435387460924,0.005533478349916037,3.0619382648989506e-05
0.05748049758566963,0.007209125682503645,5.1971493106133645e-05
0.06466555978387833,0.0042749369750262976,1.8275086140446993e-05
0.07185062198208704,0.0015220764239059796,2.3167166402104153e-06
0.07903568418029575,0.0019334688725810836,3.7383018812399663e-06
0.08622074637850444,0.0012953404242771996,1.6779068147666355e-06
0.09340580857671314,0.0013381720231028012,1.790704363415044e-06
0.10059087077492185,0.0009576822013994613,9.171551988773184e-07
0.10777593297313055,0.0005622940428184717,3.161745905891413e-07
0.11496099517133926,0.00038670370604712665,1.4953975627058255e-07
0.12214605736954796,0.0013298792482334728,1.7685788148820267e-06
0.12933111956775667,0.0004177338219172109,1.7450154597356006e-07
0.13651618176596536,0.000844091919150142,7.124911679745698e-07
0.14370124396417408,0.0019903019438403495,3.961301827654674e-06
0.15088630616238277,0.0003201008685252965,1.0246456603064917e-07
0.1580713683605915,0.0011080433080916058,1.2277599726065893e-06
0.16525643055880018,0.00025019068953893866,6.259538113196959e-08
0.17244149275700887,0.0007866699311778113,6.188495806193024e-07
0.1796265549552176,0.0008390041376385874,7.039279429746698e-07
0.18681161715342628,0.0011105053409303175,1.2332221122347608e-06
0.193996679351635,0.00020509675024672088,4.2064676961765806e-08
0.2011817415498437,0.0008820360519322162,7.779875969081713e-07
0.20836680374805241,0.0004983109734339427,2.483138262446835e-07
0.2155518659462611,0.00025793408717471105,6.652999332665144e-08
0.22273692814446983,0.0008784623767872362,7.716961474306801e-07
0.22992199034267852,0.001043055148854648,1.087964043552192e-06
