frequency_Hz,amplitude,power
0.0,0.001387125988086651,1.924118506825368e-06
0.005539069745363872,0.0017786133148863775,3.1634653238911083e-06
0.011078139490727744,0.0012074569111871773,1.457952192373679e-06
0.016617209236091616,0.0015537681387337028,2.414195428943995e-06
0.022156278981455488,0.002553962184079804,6.5227228377096814e-06
0.02769534872681936,0.0029750181452381686,8.850732964496353e-06
0.03323441847218323,0.0020457416546349858,4.18505891750869e-06
0.0387734882175471,0.0024041072361590406,5.7797316029522615e-06
0.044312557962910976,0.002116771703946029,4.480722446626575e-06
0.04985162770827485,0.0024530296203185064,6.017354318159956e-06
0.05539069745363872,0.0005127714922438133,2.6293460325794706e-07
0.06092976719900259,0.0019075630543367193,3.6387968062704333e-06
0.06646883694436646,0.0022078479548215653,4.874592591609769e-06
0.07200790668973034,0.0020187196570121317,4.075229053607179e-06
0.0775469764350942,0.0031006892950679052,9.614274104548703e-06
0.08308604618045808,0.0016612146885370577,2.7596342414112737e-06
0.08862511592582195,0.0008911013665814438,7.940616455233168e-07
0.09416418567118583,0.0012833364107647032,1.646952343194431e-06
0.0997032554165497,0.000830629500969476,6.899453678808007e-07
0.10524232516191356,0.0011024515386249033,1.2153993950164166e-06
0.11078139490727744,0.002100806412353446,4.413387582185356e-06
0.11632046465264131,0.00272023802744977,7.399694925983817e-06
0.12185953439800518,0.001554708751359222,2.417119301552951e-06
0.12739860414336907,0.0012359323095174843,1.5275286737092225e-06
0.13293767388873293,0.0008268285007864979,6.836453697128478e-07
0.1384767436340968,0.0003407195929421798,1.160898410146847e-07
0.14401581337946068,0.00040850572957212426,1.6687693109325352e-07
0.14955488312482454,0.00040838123759030375,1.6677523521578812e-07
0.1550939528701884,0.0006584850125468739,4.3360251174885666e-07
0.1606330226155523,0.0030978506371491725,9.596678570085534e-06
0.16617209236091615,0.003250018500482959,1.05626202534815e-05
0.17171116210628004,0.0014335456946854448,2.0550532587511747e-06
0.1772502318516439,0.0004801047605446209,2.3050058109760778e-07
0.18278930159700776,0.0009989155972223997,9.978323703741835e-07
0.18832837134237165,0.001017671112776215,1.0356544937791796e-06
0.19386744108773551,0.00101759997374687,1.0355097065696304e-06
0.1994065108330994,0.0007797595672069722,6.080249826508047e-07
0.20494558057846327,0.0016429134468243247,2.6991645937561833e-06
0.21048465032382713,0.002093562812418127,4.383005249540097e-06
0.21602372006919102,0.0017781480076679026,3.1618103371733314e-06
0.22156278981455488,0.0017658010244295903,3.1180532578765906e-06
0.22710185955991874,0.0010542535992144346,1.1114506514565896e-06
0.23264092930528263,0.0011932432974804364,1.4238295669819853e-06
0.2381799990506465,0.002165226718917109,4.68820674431255e-06
0.24371906879601035,0.0012144431885346481,1.4748722581782028e-06
