frequency_Hz,amp_theta1_rad,amp_theta2_rad,amp_theta3_rad,amp_theta4_rad,amp_theta5_rad
0.00000000,0.008123482304,0.0050724804,0.001275037131,0.002315506287,0.01014872668
0.05000000,0.01877739515,0.008611881344,0.0003604351339,0.009072340319,0.0182479509
0.10000000,0.002112236639,0.006857488354,0.0007463902811,0.00814963785,0.002342370556
0.15000000,0.00417835647,0.006215513272,0.0005791600127,0.007857069234,0.00562378131
0.20000000,0.004502321783,0.00553115145,0.0004263827292,0.00439011318,0.003831864659
0.25000000,0.00355031832,0.008545379467,0.0003928613879,0.01019450326,0.005609020352
0.30000000,0.002373088875,0.004353041035,0.001327508143,0.01034487548,0.006384177838
0.35000000,0.002661937408,0.0001588397207,0.001707968756,0.007941129186,0.005621543709
0.40000000,0.00502155492,0.01116168568,0.008108749644,0.005811540773,0.005790456808
0.45000000,0.005990222209,0.01728288293,0.01899311217,0.003009573076,0.003478312061
0.50000000,0.004102907811,0.01095153053,0.01223483504,0.003441432128,0.001126729165
0.55000000,0.006365159121,0.004593126536,0.007830113439,0.003957369701,0.006021751277
0.60000000,0.00478204674,0.002000343317,0.009385666567,0.002938385914,0.004624489802
0.65000000,0.006559119009,0.002104683003,0.00618234638,0.004550627561,0.006326929592
0.70000000,0.0294853941,0.01409657245,0.01928146482,0.01457107058,0.02998140006
0.75000000,0.03705992967,0.01928752271,0.02111083501,0.01896657625,0.03692982833
0.80000000,0.01571665995,0.0076441662,0.01050704746,0.008147095614,0.01636751994
0.85000000,0.01133923058,0.0004972946018,0.02031894029,0.002083342038,0.01298590092
0.90000000,0.01930142281,0.003216397953,0.02762053333,0.001290162807,0.02076578185
0.95000000,0.005327160045,0.003159430351,0.001719769432,0.00214623901,0.004676800411
1.00000000,0.01176413412,0.0005028703426,0.01079755643,0.001144290103,0.01105068674
1.05000000,0.003951748386,0.0003919586911,0.003209784528,0.00065072319,0.003659232372
1.10000000,0.006748986571,0.0004599257907,0.001017509478,0.0007087901192,0.007609726668
1.15000000,0.01156175617,0.002708010141,0.000892717196,0.002825601288,0.01486402709
1.20000000,0.004616989869,0.0009478493924,0.001222896365,0.00348088418,0.007264630781
1.25000000,0.0007589121586,0.00286221891,0.002445161156,0.0009368322877,0.004614726334
1.30000000,0.01261493441,0.01365768401,0.01356494115,0.01225739868,0.01264171268
1.35000000,0.1096924421,0.09779968439,0.1047652575,0.1109302005,0.09800707183
1.40000000,0.1658034817,0.1301326077,0.1532195896,0.1690851591,0.1339220858
1.45000000,0.07043395196,0.04208089057,0.05748355382,0.07817926778,0.0430373255
1.50000000,0.01750773534,0.02742799692,0.00314404066,0.02804555052,0.01804682606
1.55000000,0.008189304283,0.01020551855,0.001289231311,0.01433011737,0.008087010559
1.60000000,0.00794541788,0.01381318734,0.000771651278,0.01540293359,0.007621910873
1.65000000,0.009923913665,0.0145716918,0.001199570805,0.0152065676,0.009340656083
1.70000000,0.004109544635,0.01118214635,0.0005378032484,0.01061121852,0.003994021081
1.75000000,0.0006421443984,0.01194743122,0.001621409894,0.01201960824,0.001442000695
1.80000000,0.03584716506,0.01363978276,0.001795919549,0.01240300533,0.03558448376
1.85000000,0.2067786691,0.09777864536,0.001245710988,0.09600511185,0.208267746
1.90000000,0.2492296343,0.1164928828,0.001006205916,0.1145784652,0.2516580438
1.95000000,0.06971832492,0.03199075368,0.001626307565,0.03007715186,0.07061473702
2.00000000,0.0144190649,0.0068586196,0.001724834183,0.009825205997,0.01225070907
2.05000000,0.005952849173,0.004052564553,0.002414041895,0.001207348124,0.008053310942
2.10000000,0.003507362555,0.0009457448082,0.0008046931858,0.002018860795,0.003254586037
2.15000000,0.003164328093,0.004535522947,0.003499627391,0.007712988434,0.005194677976
2.20000000,0.005612567237,0.01190900839,0.007225592193,0.01087928779,0.009553521395
2.25000000,0.005217328327,0.003195535331,0.002181046959,0.003080522446,0.00330533864
2.30000000,0.00652141733,0.02000226256,0.0247053404,0.0186291847,0.005628902733
2.35000000,0.006675625794,0.02478733944,0.03146682404,0.02378299892,0.006101810141
2.40000000,0.006162171779,0.01311836356,0.01311271229,0.01290158864,0.005386849425
2.45000000,0.01121646394,0.006201282428,0.01872720589,0.005590589491,0.009787195374
2.50000000,0.005245561441,0.0003440204387,0.009395505521,0.0005805217036,0.004231584047
2.55000000,0.01698258326,0.008127045555,0.01870994242,0.008146122254,0.01690012056
2.60000000,0.0329233992,0.01851706148,0.03153807775,0.01763148689,0.03154357869
2.65000000,0.02653187769,0.01510824984,0.02430095422,0.01408722945,0.0241065798
2.70000000,0.00832204791,0.004640843003,0.007775589246,0.004845407546,0.007876249114
2.75000000,0.0036673246,0.004618918214,0.002455108801,0.002924589618,0.003966214119
2.80000000,0.007378308673,0.006048813681,0.004217357417,0.004095856702,0.00574215271
2.85000000,0.004190964694,0.002589861665,0.003568693699,0.00215798786,0.003644353551
2.90000000,0.001435190007,0.00130723402,0.002796434975,0.001922970911,0.002608496044
2.95000000,0.0007898511973,0.001520488625,0.002228167581,0.00098218596,0.001329237589
3.00000000,0.001183935246,0.0001291764756,0.002244974377,0.0034277311,0.003692433772
3.05000000,0.001660884238,0.002518294936,0.002569365681,0.005280558368,0.005076004724
3.10000000,0.002160372802,0.002714651499,0.001326433312,0.003832980599,0.003249615158
3.15000000,0.000959190183,0.0008809877218,0.0007890428349,0.001450557223,0.0007953596078
3.20000000,0.002221484105,0.004520863752,0.000662403021,0.004861808365,0.002964716527
3.25000000,0.007870669985,0.01955510429,9.638717174e-05,0.01896457595,0.008405153361
3.30000000,0.01445283242,0.03470146199,0.0002024581349,0.03376888046,0.0144623603
3.35000000,0.01594558754,0.03848160744,0.0009159442856,0.03790659664,0.01579792163
3.40000000,0.009241555602,0.02354866597,0.001004309385,0.02361906901,0.009662949725
3.45000000,0.002994542632,0.007904816645,0.0004064172266,0.008107692014,0.003596671766
3.50000000,0.002453492654,0.006517299848,0.0007455257788,0.006427072329,0.001920460236
3.55000000,0.001052150672,0.005125291059,0.0004630120349,0.006103249146,0.00251347739
3.60000000,0.002058120208,0.003550518418,0.0009261485429,0.004020979081,0.001388029566
3.65000000,0.00147726882,0.002159647705,0.001375833191,0.001864464816,0.0004655409745
3.70000000,0.005861859099,0.001660175723,0.0004010247144,0.001021587154,0.006471197761
3.75000000,0.0166545014,0.004033425919,0.001256332407,0.003263388972,0.0163268455
3.80000000,0.01284586724,0.003677876425,0.001557070747,0.003656806359,0.01213671134
3.85000000,0.003341486985,0.0010910452,0.0008828878661,0.002098255896,0.002214357638
3.90000000,0.00103938172,0.001275929531,0.001273362244,0.002150747448,0.001957852764
3.95000000,0.001803918419,0.001594630466,0.000415633898,0.001249862266,0.0005134800788
4.00000000,0.0008540369627,0.001813262781,0.003196925446,0.003198753735,0.0009816132594
4.05000000,0.002799862147,0.006237934719,0.007543653279,0.005870771023,0.001953518515
4.10000000,0.002686375216,0.006615192262,0.008006387918,0.005724565785,0.001691143282
4.15000000,0.0002657573069,0.003820488294,0.008051088734,0.003880955324,0.0005828619107
4.20000000,0.001766597353,0.01491916549,0.02510451568,0.01378551615,0.001865495415
4.25000000,0.0005659132613,0.01057410711,0.02015394635,0.01092718524,0.00107292243
4.30000000,0.002354740156,0.003492794469,0.01027407296,0.005043837996,0.001735966375
4.35000000,0.00280432645,0.002334790019,0.003991045802,0.00221157796,0.002716833794
4.40000000,0.001943047585,0.001540221886,0.001961017433,0.00156009497,0.001153376791
4.45000000,0.006581993334,0.004294217977,0.005273627302,0.004253023693,0.006717105456
4.50000000,0.007923564692,0.004676214171,0.007596769775,0.004094072352,0.008815818484
4.55000000,0.004742442932,0.002463444853,0.005361745313,0.002688323952,0.005896435423
4.60000000,0.001920942716,0.002110826021,0.001481522568,0.0005544905097,0.001591898881
4.65000000,0.001479823797,0.002561727162,0.003337633302,0.0009190645582,0.0008564509982
4.70000000,0.0007529060853,0.001665740473,0.00149399125,0.003145590347,0.003581045872
4.75000000,0.001520491758,0.001080082822,0.002490800281,0.002645479997,0.001767948945
