frequency_Hz,amp_theta1_rad,amp_theta2_rad,amp_theta3_rad,amp_theta4_rad,amp_theta5_rad
0.00000000,0.0005882155559,0.00885110826,0.006103918124,0.00343742102,0.0277857616
0.20000000,0.00688850225,0.007092933318,0.002855370776,0.003723263922,0.01906620966
0.40000000,0.007641624466,0.002184200537,0.0002906396781,0.002539819553,0.007879562329
0.60000000,0.003921943913,0.002345064131,0.002621436813,0.0006813780131,0.004798603329
0.80000000,0.008534209357,0.004464255657,0.005010941453,0.004208106024,0.008538211124
1.00000000,0.1232895852,0.02051560962,0.01938856912,0.02060992831,0.1234435148
1.20000000,0.1070307198,0.09923873745,0.1087328926,0.09942017937,0.1066799429
1.40000000,0.06603572171,0.1297161927,0.1404937222,0.1297232655,0.06545902207
1.60000000,0.05259654821,0.04354480693,0.04762631687,0.04385294347,0.054222036
1.80000000,0.00655970219,0.003864761044,0.002742250114,0.002752539758,0.009207856669
2.00000000,0.04429649009,0.02313759656,0.0008653715128,0.02168472361,0.04464191263
2.20000000,0.2009779909,0.06379381541,0.0004846190905,0.06402983349,0.2007385641
2.40000000,0.1924690202,0.05336039508,0.0002289384917,0.05335871515,0.1926580195
2.60000000,0.04150245147,0.01310759935,0.0001715213847,0.01295251797,0.04101248106
2.80000000,0.004091108259,0.001646025843,0.0009728338648,0.001566284484,0.005563692878
3.00000000,0.006134231628,0.002673036248,0.009126221616,0.003188777769,0.007368835966
3.20000000,0.02093002191,0.01625719607,0.01520110104,0.0159077434,0.02209124711
3.40000000,0.07892007185,0.05446687665,0.06118621669,0.05465836186,0.07826155395
3.60000000,0.06236001324,0.041373537,0.05214752113,0.0415057863,0.06280397385
3.80000000,0.009221742231,0.005582151107,0.008359949133,0.005784043926,0.009030373002
4.00000000,0.001060438121,1.448958667e-05,0.0009732555805,0.001828766565,0.001258245921
4.20000000,0.004085213279,0.00443504163,0.0001923375843,0.004449648783,0.004136698178
4.40000000,0.006506734768,0.02312549137,0.0002229008323,0.02320791479,0.006890060293
4.60000000,0.006071941488,0.03835289552,0.0001326673678,0.0383484661,0.005904971735
4.80000000,0.002519996006,0.0188818364,0.0002944217634,0.0188900103,0.002590706361
5.00000000,0.0002174671967,0.001189449429,0.001174131125,0.0007942581147,0.0008425197839
5.20000000,0.001103691881,0.002370026613,0.00213188522,0.001911855358,0.001223525086
5.40000000,0.00306187367,0.003192166387,0.0005926136754,0.003110536422,0.003087788871
5.60000000,0.01803169449,0.007038064867,0.02294961867,0.007022277359,0.01798615663
5.80000000,0.02728799102,0.01225689866,0.0312171998,0.01218441927,0.02726598627
6.00000000,0.01007008184,0.005129958134,0.009908085375,0.005305553067,0.01012883377
6.20000000,7.886838321e-05,0.0007120846558,0.0007962797763,0.0009384331612,0.0007825437531
6.40000000,0.0006356916723,0.0004594074395,9.336156538e-05,0.0002762157657,0.0002064576375
6.60000000,0.002058535133,0.003481625316,8.293981987e-05,0.003590783843,0.002326473079
6.80000000,0.01003527937,0.02093122279,4.932189868e-05,0.02083117689,0.009927498533
7.00000000,0.01017517412,0.0220247789,8.963415678e-05,0.022000592,0.01021512495
7.20000000,0.002794824677,0.005941389365,9.877202836e-05,0.005817707877,0.002690879789
7.40000000,0.0006408497319,0.001032838155,0.0008227828431,0.0003950975228,0.0001747850082
7.60000000,0.0005421054158,0.001244741389,0.002675614463,0.0009531793113,0.0004494086396
7.80000000,0.001479013355,0.002245474856,0.005547354402,0.0024590601,0.001520411447
8.00000000,0.005888389636,0.005025659081,0.02054282072,0.004979534704,0.005867115765
8.20000000,0.004524733515,0.0030246456,0.01514230198,0.003029911582,0.004552075176
8.40000000,0.0007522685234,0.0006557643261,0.002592367486,0.0006656969301,0.0007605174043
8.60000000,0.0003561665556,0.0003401731114,0.0002685391416,0.0002095208421,0.0001889073396
