frequency_Hz,amp_theta1_rad,amp_theta2_rad,amp_theta3_rad,amp_theta4_rad,amp_theta5_rad
0.00000000,0.01118375302,0.003703191752,0.001272754273,0.001692412831,0.01223739565
0.01666667,0.02186679227,0.008298949327,0.00141273805,0.009789315565,0.02158469698
0.03333333,0.005580178673,0.001613299733,0.00327083492,0.003774569051,0.004715849096
0.05000000,0.001506319936,0.002961694876,0.004270132711,0.002583016933,0.002308890314
0.06666667,0.0004397749479,0.0007792561762,0.003553414846,0.00423676036,0.0007388383342
0.08333333,0.0002488552214,0.0003743752783,0.002689036088,0.003813289881,0.0006313742262
0.10000000,0.0005839352524,0.001354148005,0.001660169497,0.002204476874,0.0008313055717
0.11666667,0.0006608000381,0.002062801157,0.001240171063,0.0008158146025,0.0005375961427
0.13333333,0.00029665619,0.0009067896948,0.0008962755076,0.0008083868389,0.0005642473194
0.15000000,0.0001392339797,0.0002730125607,0.0004807256545,0.0006254033356,0.0002356699805
0.16666667,0.0002866512507,0.0003303619363,0.0004061496551,0.00056317075,0.0001537239934
0.18333333,0.0003353933145,0.0004299553233,0.0003131055396,0.0004022537883,6.164963511e-05
0.20000000,0.0001579520291,0.0003398223652,0.0001414437784,0.0004249654606,0.0001132919786
0.21666667,0.0001642423902,0.0003923379424,0.0001068257441,0.0005379033025,0.0001298280225
0.23333333,0.0001457063194,0.00038234096,0.0001114556111,0.0005267042923,0.0002228839234
0.25000000,0.0001385192541,0.0003153839834,0.000210889833,0.0002581447177,0.0001881288492
0.26666667,0.0001538572545,0.0002539220933,0.0002329775573,1.457113999e-05,6.769082303e-05
0.28333333,0.0002449750167,0.0003523395568,0.0002325644509,0.0001641721813,0.000109637674
0.30000000,0.0003099277004,0.0002531610409,0.0002905208791,0.0002669744848,0.000101623173
0.31666667,0.0001529742138,0.0001706620678,0.000126960107,0.0002561717181,0.0002473992895
0.33333333,0.0004738144353,0.0002017939902,0.0003878181602,0.0002707461639,0.000280638871
