t_s,theta1,theta2,theta3,theta4,theta5,omega1,omega2,omega3,omega4,omega5
0.00000000,-1.330878781,-0.2073800411,0,0.2073800411,0.4582141553,0,0,0,0,0
0.00833333,-1.328307976,-0.2085348187,-3.205464053e-06,0.2073800735,0.4582141773,0.616894377,-0.2762340053,-0.001535385801,6.024388595e-06,5.283050325e-06
0.01666667,-1.320600112,-0.2119540274,-5.067962282e-05,0.2073799579,0.4582142431,1.232741872,-0.541724907,-0.01206729815,-6.404540767e-05,1.043635347e-05
0.02500000,-1.307767806,-0.2175060338,-0.0002515893061,0.2073778287,0.4582143447,1.84659637,-0.7865529699,-0.03954599957,-0.0005762507783,1.289829957e-05
0.03333333,-1.289831916,-0.2249820918,-0.0007737202437,0.2073667082,0.4582144139,2.457418619,-1.002282714,-0.08990358442,-0.002424013055,-1.61229414e-06
0.04166667,-1.266822505,-0.2341226709,-0.001812135923,0.2073294738,0.4582141451,3.064031577,-1.186062724,-0.1628556131,-0.007154723704,-8.061686806e-05
0.05000000,-1.238780164,-0.2446550605,-0.003546351197,0.2072336185,0.4582125779,3.665078469,-1.335751225,-0.2567874147,-0.01688258751,-0.0003408156278
0.05833333,-1.205757675,-0.2562870266,-0.006141952311,0.207027302,0.4582073293,4.258984735,-1.450551677,-0.3682767268,-0.03410132399,-0.001015557671
0.06666667,-1.167821964,-0.2687430436,-0.009711872746,0.2066372124,0.4581934018,4.843925248,-1.533656651,-0.4897556667,-0.06140855216,-0.002507873406
0.07500000,-1.125056303,-0.2817622287,-0.01431800819,0.2059692922,0.4581615546,5.417798445,-1.586033754,-0.6159579711,-0.1011280928,-0.00544063385
0.08333333,-1.077562691,-0.2951043069,-0.0199681101,0.2049128864,0.458096306,5.978209149,-1.611968388,-0.7391909801,-0.1545829913,-0.01069327248
0.09166667,-1.025464339,-0.3085618157,-0.02662232174,0.2033608081,0.4579737563,6.522462057,-1.614000182,-0.8565770375,-0.2197943986,-0.01939965568
0.10000000,-0.9689081513,-0.3219437215,-0.03421783042,0.2012184816,0.4577603849,7.047567855,-1.594229915,-0.9644160832,-0.2962699034,-0.03256923175
0.10833333,-0.9080671025,-0.3350790132,-0.0426585127,0.1983924082,0.457416922,7.550121438,-1.555218471,-1.05873156,-0.3837044472,-0.05080502202
0.11666667,-0.8431806886,-0.3477850936,-0.05181722252,0.1948005552,0.4568961479,8.01467532,-1.488386736,-1.136808967,-0.4791388872,-0.07533597235
0.12500000,-0.7746303978,-0.3597844045,-0.0615608603,0.1903972997,0.4561403649,8.428472207,-1.385302405,-1.198841495,-0.5779965421,-0.1074074376
0.13333333,-0.7028955907,-0.3707431015,-0.07174852244,0.1851652666,0.4550818318,8.769908562,-1.231577469,-1.243099563,-0.6775699984,-0.1481819938
0.14166667,-0.6288777629,-0.3799848945,-0.08222495883,0.1791103771,0.4536438035,8.960501062,-0.9580788122,-1.267788804,-0.7750354129,-0.1986169037
0.15000000,-0.5543693252,-0.3859890256,-0.09281742705,0.1722614092,0.4517439497,8.851670929,-0.4186935731,-1.27060249,-0.8676793061,-0.2588058287
0.15833333,-0.4830534618,-0.38536223,-0.1033246095,0.1646700786,0.4493073743,8.122419684,0.7036593261,-1.245357295,-0.9527614652,-0.3273433401
0.16666667,-0.422054397,-0.3713672107,-0.1134483137,0.1564104145,0.446265664,6.308827404,2.848949792,-1.173798467,-1.027623849,-0.4039929056
0.17500000,-0.3805950481,-0.3355655661,-0.1226160334,0.1475795906,0.4425528039,3.597615368,5.754870062,-1.001435455,-1.08928232,-0.4883185311
0.18333333,-0.3603529134,-0.2780151856,-0.129453171,0.1383037346,0.4381079611,1.454327741,7.789120814,-0.5746612117,-1.1336042,-0.5794169684
0.19166667,-0.3532293596,-0.2108288854,-0.1304224919,0.1287524414,0.4328844731,0.4057449832,8.009565276,0.5050578132,-1.15343498,-0.6747487734
0.20000000,-0.3518432179,-0.1503826752,-0.1171809263,0.119215946,0.4268553275,-0.005974789378,6.132107251,2.951622246,-1.123363259,-0.772507767
0.20833333,-0.3526305442,-0.112901396,-0.0781275948,0.1103711916,0.4200083161,-0.1592970845,2.850663054,6.36877323,-0.9659435699,-0.8705844523
0.21666667,-0.3542688136,-0.09940578608,-0.01584538105,0.1040915014,0.412355131,-0.2268540417,0.6697866,8.185357841,-0.4455180738,-0.9650771904
0.22500000,-0.3563514437,-0.09799290487,0.0516577161,0.1056027905,0.4039570578,-0.2713500653,-0.1780194748,7.608697199,1.048942883,-1.04715051
0.23333333,-0.3587803195,-0.1007471116,0.1039931696,0.1266806127,0.395002885,-0.3114767101,-0.4261089462,4.596646277,4.290254474,-1.091318401
0.24166667,-0.3615442154,-0.1045360487,0.1272526979,0.1771271281,0.3860824856,-0.3519981834,-0.4657007244,1.235677242,7.509690502,-1.017905916
0.25000000,-0.3646482181,-0.1083556556,0.1297001189,0.2455318611,0.378952805,-0.3929348235,-0.4469721761,-0.3917547935,8.550426384,-0.6042356892
0.25833333,-0.3680905203,-0.1119674787,0.123652646,0.3141584952,0.3784101798,-0.4329287037,-0.4207636451,-0.9497075322,7.590127197,0.6866243668
0.26666667,-0.3718567997,-0.1154009918,0.1150322979,0.3663350167,0.3948462508,-0.4704504912,-0.4058846727,-1.077068346,4.632055628,3.512999633
0.27500000,-0.3759210001,-0.1187793174,0.1061456278,0.3897468295,0.4380769587,-0.5042575582,-0.4077804714,-1.039765363,1.137004454,6.692018942
0.28333333,-0.380248505,-0.1222433964,0.09787028821,0.3895826672,0.5018665318,-0.5335489792,-0.4262990928,-0.9400738188,-0.9224085621,8.356905369
0.29166667,-0.3847999629,-0.1259292607,0.09054218312,0.3775804543,0.5741064514,-0.5579887446,-0.4606589834,-0.8168911816,-1.827310016,8.849059206
0.30000000,-0.3895351043,-0.129951869,0.08425765793,0.3605844648,0.6478872585,-0.5776835829,-0.5060881636,-0.692663914,-2.195866183,8.802246481
0.30833333,-0.3944160749,-0.1343770236,0.07895683608,0.3416200496,0.7201743329,-0.5930840695,-0.5561873799,-0.5833526454,-2.328930301,8.520805469
0.31666667,-0.3994097129,-0.1392171508,0.0744494835,0.3220949524,0.7896100498,-0.6048411187,-0.6046998745,-0.5043790652,-2.343795518,8.134041116
0.32500000,-0.4044886111,-0.1444362541,0.07043326327,0.3027804713,0.855593835,-0.613660871,-0.6463975284,-0.4678522763,-2.277562567,7.693639262
0.33333333,-0.4096306501,-0.1499620208,0.06650862586,0.2843631808,0.9177069336,-0.6200562983,-0.6779334338,-0.4832091343,-2.129564655,7.20684415
0.34166667,-0.4148173003,-0.1557036186,0.06222379477,0.2674756938,0.9756336999,-0.6244358663,-0.6982057446,-0.5539403246,-1.913238447,6.691962199
