freq_Hz,bob1_amp,bob2_amp,bob3_amp,bob4_amp,bob5_amp,bob1_rel_to_max,bob2_rel_to_max,bob3_rel_to_max,bob4_rel_to_max,bob5_rel_to_max,bob1_share,bob2_share,bob3_share,bob4_share,bob5_share
1.41666667,0.04765238325,0.04819136595,0.04923999594,0.04819203198,0.04764054119,0.9677576599944829,0.9787036946092261,0.9999999999796914,0.978717220808554,0.9675171632240489,0.19779641156762706,0.20003363112908584,0.2043863042786328,0.20003639569897744,0.1977472573215261
2.36666667,0.1087568969,0.04558158799,1.457078245e-06,0.04557553056,0.1087628678,0.9999451016590429,0.41909145015741217,1.3396835468387706e-05,0.41903575624162576,0.9999999999908057,0.35233083339762955,0.14766694657416327,4.720377346352969e-06,0.14764732281308712,0.35235017683453423
3.56666667,0.04716787756,0.02689788986,0.04418594972,0.02690230417,0.04716959796,0.999963527333826,0.5702378443471,0.936746371180291,0.5703314281424007,0.9999999999788,0.24525265143610123,0.1398574442492091,0.22974791077396642,0.13988039676027733,0.24526159677524634
