t_s,theta1,theta2,theta3,theta4,theta5,omega1,omega2,omega3,omega4,omega5
0.00000000,-1.12633135,-0.1103319891,0,0.1103319891,0.2536667242,0,0,0,0,0
0.00833333,-1.123785123,-0.1110383018,-1.492533795e-06,0.1103319792,0.2536667258,0.6109417333,-0.1690689095,-0.0007152638287,-2.992586694e-06,3.78101245e-07
0.01666667,-1.116153694,-0.113135163,-2.366438778e-05,0.1103318747,0.2536667303,1.220188,-0.3328767943,-0.005644922766,-3.282521125e-05,6.712030739e-07
0.02500000,-1.103457779,-0.1165594787,-0.0001163888559,0.1103310137,0.2536667352,1.826147266,-0.4870804897,-0.01802900448,-0.0002194502623,2.239199957e-07
0.03333333,-1.085731679,-0.1212165072,-0.0003513279784,0.1103269456,0.2536667232,2.427144249,-0.6281054462,-0.04017034245,-0.0008714967017,-4.368633765e-06
0.04166667,-1.063024138,-0.1269822425,-0.0008179500194,0.1103137412,0.2536666215,3.021381073,-0.7528482085,-0.07368804802,-0.002521009371,-2.421336275e-05
0.05000000,-1.035399519,-0.1337156253,-0.001609451397,0.1102800464,0.2536662045,3.606902584,-0.8601101542,-0.118069538,-0.005934651441,-8.64604716e-05
0.05833333,-1.002939234,-0.1412653373,-0.002814197071,0.110207278,0.2536649141,4.181567362,-0.9487949522,-0.1725084319,-0.01207162033,-0.000245994577
0.06666667,-0.965743393,-0.1494783401,-0.004506513917,0.1100689815,0.2536615714,4.743026033,-1.019245021,-0.2348944893,-0.0217487935,-0.0005992770568
0.07500000,-0.9239326015,-0.1582026803,-0.006745960342,0.1098330022,0.2536539798,5.288708575,-1.071777173,-0.3032397371,-0.03567196716,-0.00129535121
0.08333333,-0.8776498105,-0.1672946524,-0.009568691879,0.1094601428,0.2536384525,5.815822246,-1.107518172,-0.3745355097,-0.05474006135,-0.002544518458
0.09166667,-0.8270636639,-0.1766151754,-0.0129896104,0.1089042732,0.2536092614,6.320615563,-1.126564687,-0.4462370545,-0.07970222461,-0.004627791176
0.10000000,-0.7723832021,-0.1860224427,-0.01699907843,0.108114402,0.2535580198,6.797757488,-1.128278942,-0.5155570848,-0.1108218989,-0.007902669201
0.10833333,-0.7138551915,-0.1953718215,-0.02157228079,0.1070420783,0.2534730527,7.243409666,-1.112738608,-0.5812448211,-0.1474342787,-0.01279848615
0.11666667,-0.6517571987,-0.2045237519,-0.02666929347,0.105642545,0.2533388685,7.653975735,-1.081188247,-0.6408179328,-0.189299265,-0.01979918021
0.12500000,-0.5863955592,-0.2133511827,-0.03223051533,0.1038736729,0.2531363115,8.026168412,-1.035102151,-0.6925445308,-0.2359039287,-0.02922389619
0.13333333,-0.5181176176,-0.2217259414,-0.0381886724,0.1017016271,0.2528443512,8.350787858,-0.9703895017,-0.7359323471,-0.2858606196,-0.0413319795
0.14166667,-0.4474087474,-0.2294255462,-0.04446970204,0.09910280924,0.2524387304,8.605300058,-0.8694582038,-0.7698336477,-0.3381577224,-0.0565764456
0.15000000,-0.3749997037,-0.2360179427,-0.05098959757,0.09606241495,0.2518915098,8.74860176,-0.6950228229,-0.7931175115,-0.3915568654,-0.0753834072
0.15833333,-0.302194765,-0.2405281311,-0.05765662805,0.09257959189,0.2511714013,8.670965193,-0.3411268226,-0.8048759324,-0.4440389328,-0.09812539619
0.16666667,-0.2319761093,-0.2403487356,-0.06436386149,0.08866823787,0.250244404,8.075221853,0.480391079,-0.8019653622,-0.4942215856,-0.1250363524
0.17500000,-0.1679451059,-0.2323915387,-0.07096077977,0.08435099794,0.2490771574,7.297734188,1.409776575,-0.7765215824,-0.5413075783,-0.155708929
0.18333333,-0.1103421699,-0.2171093904,-0.07720764546,0.07965877598,0.2476391598,6.521996712,2.246584681,-0.7153746336,-0.5839436744,-0.1900120215
0.19166667,-0.0593559147,-0.195134319,-0.08272912257,0.07463593958,0.2459004365,5.707043656,3.015282856,-0.5979754716,-0.6203281373,-0.2278580162
0.20000000,-0.01536050874,-0.1670997095,-0.08691859843,0.0693437187,0.2438322831,4.843491287,3.69446005,-0.387711689,-0.6481324,-0.2690224437
0.20833333,0.02120847253,-0.1339590096,-0.08874755688,0.06386572253,0.2414097902,3.922532413,4.226876424,-0.01526576364,-0.6643292039,-0.3127071964
0.21666667,0.04984890384,-0.09747769787,-0.08630442524,0.05831781337,0.2386157452,2.942065255,4.453631602,0.6775758379,-0.6637317699,-0.358096003
0.22500000,0.07011150984,-0.06017960275,-0.07703830582,0.0528814512,0.2354387166,1.91502056,4.49915785,1.539498064,-0.6349352819,-0.4044854236
0.23333333,0.08176874954,-0.02255985837,-0.06080850045,0.04786769779,0.2318742811,0.8847140278,4.522912873,2.344185471,-0.5582748992,-0.4508735527
0.24166667,0.08487618105,0.0150932162,-0.03820455879,0.04379655837,0.2279282046,-0.1386727481,4.507662487,3.063006598,-0.4017872274,-0.4957790792
0.25000000,0.07944614716,0.05248740832,-0.01015669829,0.04154634702,0.2236215799,-1.166127837,4.465747809,3.634618407,-0.108745505,-0.5369394363
0.25833333,0.06540767555,0.08954434741,0.02159147367,0.04265384863,0.2189993699,-2.193521186,4.418811124,3.92172488,0.4297803521,-0.5707669689
0.26666667,0.04435830727,0.1246917738,0.05409465371,0.04966579115,0.2141466298,-2.781194422,3.942105539,3.865216536,1.256254924,-0.5906540011
0.27500000,0.01986523278,0.1544865481,0.08591415899,0.06349123718,0.2092264782,-3.065868892,3.18053385,3.766976651,2.053164542,-0.5845670025
0.28333333,-0.006371618898,0.1773805843,0.1168188847,0.08370026495,0.2045265515,-3.21521788,2.300619374,3.647688255,2.78319427,-0.5339207858
0.29166667,-0.03352036312,0.1926543968,0.1466867886,0.10958973,0.2005366668,-3.291064394,1.356248194,3.520449429,3.40888611,-0.4073492445
0.30000000,-0.06109407489,0.1998464812,0.1755102674,0.1400663831,0.1980983182,-3.320143453,0.3615575323,3.399420541,3.871891352,-0.1495639966
0.30833333,-0.08876205019,0.1985343159,0.2034014863,0.173394652,0.1986832653,-3.315196264,-0.6851486745,3.298468015,4.070397229,0.3413929511
0.31666667,-0.1162726894,0.1886809656,0.230165744,0.2068364164,0.2047786721,-3.283276042,-1.610836486,3.053260205,3.929139882,1.143640474
0.32500000,-0.143418984,0.1727152065,0.2532216044,0.2388567229,0.2177022976,-3.228222501,-2.177595256,2.434490313,3.760576414,1.949841623
0.33333333,-0.1700195138,0.1529256718,0.2701551045,0.2696063965,0.2371412344,-3.152623219,-2.548146756,1.602025751,3.625883263,2.707594277
0.34166667,-0.1959098718,0.1305494425,0.279621992,0.2993268675,0.2627023578,-3.058011373,-2.808036639,0.6646712204,3.500487541,3.419923872
0.35000000,-0.2209374754,0.1063158891,0.2817767837,0.3272448354,0.2940331393,-2.945787985,-2.998591273,-0.1059947966,3.150007348,4.094169215
0.35833333,-0.2449611134,0.08070838809,0.2784015986,0.3511373311,0.3308803678,-2.817291036,-3.140046076,-0.6777895897,2.548120277,4.747983718
0.36666667,-0.2678510118,0.0540903166,0.2708259002,0.3691647086,0.3731981139,-2.67391262,-3.242304727,-1.124067874,1.747911694,5.412800179
0.37500000,-0.2894887902,0.02676385579,0.2598872686,0.3801675888,0.4208250012,-2.517024127,-3.310728985,-1.490685357,0.9348501837,5.957334289
0.38333333,-0.3097680732,-0.001003518368,0.2461271987,0.3855906762,0.4713897726,-2.348171575,-3.348440066,-1.804187766,0.4042637431,6.127755259
0.39166667,-0.3285969855,-0.02896356481,0.2299337208,0.3873611626,0.522307608,-2.169218969,-3.357264203,-2.075869057,0.04013635233,6.062794051
0.40000000,-0.3458980575,-0.05688047796,0.2116279348,0.3864939482,0.5720465291,-1.981756674,-3.338284087,-2.311883559,-0.2384266961,5.856156405
0.40833333,-0.3616086993,-0.08452693652,0.1914928976,0.3835034404,0.6196625701,-1.787913286,-3.292411805,-2.515359938,-0.4745095201,5.559674923
0.41666667,-0.3756841762,-0.111680556,0.1697889962,0.3786406381,0.6645407555,-1.589667204,-3.22002357,-2.688800149,-0.6902198924,5.202666649
0.42500000,-0.3880982984,-0.1381195949,0.1467584558,0.3720258882,0.7062538448,-1.389577282,-3.120948973,-2.833979754,-0.8961267756,4.802260862
0.43333333,-0.3988457861,-0.163622335,0.1226315775,0.3637193886,0.7444877347,-1.190210495,-2.995211907,-2.952091372,-1.096666497,4.369084006
0.44166667,-0.4079447398,-0.1879654294,0.09762995279,0.35375813,0.7790017788,-0.9944459402,-2.842562143,-3.04399966,-1.293629542,3.910818015
0.45000000,-0.415438517,-0.2109226769,0.07196918986,0.3421657712,0.8096183463,-0.8054959711,-2.662547916,-3.110294368,-1.488014558,3.434416551
0.45833333,-0.4213979769,-0.2322637666,0.0458618148,0.3289708097,0.8361998425,-0.6267850808,-2.454603189,-3.151283659,-1.677824986,2.94281768
0.46666667,-0.4259232552,-0.2517535633,0.01951833038,0.3142196556,0.8586299766,-0.4618904303,-2.218127739,-3.16694876,-1.861235819,2.438497574
0.47500000,-0.4291441512,-0.2691518594,-0.006851532829,0.297973572,0.8768128399,-0.3142702671,-1.952639356,-3.157629012,-2.036309126,1.923867632
0.48333333,-0.4312163101,-0.2842207089,-0.03303657898,0.2803079965,0.8906722598,-0.186586825,-1.659364447,-3.122368636,-2.201731599,1.401251296
0.49166667,-0.4323143159,-0.2967361508,-0.05881750824,0.2613084682,0.9001513693,-0.08068979904,-1.340312062,-3.060543596,-2.356257472,0.8730526396
0.50000000,-0.4326225224,-0.3065004294,-0.08396782175,0.2410699913,0.9052150122,0.003078105714,-0.9999807939,-2.970779382,-2.498892173,0.3418924693
0.50833333,-0.4323197931,-0.3133638244,-0.1082463321,0.2196967638,0.905846653,0.06649582887,-0.6456960511,-2.850848596,-2.628379635,-0.1903206105
0.51666667,-0.4315605049,-0.3172529676,-0.1313886773,0.1973039281,0.9020452443,0.1134803481,-0.2882823769,-2.697412224,-2.743379712,-0.721724803
0.52500000,-0.4304556748,-0.3182014845,-0.1530970444,0.1740174708,0.8938254407,0.150635691,0.05726104083,-2.505734835,-2.842640134,-1.250415569
0.53333333,-0.4290579199,-0.316379813,-0.1730264678,0.149973859,0.8812179021,0.1848882543,0.3734540316,-2.269110659,-2.924894091,-1.774454297
0.54166667,-0.4273648311,-0.3121128555,-0.1907649126,0.1253197028,0.864269651,0.2224742071,0.6407528516,-1.978149187,-2.988974215,-2.2918491
0.55000000,-0.4253265499,-0.305893871,-0.2058129432,0.1002114186,0.8430447396,0.2684657483,0.8385610136,-1.621514605,-3.033700276,-2.800424263
0.55833333,-0.4228580785,-0.2983805878,-0.2175795917,0.0748147524,0.8176287659,0.3258687052,0.9488745092,-1.189078144,-3.058001254,-3.297220951
0.56666667,-0.4198644921,-0.2903554393,-0.225400431,0.04930519058,0.7881311168,0.3943713945,0.9602831322,-0.6742724098,-3.060421136,-3.779591968
0.57500000,-0.4162592725,-0.2826453479,-0.2286069917,0.02387581011,0.7546830158,0.4720498598,0.8756519721,-0.08459343951,-3.038245278,-4.244878264
0.58333333,-0.4119836233,-0.2759503724,-0.2266902392,-0.001252336305,0.7174382161,0.5545455458,0.7236225579,0.5475243068,-2.987210607,-4.690337534
0.59166667,-0.4070162036,-0.2706356397,-0.2195179515,-0.02581113526,0.67657353,0.6372606539,0.5536075065,1.166083717,-2.8999857,-5.113187246
0.60000000,-0.4013755867,-0.2666250979,-0.2074738916,-0.04944958028,0.6322888954,0.7153281023,0.4184791616,1.706142551,-2.763424814,-5.510671528
0.60833333,-0.3951188278,-0.2634610421,-0.1914666258,-0.07166642511,0.5848068559,0.7845307469,0.3544919465,2.107980161,-2.553580162,-5.880133148
0.61666667,-0.3883326666,-0.2604873204,-0.1728741986,-0.09169033952,0.5343714472,0.8420185305,0.3725940284,2.317483786,-2.228039038,-6.219081357
0.62500000,-0.3811228083,-0.2570449564,-0.1535518619,-0.1082861174,0.4812466128,0.8860884136,0.4644627538,2.270217755,-1.715847514,-6.525232464
0.63333333,-0.3736006127,-0.2525929199,-0.1360160791,-0.1194637284,0.4257144168,0.9172178625,0.6112967446,1.866581576,-0.9028173768,-6.79652112
0.64166667,-0.3658660907,-0.2467705857,-0.1232213348,-0.1226585525,0.3680733309,0.9374914129,0.789204146,1.197402508,0.1380501222,-7.031068223
0.65000000,-0.3579974776,-0.2394191889,-0.1161157511,-0.11716005,0.3086368347,0.9499590119,0.9743917961,0.5072827104,1.180626547,-7.227143839
0.65833333,-0.3500455166,-0.2305758724,-0.1147478302,-0.1030007156,0.2477321667,0.9580731066,1.143346013,-0.1745833994,2.214731871,-7.383177752
0.66666667,-0.3420325319,-0.2204769122,-0.118593338,-0.08064543913,0.185717743,0.9651018283,1.271244252,-0.6768141926,3.079985808,-7.489264832
0.67500000,-0.3339565344,-0.209578843,-0.1249663828,-0.05273148839,0.1231439147,0.9735033809,1.330732132,-0.7990893943,3.562957288,-7.510059931
0.68333333,-0.3258006851,-0.1985532908,-0.1311443618,-0.02220810845,0.06101359633,0.984280088,1.29861288,-0.6440562493,3.697611657,-7.357311923
0.69166667,-0.3175490636,-0.1882268291,-0.1351291517,0.007240869748,0.001924755907,0.9960129436,1.162265945,-0.2829522709,3.221293128,-6.685228029
0.70000000,-0.3092067497,-0.1794500999,-0.1354563603,0.0305479815,-0.04958029747,1.005424647,0.9306943872,0.2231091792,2.364257904,-5.671311399
0.70833333,-0.3008107969,-0.172866203,-0.1312030393,0.04656953439,-0.09255125843,1.008033322,0.6458751509,0.8031924416,1.479366703,-4.640625619
0.71666667,-0.2924402152,-0.1686445378,-0.1220964084,0.05521744155,-0.1269282087,0.9983134623,0.3757661345,1.37400002,0.5989431672,-3.611217478
0.72500000,-0.2842235241,-0.166384621,-0.1085355361,0.05662825565,-0.152774386,0.9702963834,0.1831567198,1.862055395,-0.2539701284,-2.594608975
