frequency_Hz,experiment_amplitude
0.0,0.0004474946657830157
0.007185062198208704,0.00036525097409984426
0.014370124396417407,0.00016244782534889952
0.02155518659462611,0.00013391773046969984
0.028740248792834815,0.001183406393648829
0.03592531099104352,0.0030576028649983993
0.04311037318925222,0.0040021331442883865
0.050295435387460924,0.004812820822492057
0.05748049758566963,0.004728709432575518
0.06466555978387833,0.0019374438244619983
0.07185062198208704,0.0008703305365802332
0.07903568418029575,0.0015073653424222061
0.08622074637850444,0.0010305226854615184
0.09340580857671314,0.0040602585976397786
0.10059087077492185,0.0021813852083343802
0.10777593297313055,0.000994802909994418
0.11496099517133926,0.001191467996087669
0.12214605736954796,0.0017653056654586073
0.12933111956775667,0.0014252543975684041
0.13651618176596536,0.0021888435798637675
0.14370124396417408,0.0011145134159209161
0.15088630616238277,0.002455762259297912
0.1580713683605915,0.003671183889379803
0.16525643055880018,0.0016101270827994553
0.17244149275700887,0.0020137813221678623
0.1796265549552176,0.0027431618234167476
0.18681161715342628,0.0014379020273411086
0.193996679351635,0.0017540760549984815
0.2011817415498437,0.0011781512754001806
0.20836680374805241,0.00013585608836450352
0.2155518659462611,0.0024021800448149355
0.22273692814446983,0.001906949346396282
0.22992199034267852,0.0036680545108629197
0.2371070525408872,0.00372782219888104
0.24429211473909593,0.0026934512583983794
0.25147717693730465,0.004204155892259006
0.25866223913551334,0.0032452625836033393
0.26584730133372203,0.002917429998120922
0.2730323635319307,0.0026257787386423574
0.28021742573013947,0.0010308514033369534
0.28740248792834816,0.001578529230959512
0.29458755012655685,0.002683709519124446
0.30177261232476554,0.003419683111990912
0.30895767452297423,0.0008095976116718302
0.316142736721183,0.001458738362796224
0.3233277989193917,0.0023030721046697926
0.33051286111760037,0.0026696969805311455
0.33769792331580906,0.0007809862750421248
0.34488298551401775,0.0024347424235870436
0.3520680477122265,0.0019395250266255382
0.3592531099104352,0.0008323117072314382
0.3664381721086439,0.0016754348754712642
0.37362323430685257,0.0008855323913653875
0.3808082965050613,0.002641854748822784
0.38799335870327,0.002843799532669692
0.3951784209014787,0.0011393212883347521
0.4023634830996874,0.0015429029341274007
0.4095485452978961,0.0014442727707399197
0.41673360749610483,0.002068835567586678
0.4239186696943135,0.0015662290357435172
0.4311037318925222,0.0015639290417216408
0.4382887940907309,0.0020885807949103936
0.44547385628893965,0.0022774961072320227
0.45265891848714834,0.0019317651632062387
0.45984398068535703,0.0012090511975083595
0.4670290428835657,0.0033232440264485377
0.4742141050817744,0.0014037443102827769
