t_s,theta_rad
43.22205000,-0.1373899754
43.24290000,-0.1356429535
43.26375000,-0.1289402187
43.28460000,-0.1179230469
43.30545000,-0.101863338
43.32630000,-0.0820902993
43.34715000,-0.05894378955
43.36800000,-0.03338985766
43.38885000,-0.00650075815
43.40970000,0.02019015429
43.43055000,0.04688937001
43.45140000,0.07285425495
43.47225000,0.09653950266
43.49310000,0.1172629042
43.51395000,0.1332827591
43.53480000,0.1457303002
43.55565000,0.1543103945
43.57650000,0.1571629995
43.59735000,0.1545272913
43.61820000,0.1473834482
43.63905000,0.1358299977
43.65990000,0.1197965915
43.68075000,0.1000298018
43.70160000,0.07682056194
43.72245000,0.05147064234
43.74330000,0.02487199613
43.76415000,-0.002174494555
43.78500000,-0.0283059156
43.80585000,-0.05365029701
43.82670000,-0.0770581779
43.84755000,-0.09672661525
43.86840000,-0.1127106714
43.88925000,-0.1250988484
43.91010000,-0.1316540104
43.93095000,-0.1333944585
43.95180000,-0.1312328459
43.97265000,-0.1233852115
43.99350000,-0.1107136069
44.01435000,-0.09362656858
44.03520000,-0.07335302769
44.05605000,-0.05041848171
44.07690000,-0.02511127761
44.09775000,0.001821960341
44.11860000,0.02926022203
44.13945000,0.05562269152
44.16030000,0.08075771337
44.18115000,0.1035432515
44.20200000,0.1226994154
44.22285000,0.1379181402
44.24370000,0.1495583373
44.26455000,0.1562203024
44.28540000,0.15759076
44.30625000,0.1541041964
44.32710000,0.1462325459
44.34795000,0.1333210362
44.36880000,0.1153079233
44.38965000,0.09448845072
44.41050000,0.07114964365
44.43135000,0.04575487474
44.45220000,0.01932520746
44.47305000,-0.007522745342
44.49390000,-0.0335843947
44.51475000,-0.05822690921
44.53560000,-0.08021150887
44.55645000,-0.09896777235
44.57730000,-0.1144347746
44.59815000,-0.1255210657
44.61900000,-0.131141096
44.63985000,-0.1319828168
44.66070000,-0.1277096198
44.68155000,-0.1186817637
44.70240000,-0.1052402187
44.72325000,-0.08764531553
44.74410000,-0.06605772642
44.76495000,-0.04208809164
44.78580000,-0.01708906073
44.80665000,0.009531957254
44.82750000,0.0361368755
44.84835000,0.06169125514
44.86920000,0.08589021367
44.89005000,0.1068064438
44.91090000,0.1249469804
44.93175000,0.1394528658
44.95260000,0.1492214349
44.97345000,0.1545194448
44.99430000,0.1549452857
45.01515000,0.1500908264
45.03600000,0.140186445
45.05685000,0.1265687187
45.07770000,0.1089871753
45.09855000,0.08765854491
45.11940000,0.06448539531
45.14025000,0.03897057244
45.16110000,0.01205062863
45.18195000,-0.01497124438
45.20280000,-0.04116852865
45.22365000,-0.06495917189
45.24450000,-0.08658154786
45.26535000,-0.1045091774
45.28620000,-0.1178523416
45.30705000,-0.1268979332
45.32790000,-0.1315387951
45.34875000,-0.131241496
45.36960000,-0.1260627616
45.39045000,-0.1157866608
45.41130000,-0.1012064473
45.43215000,-0.08253125179
45.45300000,-0.06046430337
45.47385000,-0.03606609091
45.49470000,-0.009902481598
45.51555000,0.01604835105
45.53640000,0.04201594604
45.55725000,0.06795887156
45.57810000,0.09116138724
45.59895000,0.1113120719
45.61980000,0.1282440925
45.64065000,0.1412837038
45.66150000,0.1501594035
45.68235000,0.154334986
45.70320000,0.1540318981
45.72405000,0.1480777162
45.74490000,0.1366403109
45.76575000,0.1217547848
45.78660000,0.102780118
45.80745000,0.08074262659
45.82830000,0.05662910439
45.84915000,0.03102814065
45.87000000,0.004817204417
45.89085000,-0.02171043954
45.91170000,-0.04704483414
45.93255000,-0.06958707957
45.95340000,-0.09040273674
45.97425000,-0.1079098424
45.99510000,-0.1197747048
46.01595000,-0.127709076
46.03680000,-0.1315102112
46.05765000,-0.1296643007
46.07850000,-0.123100568
46.09935000,-0.111953789
46.12020000,-0.09700121778
46.14105000,-0.07820439549
46.16190000,-0.05560215053
46.18275000,-0.03014605633
46.20360000,-0.004322546651
46.22445000,0.02082206407
46.24530000,0.04597042419
46.26615000,0.07051381993
46.28700000,0.09307510906
46.30785000,0.1123822219
46.32870000,0.1284129322
46.34955000,0.1403273344
46.37040000,0.1483425901
46.39125000,0.1512513669
46.41210000,0.1486782687
46.43295000,0.141128935
46.45380000,0.1294334202
46.47465000,0.1139350323
46.49550000,0.09430474922
46.51635000,0.07170821015
46.53720000,0.04717586201
46.55805000,0.02162819747
46.57890000,-0.004071487726
46.59975000,-0.02956219009
46.62060000,-0.05387913431
46.64145000,-0.07626850558
46.66230000,-0.09524660889
46.68315000,-0.1103352343
46.70400000,-0.121631292
46.72485000,-0.1281135276
46.74570000,-0.1297115911
46.76655000,-0.1263993319
46.78740000,-0.1185286219
46.80825000,-0.1066552116
46.82910000,-0.09028685694
46.84995000,-0.07008141807
46.87080000,-0.04748966461
46.89165000,-0.02310748386
46.91250000,0.002305740548
46.93335000,0.02809914597
46.95420000,0.05347092333
46.97505000,0.07790175562
46.99590000,0.0996253224
47.01675000,0.1181941836
47.03760000,0.1330259041
47.05845000,0.1440251973
47.07930000,0.1503983779
47.10015000,0.1516701826
47.12100000,0.1479044491
47.14185000,0.1400160413
47.16270000,0.1273737648
47.18355000,0.1100107305
47.20440000,0.09027366384
47.22525000,0.0674634904
47.24610000,0.04238894168
47.26695000,0.01696004587
47.28780000,-0.008414542916
47.30865000,-0.03288309045
47.32950000,-0.05688936889
47.35035000,-0.07816616103
47.37120000,-0.09608581896
47.39205000,-0.111028061
47.41290000,-0.1213412749
47.43375000,-0.1267576569
47.45460000,-0.1266008732
47.47545000,-0.1219332796
47.49630000,-0.1132438249
47.51715000,-0.1000612796
47.53800000,-0.0826760401
47.55885000,-0.06227213488
47.57970000,-0.0392916866
47.60055000,-0.01383378579
47.62140000,0.01188173574
47.64225000,0.03715564209
47.66310000,0.06154490579
47.68395000,0.08490475745
47.70480000,0.1054917598
47.72565000,0.1226851597
47.74650000,0.1363052534
47.76735000,0.1454659024
47.78820000,0.1499399296
47.80905000,0.1499418827
47.82990000,0.1450564367
47.85075000,0.1346798433
47.87160000,0.1210705843
47.89245000,0.1043228694
47.91330000,0.08333653002
47.93415000,0.06012618998
47.95500000,0.03522052705
47.97585000,0.009286301512
47.99670000,-0.01587541396
48.01755000,-0.04047670535
48.03840000,-0.06353288892
48.05925000,-0.08358443231
48.08010000,-0.1000998661
48.10095000,-0.1126457771
48.12180000,-0.1213485509
48.14265000,-0.1255179069
48.16350000,-0.1244074486
48.18435000,-0.1189347928
48.20520000,-0.109651853
48.22605000,-0.09521666463
48.24690000,-0.07714168793
48.26775000,-0.05666532976
48.28860000,-0.03273122433
48.30945000,-0.007374167625
48.33030000,0.01784355155
48.35115000,0.04287823977
48.37200000,0.06721455994
48.39285000,0.08942504047
48.41370000,0.1089955539
48.43455000,0.1249222928
48.45540000,0.1366933039
48.47625000,0.1449744855
48.49710000,0.1486372842
48.51795000,0.1468386064
48.53880000,0.1403952183
48.55965000,0.1292276076
48.58050000,0.1139471107
48.60135000,0.09577481866
48.62220000,0.07478076931
48.64305000,0.05121572537
48.66390000,0.02638886021
48.68475000,0.0007802861051
48.70560000,-0.0243643483
48.72645000,-0.04803749817
48.74730000,-0.0697162608
48.76815000,-0.08917919766
48.78900000,-0.1053097402
48.80985000,-0.1161927641
48.83070000,-0.1228907618
48.85155000,-0.1258444944
48.87240000,-0.1238991628
48.89325000,-0.1172843181
48.91410000,-0.1062506239
48.93495000,-0.09122919434
48.95580000,-0.07233933378
48.97665000,-0.05091953176
48.99750000,-0.02709450867
49.01835000,-0.001724679927
49.03920000,0.02389782082
49.06005000,0.04844034081
49.08090000,0.07172014239
49.10175000,0.09301270149
49.12260000,0.1114602849
49.14345000,0.1266053259
49.16430000,0.1374544542
49.18515000,0.144047376
49.20600000,0.1460845909
49.22685000,0.1434911854
49.24770000,0.1367163549
49.26855000,0.1254882996
49.28940000,0.1100701072
49.31025000,0.09122095251
49.33110000,0.06936650275
49.35195000,0.0452809067
49.37280000,0.02005302179
49.39365000,-0.005220332147
49.41450000,-0.02996664054
49.43535000,-0.05268379473
49.45620000,-0.07365267093
49.47705000,-0.0922226521
49.49790000,-0.1069375291
49.51875000,-0.1172852138
49.53960000,-0.1229407253
49.56045000,-0.1245380648
49.58130000,-0.1216366674
49.60215000,-0.1135590681
49.62300000,-0.1012894412
49.64385000,-0.08533578384
49.66470000,-0.06594194163
49.68555000,-0.04404236754
49.70640000,-0.02023660285
49.72725000,0.004727446943
49.74810000,0.02967833762
49.76895000,0.05430547469
49.78980000,0.07752652308
49.81065000,0.09748662893
49.83150000,0.1149492458
49.85235000,0.128567557
49.87320000,0.1380237512
49.89405000,0.1437445562
49.91490000,0.1448376487
49.93575000,0.141005319
49.95660000,0.1324248443
49.97745000,0.1195963624
49.99830000,0.1035578868
50.01915000,0.08413852166
50.04000000,0.06137217332
50.06085000,0.03728848533
50.08170000,0.01248353382
50.10255000,-0.01258942715
50.12340000,-0.0370088716
50.14425000,-0.05970086179
50.16510000,-0.07946696196
50.18595000,-0.09620513471
50.20680000,-0.1101174105
50.22765000,-0.1203709032
50.24850000,-0.1247754547
50.26935000,-0.1239641323
50.29020000,-0.1194421646
50.31105000,-0.1105618876
50.33190000,-0.09733943664
50.35275000,-0.08033488781
50.37360000,-0.05992719181
50.39445000,-0.03718474599
50.41530000,-0.01336768629
50.43615000,0.011291283
50.45700000,0.03600027258
50.47785000,0.05973242021
50.49870000,0.08172969469
50.51955000,0.1006455388
50.54040000,0.1164137374
50.56125000,0.1289672673
50.58210000,0.1372223911
50.60295000,0.1413593775
50.62380000,0.140942956
50.64465000,0.1358943425
50.66550000,0.1266165808
50.68635000,0.1129703694
50.70720000,0.09656403062
50.72805000,0.07648586279
50.74890000,0.0536680317
50.76975000,0.03022362908
50.79060000,0.005576357094
50.81145000,-0.01896276641
50.83230000,-0.04205598897
50.85315000,-0.06346005261
50.87400000,-0.08217206339
50.89485000,-0.09794051913
50.91570000,-0.1102132928
50.93655000,-0.1179473394
50.95740000,-0.1212291099
50.97825000,-0.1201095569
50.99910000,-0.1146369185
51.01995000,-0.1041621574
51.04080000,-0.09021940487
51.06165000,-0.07297952195
51.08250000,-0.05227031958
51.10335000,-0.02933824059
51.12420000,-0.005171373598
51.14505000,0.01926252858
51.16590000,0.04394482781
51.18675000,0.06712351168
51.20760000,0.08775051544
51.22845000,0.1059639447
51.24930000,0.1212606278
51.27015000,0.1327657149
51.29100000,0.1398919959
51.31185000,0.14214968
51.33270000,0.139985786
51.35355000,0.1335325383
51.37440000,0.1230728728
51.39525000,0.1087204045
51.41610000,0.09071135189
51.43695000,0.06979374549
51.45780000,0.04666516595
51.47865000,0.02280716175
51.49950000,-0.001848144643
51.52035000,-0.02614621139
51.54120000,-0.04904360547
51.56205000,-0.07001873682
51.58290000,-0.08802794149
51.60375000,-0.1029040593
51.62460000,-0.113389372
51.64545000,-0.1193570688
51.66630000,-0.1215612722
51.68715000,-0.1190566065
51.70800000,-0.1121405885
51.72885000,-0.1015256188
51.74970000,-0.08699725628
51.77055000,-0.06885782435
51.79140000,-0.04774884806
51.81225000,-0.02465302807
51.83310000,-0.0006008168552
51.85395000,0.02414441742
51.87480000,0.04829940116
51.89565000,0.07089552047
51.91650000,0.09146246977
51.93735000,0.1086492421
51.95820000,0.1226235277
51.97905000,0.1329967193
51.99990000,0.1394140183
52.02075000,0.1411385288
52.04160000,0.1375308332
52.06245000,0.1303020354
52.08330000,0.119490136
52.10415000,0.10432798
52.12500000,0.0853036919
52.14585000,0.06388158573
52.16670000,0.04095406481
52.18755000,0.01699535159
52.20840000,-0.007277924933
52.22925000,-0.03119754498
52.25010000,-0.05359127538
52.27095000,-0.07428985724
52.29180000,-0.09135823555
52.31265000,-0.1044099218
52.33350000,-0.1144430497
52.35435000,-0.1202634116
52.37520000,-0.1210036464
52.39605000,-0.1172303523
52.41690000,-0.1091692638
52.43775000,-0.09701871712
52.45860000,-0.08114125913
52.47945000,-0.06204992593
52.50030000,-0.04021884468
52.52115000,-0.01714111477
52.54200000,0.006193864126
52.56285000,0.03043896774
52.58370000,0.05361590151
52.60455000,0.07525297974
52.62540000,0.09454034918
52.64625000,0.11107214
52.66710000,0.1243520797
52.68795000,0.133214229
52.70880000,0.1374196006
52.72965000,0.1376200713
52.75050000,0.133729771
52.77135000,0.1245722402
52.79220000,0.1117005437
52.81305000,0.09601105162
52.83390000,0.07685860796
52.85475000,0.05555869111
52.87560000,0.03295798344
52.89645000,0.009051389694
52.91730000,-0.01453413361
52.93815000,-0.03742496173
52.95900000,-0.05906543253
52.97985000,-0.07790402195
53.00070000,-0.09280325953
53.02155000,-0.1048062157
53.04240000,-0.1132077937
53.06325000,-0.1167222655
53.08410000,-0.116485883
53.10495000,-0.1115076096
53.12580000,-0.1018160565
53.14665000,-0.08870542486
53.16750000,-0.07203594372
53.18835000,-0.05232970442
53.20920000,-0.03102999997
53.23005000,-0.008270654395
53.25090000,0.01556563186
53.27175000,0.03913590813
53.29260000,0.06163675439
53.31345000,0.08276562813
53.33430000,0.1014486209
53.35515000,0.1172133999
53.37600000,0.1295305318
53.39685000,0.1365462882
53.41770000,0.1394524609
53.43855000,0.1386896175
53.45940000,0.1335319064
53.48025000,0.1240234319
53.50110000,0.1101938016
53.52195000,0.09377754403
53.54280000,0.07426206516
53.56365000,0.05209663598
53.58450000,0.02904012443
53.60535000,0.004950134877
53.62620000,-0.01797656626
53.64705000,-0.03977887766
53.66790000,-0.06025600602
53.68875000,-0.07860518324
53.70960000,-0.09387703295
53.73045000,-0.1046198679
53.75130000,-0.1114030731
53.77215000,-0.1146090816
53.79300000,-0.1134448105
53.81385000,-0.1069829333
53.83470000,-0.09623121032
53.85555000,-0.08241463032
53.87640000,-0.06533413864
53.89725000,-0.04581667031
53.91810000,-0.02435031219
53.93895000,-0.0008652984343
53.95980000,0.02306914473
53.98065000,0.04643845534
54.00150000,0.06869932846
54.02235000,0.08848070452
54.04320000,0.1052216692
54.06405000,0.119153782
54.08490000,0.1293000878
54.10575000,0.135668755
54.12660000,0.1379285327
54.14745000,0.1354649581
54.16830000,0.129097529
54.18915000,0.1189405293
54.21000000,0.1046472894
54.23085000,0.08673181714
54.25170000,0.06675312632
54.27255000,0.04496577711
54.29340000,0.02203912947
54.31425000,-0.001303664296
54.33510000,-0.02412378434
54.35595000,-0.04555586455
54.37680000,-0.0655662324
54.39765000,-0.08220881544
54.41850000,-0.09560871494
54.43935000,-0.1060129757
54.46020000,-0.1118038379
54.48105000,-0.1130500857
54.50190000,-0.1096845807
54.52275000,-0.1024023443
54.54360000,-0.09175023269
54.56445000,-0.07735435262
54.58530000,-0.05979833529
54.60615000,-0.04009496848
54.62700000,-0.01813891747
54.64785000,0.005157442318
54.66870000,0.02817659613
54.68955000,0.05062686509
54.71040000,0.07224264212
54.73125000,0.09157803954
54.75210000,0.1075078571
54.77295000,0.1202829129
54.79380000,0.1290607463
54.81465000,0.1336607077
54.83550000,0.1348708938
54.85635000,0.1318383808
54.87720000,0.1238731534
54.89805000,0.1124587689
54.91890000,0.09800963184
54.93975000,0.07985320004
54.96060000,0.05924714421
54.98145000,0.03675490651
55.00230000,0.0133006602
55.02315000,-0.009402622873
55.04400000,-0.03150277166
55.06485000,-0.05302603454
55.08570000,-0.07211851664
55.10655000,-0.08805576492
55.12740000,-0.1009378449
55.14825000,-0.110319006
55.16910000,-0.1147454051
55.18995000,-0.1147950152
55.21080000,-0.1107512261
55.23165000,-0.1023253878
55.25250000,-0.09026611818
55.27335000,-0.07486155811
55.29420000,-0.05700490795
55.31505000,-0.03628553953
55.33590000,-0.01347299719
55.35675000,0.009565504269
55.37760000,0.032857694
55.39845000,0.05556036433
55.41930000,0.07584435153
55.44015000,0.09364195513
55.46100000,0.1095604785
55.48185000,0.1219308135
55.50270000,0.1296389707
55.52355000,0.1337277794
55.54440000,0.1338235672
55.56525000,0.1299091438
55.58610000,0.1216143468
55.60695000,0.1098272268
55.62780000,0.09421951311
55.64865000,0.07490751523
55.66950000,0.05432913009
55.69035000,0.03257947068
55.71120000,0.009340267888
55.73205000,-0.01392818598
55.75290000,-0.03557566846
55.77375000,-0.05558869709
55.79460000,-0.07383862355
55.81545000,-0.08950056823
55.83630000,-0.1004938411
55.85715000,-0.1077297884
55.87800000,-0.1115955554
55.89885000,-0.1095596176
55.91970000,-0.1037814143
55.94055000,-0.09486746281
55.96140000,-0.08251658409
55.98225000,-0.06657803014
56.00310000,-0.04730285351
56.02395000,-0.02639980979
56.04480000,-0.004323304041
56.06565000,0.01863507065
56.08650000,0.04186650077
56.10735000,0.06373436381
56.12820000,0.08349009226
56.14905000,0.1008594666
56.16990000,0.115060029
56.19075000,0.125382857
56.21160000,0.131636251
56.23245000,0.1341094424
56.25330000,0.1326887519
56.27415000,0.1274264254
56.29500000,0.1176635085
56.31585000,0.104007532
56.33670000,0.08736774983
56.35755000,0.06787323027
56.37840000,0.04691236686
56.39925000,0.02472943479
56.42010000,0.001512211707
56.44095000,-0.02140547593
56.46180000,-0.04288226535
56.48265000,-0.06248315796
56.50350000,-0.07992797203
56.52435000,-0.09372241162
56.54520000,-0.1038189781
56.56605000,-0.1102401548
56.58690000,-0.1125971475
56.60775000,-0.1110309444
56.62860000,-0.1046313751
56.64945000,-0.09438467818
56.67030000,-0.08075565743
56.69115000,-0.06313246029
56.71200000,-0.04316721629
56.73285000,-0.02199619678
56.75370000,8.212632533e-05
56.77455000,0.02278192254
56.79540000,0.04534659415
56.81625000,0.06677109208
56.83710000,0.0857449312
56.85795000,0.1016996902
56.87880000,0.114760546
56.89965000,0.125056416
56.92050000,0.1313861903
56.94135000,0.1329215274
56.96220000,0.1310087899
56.98305000,0.1248784043
57.00390000,0.1140456768
57.02475000,0.1007497064
57.04560000,0.08392223086
57.06645000,0.0639061633
57.08730000,0.04283012973
57.10815000,0.0209648918
57.12900000,-0.0006272562902
57.14985000,-0.02253928001
57.17070000,-0.04345648816
57.19155000,-0.06209119379
57.21240000,-0.07748030478
57.23325000,-0.09015776063
57.25410000,-0.09985527107
57.27495000,-0.1056561152
57.29580000,-0.1071168352
57.31665000,-0.1042390284
57.33750000,-0.09774356959
57.35835000,-0.0862578425
57.37920000,-0.07160164031
57.40005000,-0.05443812782
57.42090000,-0.03482400453
57.44175000,-0.01373082865
57.46260000,0.00865169266
57.48345000,0.03127554816
57.50430000,0.05279067126
57.52515000,0.07320731054
57.54600000,0.09120489037
57.56685000,0.1061537014
57.58770000,0.118229195
57.60855000,0.1270328998
57.62940000,0.1318326168
57.65025000,0.132815567
57.67110000,0.128991254
57.69195000,0.1208401765
57.71280000,0.1092123979
57.73365000,0.09458503589
57.75450000,0.07692943897
57.77535000,0.05704603759
57.79620000,0.03609330253
57.81705000,0.01306345502
57.83790000,-0.00953836781
57.85875000,-0.03080724061
57.87960000,-0.05091915826
57.90045000,-0.06946160726
57.92130000,-0.08481178782
57.94215000,-0.09642385357
57.96300000,-0.1045238994
57.98385000,-0.1089189052
58.00470000,-0.1092706327
58.02555000,-0.1054404933
58.04640000,-0.09685795802
58.06725000,-0.0849419949
58.08810000,-0.07010341879
58.10895000,-0.05184703468
58.12980000,-0.03118845505
58.15065000,-0.009389062518
58.17150000,0.0129713975
58.19235000,0.03552349048
58.21320000,0.05651930658
58.23405000,0.07559004722
58.25490000,0.09281759453
58.27575000,0.1070509565
58.29660000,0.1187012565
58.31745000,0.1264887327
58.33830000,0.1299335188
58.35915000,0.1293303732
58.38000000,0.1246570518
58.40085000,0.1159890396
58.42170000,0.1039051955
58.44255000,0.08856865253
58.46340000,0.07089762711
58.48425000,0.05086288304
58.50510000,0.02944611339
58.52595000,0.007480052172
58.54680000,-0.01436461397
58.56765000,-0.03563075137
58.58850000,-0.05499098426
58.60935000,-0.07203146635
58.63020000,-0.08645239099
58.65105000,-0.09708342535
58.67190000,-0.1040680593
58.69275000,-0.1068384919
58.71360000,-0.1055778959
58.73445000,-0.1005133992
58.75530000,-0.09153039121
58.77615000,-0.07883573827
58.79700000,-0.06284502199
58.81785000,-0.044731777
58.83870000,-0.02439776975
58.85955000,-0.002831335241
58.88040000,0.01900036017
58.90125000,0.04048480615
58.92210000,0.0611484407
58.94295000,0.08007622496
58.96380000,0.09667444746
58.98465000,0.1100276331
59.00550000,0.1198504045
59.02635000,0.1261292276
59.04720000,0.128862715
59.06805000,0.1271396657
59.08890000,0.1211828431
59.10975000,0.11172307
59.13060000,0.09860409995
59.15145000,0.08193491086
59.17230000,0.06275506879
59.19315000,0.04300989188
59.21400000,0.02165808345
59.23485000,-0.0002729088877
59.25570000,-0.02175968788
59.27655000,-0.04206991937
59.29740000,-0.06056200345
59.31825000,-0.0772355388
59.33910000,-0.09056714385
59.35995000,-0.09941979861
59.38080000,-0.1055987029
59.40165000,-0.1077226596
59.42250000,-0.1055032358
59.44335000,-0.09909779625
59.46420000,-0.08885851497
59.48505000,-0.07486132797
59.50590000,-0.05863520896
59.52675000,-0.03986236828
59.54760000,-0.0184730862
59.56845000,0.003091794978
59.58930000,0.02425633965
59.61015000,0.04494108672
59.63100000,0.06506508986
59.65185000,0.08352848518
59.67270000,0.09942032745
59.69355000,0.1124349235
59.71440000,0.1213305237
59.73525000,0.1266391344
59.75610000,0.1284376678
59.77695000,0.1254476896
59.79780000,0.1188675678
59.81865000,0.1089420721
59.83950000,0.09459158212
59.86035000,0.07819516978
59.88120000,0.059444505
59.90205000,0.03886008098
59.92290000,0.01760287207
59.94375000,-0.003695124451
59.96460000,-0.02425993502
59.98545000,-0.04399534973
60.00630000,-0.06145289704
60.02715000,-0.07657044598
60.04800000,-0.08901512996
60.06885000,-0.09703739016
60.08970000,-0.1008422797
60.11055000,-0.1011263313
60.13140000,-0.09832492339
60.15225000,-0.09113168956
60.17310000,-0.08000348019
60.19395000,-0.06596956925
60.21480000,-0.04929308893
60.23565000,-0.03043195617
60.25650000,-0.009827475408
60.27735000,0.01114840688
60.29820000,0.03208386514
60.31905000,0.05268362961
60.33990000,0.07222689784
60.36075000,0.08907024141
60.38160000,0.1032466266
60.40245000,0.1148835289
60.42330000,0.1230811353
60.44415000,0.1270800152
60.46500000,0.1271743654
60.48585000,0.1233632665
60.50670000,0.1158906245
60.52755000,0.1050455153
60.54840000,0.09047092883
60.56925000,0.07318994765
60.59010000,0.05435923369
60.61095000,0.03404133481
60.63180000,0.01272361811
60.65265000,-0.008646272951
60.67350000,-0.02956203387
60.69435000,-0.04842207233
60.71520000,-0.0651541608
60.73605000,-0.0800518869
60.75690000,-0.09090212376
60.77775000,-0.09826023256
60.79860000,-0.1015121448
60.81945000,-0.1012414274
60.84030000,-0.0966722854
60.86115000,-0.08814866752
60.88200000,-0.07641881873
60.90285000,-0.06148909647
60.92370000,-0.04446890033
60.94455000,-0.02547060254
60.96540000,-0.004091072998
60.98625000,0.01736293544
61.00710000,0.03804026828
61.02795000,0.0582410384
61.04880000,0.07668055151
61.06965000,0.09285938011
61.09050000,0.1065944457
61.11135000,0.1169618781
61.13220000,0.1233396847
61.15305000,0.1259555107
61.17390000,0.1253464838
61.19475000,0.1202906536
61.21560000,0.1109383742
61.23645000,0.09858501627
61.25730000,0.08280351817
61.27815000,0.06501335254
61.29900000,0.04547980859
61.31985000,0.02456268799
61.34070000,0.003571451058
61.36155000,-0.01772871354
61.38240000,-0.038158794
61.40325000,-0.05607534794
61.42410000,-0.0720338339
61.44495000,-0.08501194028
61.46580000,-0.09516892921
61.48665000,-0.1015312731
61.50750000,-0.1042892189
61.52835000,-0.1031934382
61.54920000,-0.09732535787
61.57005000,-0.08808615393
61.59090000,-0.07543062686
61.61175000,-0.05983903985
61.63260000,-0.04189766996
61.65345000,-0.02167753819
61.67430000,-0.001031780734
61.69515000,0.02042089398
61.71600000,0.04151925801
61.73685000,0.06153182276
61.75770000,0.07947020451
61.77855000,0.0950446213
61.79940000,0.1074888974
61.82025000,0.1167538977
61.84110000,0.1221181182
61.86195000,0.123389333
61.88280000,0.1216677341
61.90365000,0.1158810323
61.92450000,0.1056883035
61.94535000,0.09251485923
61.96620000,0.07714785244
61.98705000,0.05871574999
62.00790000,0.03891285991
62.02875000,0.01820945594
62.04960000,-0.002134707965
62.07045000,-0.02290130039
62.09130000,-0.0430506714
62.11215000,-0.0608894149
62.13300000,-0.07637229399
62.15385000,-0.08897054063
62.17470000,-0.09727751001
62.19555000,-0.1020090983
62.21640000,-0.1037643216
62.23725000,-0.1013657143
62.25810000,-0.09457779843
62.27895000,-0.08442869949
62.29980000,-0.07091628799
62.32065000,-0.05402753084
62.34150000,-0.03577800647
62.36235000,-0.0159223537
62.38320000,0.004553734561
62.40405000,0.02512638088
62.42490000,0.04570188073
62.44575000,0.06477227578
62.46660000,0.08182517191
62.48745000,0.09669093956
62.50830000,0.1082028275
62.52915000,0.116477507
62.55000000,0.1216754459
62.57085000,0.1224726591
62.59170000,0.1189331255
62.61255000,0.1115594585
62.63340000,0.1010587282
62.65425000,0.08748105691
62.67510000,0.07154674554
62.69595000,0.05327065557
62.71680000,0.03323409802
62.73765000,0.01227089653
62.75850000,-0.008370256492
62.77935000,-0.02820689457
62.80020000,-0.04753266403
62.82105000,-0.06442834337
62.84190000,-0.07831819212
62.86275000,-0.08903508978
62.88360000,-0.09607525693
62.90445000,-0.09999963276
62.92530000,-0.1001654432
62.94615000,-0.09625800561
62.96700000,-0.08848371588
62.98785000,-0.07789454863
63.00870000,-0.06453253303
63.02955000,-0.04863448643
63.05040000,-0.02996451774
63.07125000,-0.009056953142
63.09210000,0.01188844051
63.11295000,0.03260767183
63.13380000,0.05302097247
63.15465000,0.07120888132
63.17550000,0.08744911335
63.19635000,0.1010095908
63.21720000,0.1113509557
63.23805000,0.1187700764
63.25890000,0.1214575737
63.27975000,0.1208870352
63.30060000,0.1167867848
63.32145000,0.1089368436
63.34230000,0.0970940138
63.36315000,0.08290984801
63.38400000,0.06633052249
63.40485000,0.047553396
63.42570000,0.02762970612
63.44655000,0.006563871199
63.46740000,-0.0141867579
63.48825000,-0.03377469819
63.50910000,-0.05203391666
63.52995000,-0.06858640713
63.55080000,-0.08220632529
63.57165000,-0.09216712684
63.59250000,-0.09820782566
63.61335000,-0.1008388475
63.63420000,-0.09930422044
63.65505000,-0.09427245054
63.67590000,-0.08635373359
63.69675000,-0.07480426463
63.71760000,-0.05965189512
63.73845000,-0.04240968658
63.75930000,-0.0235777332
63.78015000,-0.003300815907
63.80100000,0.01757536985
63.82185000,0.03821069485
63.84270000,0.05887582041
63.86355000,0.07744045251
63.88440000,0.09241581572
63.90525000,0.1046398497
63.92610000,0.1146597535
63.94695000,0.1209064738
63.96780000,0.1227135091
63.98865000,0.1212722253
64.00950000,0.115972467
64.03035000,0.1063908497
64.05120000,0.09372647599
64.07205000,0.07903911413
64.09290000,0.06190463739
64.11375000,0.04279733893
64.13460000,0.02229346162
64.15545000,0.002099651409
64.17630000,-0.01802789301
64.19715000,-0.03762111294
64.21800000,-0.05508304979
64.23885000,-0.06973848393
64.25970000,-0.081581407
64.28055000,-0.09022099729
64.30140000,-0.09551396134
64.32225000,-0.09789390026
64.34310000,-0.09645189901
64.36395000,-0.0907682977
64.38480000,-0.08180110593
64.40565000,-0.06976965743
64.42650000,-0.05427214268
64.44735000,-0.03670552533
64.46820000,-0.0172514219
64.48905000,0.003167782046
64.50990000,0.0235442168
64.53075000,0.04346173335
64.55160000,0.06238416589
64.57245000,0.07949793156
64.59330000,0.09414450014
64.61415000,0.1058040996
64.63500000,0.1146511589
64.65585000,0.119730015
64.67670000,0.1210825098
64.69755000,0.1179393578
64.71840000,0.1118063138
64.73925000,0.1019648553
64.76010000,0.08949262349
64.78095000,0.07398311737
64.80180000,0.05693489777
64.82265000,0.03831493081
64.84350000,0.01760110476
64.86435000,-0.003379327292
64.88520000,-0.02329216
64.90605000,-0.04160479546
