t_s,theta_rad
21.49635000,-0.120645217
21.51720000,-0.07580888835
21.53805000,-0.02876296445
21.55890000,0.02042561017
21.57975000,0.06861731049
21.60060000,0.115826255
21.62145000,0.1581463072
21.64230000,0.1957904104
21.66315000,0.2270893963
21.68400000,0.2509720938
21.70485000,0.2656016307
21.72570000,0.2720975791
21.74655000,0.2697686964
21.76740000,0.2585585091
21.78825000,0.238675993
21.80910000,0.2104675911
21.82995000,0.1758729947
21.85080000,0.1356989699
21.87165000,0.09136236582
21.89250000,0.04384759376
21.91335000,-0.004435263317
21.93420000,-0.05263575328
21.95505000,-0.09823823938
21.97590000,-0.1400763235
21.99675000,-0.1766826583
22.01760000,-0.2066891793
22.03845000,-0.2300342068
22.05930000,-0.2448255649
22.08015000,-0.2513144455
22.10100000,-0.2481684598
22.12185000,-0.236690575
22.14270000,-0.2172448199
22.16355000,-0.1895674505
22.18440000,-0.1558606002
22.20525000,-0.1159626445
22.22610000,-0.07136586372
22.24695000,-0.02444014751
22.26780000,0.02317965332
22.28865000,0.07014103125
22.30950000,0.1144006002
22.33035000,0.1562455077
22.35120000,0.1922339212
22.37205000,0.2219988978
22.39290000,0.2449350387
22.41375000,0.2584461947
22.43460000,0.2650510888
22.45545000,0.2616333011
22.47630000,0.2491569294
22.49715000,0.2298345564
22.51800000,0.2025244725
22.53885000,0.1686155629
22.55970000,0.1299420075
22.58055000,0.0864369741
22.60140000,0.04111402109
22.62225000,-0.006707220888
22.64310000,-0.05225024819
22.66395000,-0.09638383818
22.68480000,-0.1375721016
22.70565000,-0.1724868989
22.72650000,-0.2020966242
22.74735000,-0.2243663387
22.76820000,-0.2379365455
22.78905000,-0.243558281
22.80990000,-0.2401394336
22.83075000,-0.2282781827
22.85160000,-0.208277128
22.87245000,-0.1811273888
22.89330000,-0.147521718
22.91415000,-0.1079098331
22.93500000,-0.06506814854
22.95585000,-0.02030036832
22.97670000,0.02586503382
22.99755000,0.071671825
23.01840000,0.1144710054
23.03925000,0.1535897149
23.06010000,0.1884121289
23.08095000,0.2167582173
23.10180000,0.2377935458
23.12265000,0.2511235408
23.14350000,0.2561244079
23.16435000,0.2529894969
23.18520000,0.2408835315
23.20605000,0.2212354361
23.22690000,0.193699443
23.24775000,0.1600113329
23.26860000,0.1223642855
23.28945000,0.08014527112
23.31030000,0.03553882173
23.33115000,-0.01038432542
23.35200000,-0.0559291278
23.37285000,-0.09922923303
23.39370000,-0.1385331021
23.41455000,-0.1716387286
23.43540000,-0.1987023207
23.45625000,-0.2193663228
23.47710000,-0.2316316304
23.49795000,-0.2357177743
23.51880000,-0.2317783479
23.53965000,-0.2198988332
23.56050000,-0.1995509444
23.58135000,-0.1720162792
23.60220000,-0.139582104
23.62305000,-0.1007957746
23.64390000,-0.05898322353
23.66475000,-0.01492143165
23.68560000,0.03084920078
23.70645000,0.07550422089
23.72730000,0.1176576332
23.74815000,0.1562514221
23.76900000,0.1896653424
23.78985000,0.2163120536
23.81070000,0.2363972543
23.83155000,0.2479606331
23.85240000,0.2523346101
23.87325000,0.2482456083
23.89410000,0.2359673248
23.91495000,0.2156941603
23.93580000,0.1885307696
23.95665000,0.1554728262
23.97750000,0.1167786246
23.99835000,0.07539160728
24.01920000,0.03176887568
24.04005000,-0.01335115376
24.06090000,-0.0570014049
24.08175000,-0.09862018037
24.10260000,-0.1360267175
24.12345000,-0.1688412278
24.14430000,-0.1951832291
24.16515000,-0.2139013975
24.18600000,-0.2268196651
24.20685000,-0.2306092122
24.22770000,-0.2264445243
24.24855000,-0.2125145884
24.26940000,-0.1921380827
24.29025000,-0.1639804796
24.31110000,-0.1310032006
24.33195000,-0.09367201045
24.35280000,-0.05243875283
24.37365000,-0.008973094809
24.39450000,0.03559214825
24.41535000,0.07898847943
24.43620000,0.1200543058
24.45705000,0.157256731
24.47790000,0.1885011109
24.49875000,0.2140260774
24.51960000,0.232453495
24.54045000,0.2437434149
24.56130000,0.2466879201
24.58215000,0.2411610846
24.60300000,0.2275981934
24.62385000,0.207874971
24.64470000,0.1809142293
24.66555000,0.1479351081
24.68640000,0.1097032769
24.70725000,0.06886169288
24.72810000,0.02539046001
24.74895000,-0.01883015446
24.76980000,-0.06130464367
24.79065000,-0.101893851
24.81150000,-0.1375602668
24.83235000,-0.1690576122
24.85320000,-0.193227472
24.87405000,-0.2118241283
24.89490000,-0.2227187523
24.91575000,-0.2253774138
24.93660000,-0.2190446771
24.95745000,-0.2058822777
24.97830000,-0.1849058603
24.99915000,-0.1577727533
25.02000000,-0.1246833323
25.04085000,-0.08719167351
25.06170000,-0.04663345736
25.08255000,-0.003874283761
25.10340000,0.03925672939
25.12425000,0.08096856407
25.14510000,0.1205469862
25.16595000,0.1559630584
25.18680000,0.1870634633
25.20765000,0.2117593909
25.22850000,0.2298510558
25.24935000,0.2393786095
25.27020000,0.2415780625
25.29105000,0.2354589283
25.31190000,0.221728869
25.33275000,0.2012971321
25.35360000,0.1744786325
25.37445000,0.1411585893
25.39530000,0.104464217
25.41615000,0.06442709903
25.43700000,0.02235872018
25.45785000,-0.01972466138
25.47870000,-0.06111671683
25.49955000,-0.09963028651
25.52040000,-0.1338067132
25.54125000,-0.163657371
25.56210000,-0.1875208759
25.58295000,-0.2038219918
25.60380000,-0.2134512535
25.62465000,-0.2156614877
25.64550000,-0.2092615589
25.66635000,-0.1955940253
25.68720000,-0.1749624891
25.70805000,-0.1472000696
25.72890000,-0.1145009385
25.74975000,-0.07819459637
25.77060000,-0.03791679896
25.79145000,0.003833575197
25.81230000,0.04574061414
25.83315000,0.08682777645
25.85400000,0.1253231299
25.87485000,0.1596925017
25.89570000,0.1879630306
25.91655000,0.2106164389
25.93740000,0.2267651171
25.95825000,0.2354884098
25.97910000,0.2363263829
25.99995000,0.2301740441
26.02080000,0.2160188416
26.04165000,0.1952606052
26.06250000,0.1683475749
26.08335000,0.1355976742
26.10420000,0.09914664648
26.12505000,0.05901061859
26.14590000,0.0170661332
26.16675000,-0.02438145802
26.18760000,-0.06454062712
26.20845000,-0.1032072149
26.22930000,-0.1368821189
26.25015000,-0.1635997193
26.27100000,-0.185783673
26.29185000,-0.2007954516
26.31270000,-0.2086459578
26.33355000,-0.2082210185
26.35440000,-0.2014766458
26.37525000,-0.1869959386
26.39610000,-0.165002028
26.41695000,-0.1379250719
26.43780000,-0.1057718208
26.45865000,-0.0700019181
26.47950000,-0.03094146898
26.50035000,0.009903816778
26.52120000,0.05090026751
26.54205000,0.0903178589
26.56290000,0.1268221768
26.58375000,0.1591361184
26.60460000,0.1856717776
26.62545000,0.2074648345
26.64630000,0.2231657372
26.66715000,0.2303585837
26.68800000,0.2305676843
26.70885000,0.2233687037
26.72970000,0.2093776567
26.75055000,0.1883947075
26.77140000,0.1612849428
26.79225000,0.1285678977
26.81310000,0.09298394399
26.83395000,0.05445761149
26.85480000,0.01315386269
26.87565000,-0.02642210605
26.89650000,-0.06487961189
26.91735000,-0.1003360025
26.93820000,-0.1320369102
26.95905000,-0.1586017412
26.97990000,-0.1788656585
27.00075000,-0.1928330571
27.02160000,-0.1999353479
27.04245000,-0.1999019909
27.06330000,-0.1921975524
27.08415000,-0.1773927988
27.10500000,-0.1559389999
27.12585000,-0.1285406241
27.14670000,-0.09646267987
27.16755000,-0.06041905051
27.18840000,-0.02231184704
27.20925000,0.01792857554
27.23010000,0.05693987709
27.25095000,0.09431114609
27.27180000,0.1282383393
27.29265000,0.1598041066
27.31350000,0.1864739788
27.33435000,0.2059430277
27.35520000,0.2198964357
27.37605000,0.2262059262
27.39690000,0.2253548351
27.41775000,0.2174289057
27.43860000,0.2029135145
27.45945000,0.1805900224
27.48030000,0.1525911262
27.50115000,0.1210461009
27.52200000,0.08617862069
27.54285000,0.04793347434
27.56370000,0.008414459331
27.58455000,-0.02992573903
27.60540000,-0.06738703427
27.62625000,-0.1017940704
27.64710000,-0.1324672557
27.66795000,-0.1580251464
27.68880000,-0.1777738684
27.70965000,-0.1909181497
27.73050000,-0.1961079987
27.75135000,-0.1950315654
27.77220000,-0.1872632578
27.79305000,-0.1717479059
27.81390000,-0.1504011557
27.83475000,-0.1228164153
27.85560000,-0.09029403875
27.87645000,-0.05495155694
27.89730000,-0.0180055221
27.91815000,0.02004410296
27.93900000,0.05887937168
27.95985000,0.09596730802
27.98070000,0.1296650318
28.00155000,0.159463236
28.02240000,0.1840496795
28.04325000,0.2026611649
28.06410000,0.2150551237
28.08495000,0.219729117
28.10580000,0.2172637243
28.12665000,0.2085284028
28.14750000,0.1935203455
28.16835000,0.1719988254
28.18920000,0.1449317338
28.21005000,0.1136893205
28.23090000,0.07901128399
28.25175000,0.04115394352
28.27260000,0.003323914958
28.29345000,-0.03368153833
28.31430000,-0.06945841395
28.33515000,-0.1020208004
28.35600000,-0.1310079837
28.37685000,-0.1550190263
28.39770000,-0.1727723464
28.41855000,-0.1846490573
28.43940000,-0.1897581949
28.46025000,-0.1874385352
28.48110000,-0.1782497504
28.50195000,-0.1620950205
28.52280000,-0.1399279468
28.54365000,-0.1131772297
28.56450000,-0.08219059865
28.58535000,-0.0477666247
28.60620000,-0.01064565244
28.62705000,0.0281110019
28.64790000,0.06495837076
28.66875000,0.09956266361
28.68960000,0.1308240102
28.71045000,0.1588202275
28.73130000,0.1823157143
28.75215000,0.1998996714
28.77300000,0.2109735924
28.79385000,0.215665034
28.81470000,0.2123534977
28.83555000,0.2026544444
28.85640000,0.18621426
28.87725000,0.1653859989
28.89810000,0.1381059648
28.91895000,0.1059480974
28.93980000,0.07087317351
28.96065000,0.03488517525
28.98150000,-0.002275659352
29.00235000,-0.03950973753
29.02320000,-0.07427087139
29.04405000,-0.1059519251
29.06490000,-0.1334658084
29.08575000,-0.1555529013
29.10660000,-0.1720278514
29.12745000,-0.1826593187
29.14830000,-0.1858602488
29.16915000,-0.1820730281
29.19000000,-0.1715815494
29.21085000,-0.1552563698
29.23170000,-0.1337470793
29.25255000,-0.107248207
29.27340000,-0.07573382197
29.29425000,-0.04234225841
29.31510000,-0.006366587157
29.33595000,0.03076078371
29.35680000,0.06683209276
29.37765000,0.1011423146
29.39850000,0.131846726
29.41935000,0.1581618877
29.44020000,0.1795301143
29.46105000,0.1963389224
29.48190000,0.2059847073
29.50275000,0.2081143902
29.52360000,0.2043483549
29.54445000,0.1938537993
29.56530000,0.1774281391
29.58615000,0.1551613495
29.60700000,0.1276673696
29.62785000,0.09580951403
29.64870000,0.06132570147
29.66955000,0.02645464472
29.69040000,-0.009852052623
29.71125000,-0.04594311514
29.73210000,-0.0800605709
29.75295000,-0.1104250878
29.77380000,-0.1364727753
29.79465000,-0.1578575197
29.81550000,-0.1731795662
29.83635000,-0.1821829132
29.85720000,-0.1847839822
29.87805000,-0.1806568706
29.89890000,-0.1690948799
29.91975000,-0.1520545612
29.94060000,-0.1296514865
29.96145000,-0.1023184675
29.98230000,-0.07091269092
30.00315000,-0.03673414445
30.02400000,-0.001749506059
30.04485000,0.03459680309
30.06570000,0.06933073182
30.08655000,0.1019247491
30.10740000,0.1308768152
30.12825000,0.1566480804
30.14910000,0.1771581826
30.16995000,0.1916160864
30.19080000,0.1995637927
30.21165000,0.2013790744
30.23250000,0.1968254003
30.25335000,0.1854686512
30.27420000,0.1684515627
30.29505000,0.1452713062
30.31590000,0.1187392633
30.33675000,0.08789109068
30.35760000,0.05387244359
30.37845000,0.01854402635
30.39930000,-0.0165149648
30.42015000,-0.05074981724
30.44100000,-0.08234830005
30.46185000,-0.1118964793
30.48270000,-0.1370765762
30.50355000,-0.1567258062
30.52440000,-0.1698833066
30.54525000,-0.1782326561
30.56610000,-0.1798203604
30.58695000,-0.1741037092
30.60780000,-0.1627397973
30.62865000,-0.1451688508
30.64950000,-0.122640011
30.67035000,-0.09517571394
30.69120000,-0.06297761977
30.71205000,-0.02926381118
30.73290000,0.005923655084
30.75375000,0.04117800286
30.77460000,0.07434330303
30.79545000,0.1055545581
30.81630000,0.1342185812
30.83715000,0.1575848496
30.85800000,0.1764539942
30.87885000,0.1894783141
30.89970000,0.1957162292
30.92055000,0.1964680864
30.94140000,0.1907437854
30.96225000,0.178610503
30.98310000,0.1604207913
31.00395000,0.1370197302
31.02480000,0.1093253096
31.04565000,0.0783422841
31.06650000,0.04563112265
31.08735000,0.01062724964
31.10820000,-0.02367674625
31.12905000,-0.05695185126
31.14990000,-0.08790226877
31.17075000,-0.1146998674
31.19160000,-0.1368003336
31.21245000,-0.1542179416
31.23330000,-0.166400558
31.25415000,-0.1724409956
31.27500000,-0.1723017751
31.29585000,-0.1656815235
31.31670000,-0.1530342399
31.33755000,-0.1348096369
31.35840000,-0.1118424967
31.37925000,-0.08504543569
31.40010000,-0.0544105769
31.42095000,-0.02089519264
31.44180000,0.01320828439
31.46265000,0.04649139994
31.48350000,0.07875367449
31.50435000,0.1088949093
31.52520000,0.1346628408
31.54605000,0.1570595206
31.56690000,0.1740872735
31.58775000,0.1855531659
31.60860000,0.190973799
31.62945000,0.1907693761
31.65030000,0.1838881211
31.67115000,0.1710561391
31.69200000,0.1526597097
31.71285000,0.1289899694
31.73370000,0.1018371825
31.75455000,0.0712822755
31.77540000,0.03883368345
31.79625000,0.005859740335
31.81710000,-0.02747791146
31.83795000,-0.06039234015
31.85880000,-0.08966331126
31.87965000,-0.1153223006
31.90050000,-0.1366140212
31.92135000,-0.1530455527
31.94220000,-0.1632991356
31.96305000,-0.1680493308
31.98390000,-0.1665492751
32.00475000,-0.1591520834
32.02560000,-0.1461191667
32.04645000,-0.127496442
32.06730000,-0.1037810114
32.08815000,-0.0762912014
32.10900000,-0.04597693729
32.12985000,-0.01326096172
32.15070000,0.0205680386
32.17155000,0.05379466269
32.19240000,0.08502110406
32.21325000,0.1137831145
32.23410000,0.1388692929
32.25495000,0.1593689547
32.27580000,0.1749551281
32.29665000,0.1851454035
32.31750000,0.1892047829
32.33835000,0.1870791288
32.35920000,0.178950577
32.38005000,0.1652350504
32.40090000,0.146500318
32.42175000,0.1223380501
32.44260000,0.09457361835
32.46345000,0.06392407657
32.48430000,0.0321759337
32.50515000,-0.0004528362037
32.52600000,-0.03267535996
32.54685000,-0.06338312169
32.56770000,-0.09145985981
32.58855000,-0.1161878537
32.60940000,-0.1362179993
32.63025000,-0.150913371
32.65110000,-0.1601217031
32.67195000,-0.163614778
32.69280000,-0.1607407997
32.71365000,-0.1524672798
32.73450000,-0.1376886414
32.75535000,-0.1181184516
32.77620000,-0.09403073616
32.79705000,-0.06581737272
32.81790000,-0.03541137784
32.83875000,-0.003674583117
32.85960000,0.0289849633
32.88045000,0.06034153145
32.90130000,0.09068009505
32.92215000,0.1178518327
32.94300000,0.1416478625
32.96385000,0.1603548895
32.98470000,0.1741169692
33.00555000,0.1821204538
33.02640000,0.1851769033
33.04725000,0.1825867092
33.06810000,0.1735086453
33.08895000,0.1581219212
33.10980000,0.1379808011
33.13065000,0.1143437767
33.15150000,0.08675550723
33.17235000,0.0565500154
33.19320000,0.02480903136
33.21405000,-0.007826310514
33.23490000,-0.03949162428
33.25575000,-0.06945715096
33.27660000,-0.09635458295
33.29745000,-0.1193777854
33.31830000,-0.1376312931
33.33915000,-0.1506254885
33.36000000,-0.158794808
33.38085000,-0.1608060507
33.40170000,-0.1569814573
33.42255000,-0.1471538832
33.44340000,-0.1317630741
33.46425000,-0.1111960443
33.48510000,-0.08748116907
33.50595000,-0.06001459481
33.52680000,-0.02942513675
33.54765000,0.002045889165
33.56850000,0.03399693035
33.58935000,0.06456412358
33.61020000,0.09351525163
33.63105000,0.119634327
33.65190000,0.1410819802
33.67275000,0.1593505331
33.69360000,0.1721336892
33.71445000,0.179430337
33.73530000,0.1812796843
33.75615000,0.177268401
33.77700000,0.1671448991
33.79785000,0.1514117278
33.81870000,0.1308458844
33.83955000,0.106510814
33.86040000,0.07831557759
33.88125000,0.04857229463
33.90210000,0.01757384039
33.92295000,-0.0134895689
33.94380000,-0.04303450638
33.96465000,-0.07182378866
33.98550000,-0.09809240472
34.00635000,-0.1198791226
34.02720000,-0.1368582297
34.04805000,-0.1492960048
34.06890000,-0.1555448464
34.08975000,-0.1560629754
34.11060000,-0.1505432232
34.13145000,-0.1396918659
34.15230000,-0.1236396465
34.17315000,-0.1025213849
34.19400000,-0.07821950253
34.21485000,-0.05102008894
34.23570000,-0.02145418312
34.25655000,0.01007618623
34.27740000,0.04155347018
34.29825000,0.07165448877
34.31910000,0.09911739765
34.33995000,0.1245469865
34.36080000,0.1463078763
34.38165000,0.1623706002
34.40250000,0.1732864298
34.42335000,0.1789110138
34.44420000,0.1785930478
34.46505000,0.1722754488
34.48590000,0.160965185
34.50675000,0.1442426704
34.52760000,0.1230401653
34.54845000,0.09814471618
34.56930000,0.06964847666
34.59015000,0.03943262507
34.61100000,0.008171469762
34.63185000,-0.02235492192
34.65270000,-0.05171896154
34.67355000,-0.07925161196
34.69440000,-0.1034936533
34.71525000,-0.123715971
34.73610000,-0.1395995323
34.75695000,-0.1505618751
34.77780000,-0.1550760447
34.79865000,-0.153936581
34.81950000,-0.1475678769
34.84035000,-0.1345577789
34.86120000,-0.1177795744
34.88205000,-0.09560810314
34.90290000,-0.0700611232
34.92375000,-0.04197650018
34.94460000,-0.01134734028
34.96545000,0.01987190012
34.98630000,0.05075144611
35.00715000,0.08021558668
35.02800000,0.1064862428
35.04885000,0.1298139762
35.06970000,0.1502450269
35.09055000,0.1656644294
35.11140000,0.174623469
35.13225000,0.1788230977
35.15310000,0.1770882437
35.17395000,0.1700188486
35.19480000,0.1573270224
35.21565000,0.1398196619
35.23650000,0.1182856106
35.25735000,0.0927047581
35.27820000,0.06450597348
35.29905000,0.03470759206
35.31990000,0.00324842596
35.34075000,-0.02763983483
35.36160000,-0.05681713905
35.38245000,-0.0834064953
35.40330000,-0.1063629038
35.42415000,-0.1243776301
35.44500000,-0.1381056102
35.46585000,-0.1476707157
35.48670000,-0.1506173613
35.50755000,-0.148707579
35.52840000,-0.1412634118
35.54925000,-0.1280477326
35.57010000,-0.1096033518
35.59095000,-0.08704590931
35.61180000,-0.06175525894
35.63265000,-0.03345405992
35.65350000,-0.002666855743
35.67435000,0.02763822475
35.69520000,0.05790035682
35.71605000,0.08662760212
35.73690000,0.1120574938
35.75775000,0.1342443562
35.77860000,0.1531309578
35.79945000,0.1669589309
35.82030000,0.1742376438
35.84115000,0.1763082627
35.86200000,0.1732878791
35.88285000,0.1657411544
35.90370000,0.1517867972
35.92455000,0.1329205128
35.94540000,0.1092990604
35.96625000,0.08307229254
35.98710000,0.05489824111
36.00795000,0.02562953483
36.02880000,-0.004159846311
36.04965000,-0.03377415639
36.07050000,-0.06172652287
36.09135000,-0.08738833628
36.11220000,-0.1094811938
36.13305000,-0.1269691484
36.15390000,-0.1403094994
36.17475000,-0.1474993966
36.19560000,-0.1489140038
36.21645000,-0.1457688564
36.23730000,-0.1364414391
36.25815000,-0.1214425902
36.27900000,-0.1017802763
36.29985000,-0.07871671754
36.32070000,-0.05283808985
36.34155000,-0.02428778501
36.36240000,0.005089065972
36.38325000,0.03493255939
36.40410000,0.0641378573
36.42495000,0.09211180859
36.44580000,0.1175281649
36.46665000,0.1392890965
36.48750000,0.1564069521
36.50835000,0.1685393808
36.52920000,0.1758720388
36.55005000,0.1772977591
36.57090000,0.1733104329
36.59175000,0.1636826127
36.61260000,0.1488888655
36.63345000,0.1295819509
36.65430000,0.1061871518
36.67515000,0.07925211241
36.69600000,0.05115832094
36.71685000,0.02164117572
36.73770000,-0.008399507647
36.75855000,-0.0377477631
36.77940000,-0.06533231491
36.80025000,-0.08991104231
36.82110000,-0.1112732653
36.84195000,-0.1274930948
36.86280000,-0.1390506011
36.88365000,-0.1446743908
36.90450000,-0.1457773227
36.92535000,-0.1408478208
36.94620000,-0.1301436062
36.96705000,-0.1146837511
36.98790000,-0.0947377994
37.00875000,-0.07117326709
37.02960000,-0.04456871528
37.05045000,-0.01598651168
37.07130000,0.01322312446
37.09215000,0.04217712703
37.11300000,0.07025733131
37.13385000,0.09732763653
37.15470000,0.1211783963
37.17555000,0.1413312111
37.19640000,0.1564160539
37.21725000,0.1664783152
37.23810000,0.171783634
37.25895000,0.1717665444
37.27980000,0.1665398523
37.30065000,0.155714181
37.32150000,0.1390858493
37.34235000,0.1191604947
37.36320000,0.0956945887
37.38405000,0.06850691949
37.40490000,0.03938453733
37.42575000,0.009705073203
37.44660000,-0.01959676488
37.46745000,-0.04773794207
37.48830000,-0.07441586504
37.50915000,-0.0975649057
37.53000000,-0.1162020195
37.55085000,-0.1314092465
37.57170000,-0.1411268803
37.59255000,-0.1454220744
37.61340000,-0.1453974023
37.63425000,-0.1384155617
37.65510000,-0.1262889387
37.67595000,-0.1098522697
37.69680000,-0.08913675201
37.71765000,-0.06438605531
37.73850000,-0.03741716984
37.75935000,-0.008442047186
37.78020000,0.02085237464
37.80105000,0.04991405512
37.82190000,0.07836395697
37.84275000,0.103569249
37.86360000,0.1263642163
37.88445000,0.1450444571
37.90530000,0.1587914395
37.92615000,0.1677892785
37.94700000,0.1715592373
37.96785000,0.1692017915
37.98870000,0.1616438643
38.00955000,0.149393533
38.03040000,0.1323866044
38.05125000,0.1107422659
38.07210000,0.0861737932
38.09295000,0.05924257728
38.11380000,0.03084376839
38.13465000,0.001969752524
38.15550000,-0.02734270612
38.17635000,-0.05508150302
38.19720000,-0.08008837468
38.21805000,-0.1028430749
38.23890000,-0.1211501509
38.25975000,-0.1351902062
38.28060000,-0.1436600787
38.30145000,-0.147417927
38.32230000,-0.1453419042
38.34315000,-0.137467002
38.36400000,-0.1246641355
38.38485000,-0.1070442778
38.40570000,-0.08610555941
38.42655000,-0.0608594465
38.44740000,-0.03316631188
38.46825000,-0.003921018197
38.48910000,0.02585669373
38.50995000,0.05451600258
38.53080000,0.08198566636
38.55165000,0.1067175086
38.57250000,0.1281505921
38.59335000,0.1457284636
38.61420000,0.1587334243
38.63505000,0.1662827053
38.65590000,0.1678553546
38.67675000,0.1649751093
38.69760000,0.1570470335
38.71845000,0.1431667393
38.73930000,0.1250229136
38.76015000,0.1032281432
38.78100000,0.07819294747
38.80185000,0.05048043846
38.82270000,0.02149887779
38.84355000,-0.007361445601
38.86440000,-0.03645916272
38.88525000,-0.06399860745
38.90610000,-0.08857344185
38.92695000,-0.1097733349
38.94780000,-0.1264319632
38.96865000,-0.1384992817
38.98950000,-0.1457699496
39.01035000,-0.1478318503
39.03120000,-0.143936759
39.05205000,-0.1348003314
39.07290000,-0.1217918711
39.09375000,-0.1037063707
39.11460000,-0.0812997519
39.13545000,-0.05572160296
39.15630000,-0.02791148289
39.17715000,0.0009434935368
39.19800000,0.03046609277
39.21885000,0.05843162939
39.23970000,0.0849716358
39.26055000,0.1087789119
39.28140000,0.1293381004
39.30225000,0.1465273491
39.32310000,0.1577023664
39.34395000,0.1639060917
39.36480000,0.1646357616
39.38565000,0.1608036397
39.40650000,0.1516752138
39.42735000,0.1375094984
39.44820000,0.118374453
39.46905000,0.09547842256
39.48990000,0.07026299885
39.51075000,0.04219012496
39.53160000,0.01387603167
39.55245000,-0.01452793773
39.57330000,-0.04202768409
39.59415000,-0.06861120427
39.61500000,-0.09198916712
39.63585000,-0.1119125553
39.65670000,-0.127247463
39.67755000,-0.1375803155
39.69840000,-0.1427627044
39.71925000,-0.1427992517
39.74010000,-0.1371140308
39.76095000,-0.1262972717
39.78180000,-0.1116257199
39.80265000,-0.09258762145
39.82350000,-0.06991417103
39.84435000,-0.04406433253
39.86520000,-0.01608049114
39.88605000,0.01271861659
39.90690000,0.04188514483
39.92775000,0.0694255383
39.94860000,0.09482452912
39.96945000,0.1174352788
39.99030000,0.1364899969
40.01115000,0.1515653984
40.03200000,0.1615026084
40.05285000,0.1665821036
40.07370000,0.1660339342
40.09455000,0.1597713756
40.11540000,0.1487496255
40.13625000,0.1336189664
40.15710000,0.114104908
40.17795000,0.09103162035
40.19880000,0.06544244582
40.21965000,0.0376602613
40.24050000,0.009029373662
40.26135000,-0.01968078833
40.28220000,-0.04654646735
40.30305000,-0.07143817906
40.32390000,-0.09408299853
40.34475000,-0.1127266416
40.36560000,-0.1268991865
40.38645000,-0.1363626104
40.40730000,-0.1404328351
40.42815000,-0.139421258
40.44900000,-0.1330980938
40.46985000,-0.1213241241
40.49070000,-0.1054058779
40.51155000,-0.08517402091
40.53240000,-0.06141310429
40.55325000,-0.03559055794
40.57410000,-0.008474893764
40.59495000,0.01969517793
40.61580000,0.04859349581
40.63665000,0.07557427145
40.65750000,0.09959391565
40.67835000,0.1208436391
40.69920000,0.1384731098
40.72005000,0.1517834762
40.74090000,0.1607939167
40.76175000,0.1641238982
40.78260000,0.1625554928
40.80345000,0.1552981024
40.82430000,0.1429232477
40.84515000,0.1262804488
40.86600000,0.1059324258
40.88685000,0.08251075603
40.90770000,0.05626648696
40.92855000,0.02796983078
40.94940000,-0.0005609882472
40.97025000,-0.02819946569
40.99110000,-0.05475515498
41.01195000,-0.07949739566
41.03280000,-0.1005599979
41.05365000,-0.1182044598
41.07450000,-0.1310026914
41.09535000,-0.139452463
41.11620000,-0.1423382128
41.13705000,-0.1399445737
41.15790000,-0.1316812769
41.17875000,-0.1188335492
41.19960000,-0.1012152038
41.22045000,-0.08066167988
41.24130000,-0.05741676982
41.26215000,-0.03085703189
41.28300000,-0.002309304567
41.30385000,0.02661216979
41.32470000,0.05417710278
41.34555000,0.08027165203
41.36640000,0.1038100116
41.38725000,0.124130539
41.40810000,0.1406424359
41.42895000,0.1525383211
41.44980000,0.1589198789
41.47065000,0.1606389592
41.49150000,0.1581355018
41.51235000,0.1500766718
41.53320000,0.1370297996
41.55405000,0.1199313764
41.57490000,0.09864014579
41.59575000,0.07407101305
41.61660000,0.04786191007
41.63745000,0.02089405449
41.65830000,-0.007030435001
41.67915000,-0.03493995411
41.70000000,-0.06090230634
41.72085000,-0.08407786476
41.74170000,-0.1046068579
41.76255000,-0.120512533
41.78340000,-0.1310442032
41.80425000,-0.1377062709
41.82510000,-0.139393524
41.84595000,-0.1358292672
41.86680000,-0.1272852329
41.88765000,-0.1132991601
41.90850000,-0.09507224659
41.92935000,-0.07384510459
41.95020000,-0.04951943537
41.97105000,-0.02324229838
41.99190000,0.004379513553
42.01275000,0.03296726244
42.03360000,0.05988402006
42.05445000,0.08540551736
42.07530000,0.1082221061
42.09615000,0.1269949782
42.11700000,0.1416940818
42.13785000,0.1526328871
42.15870000,0.1585604944
42.17955000,0.1591483064
42.20040000,0.1548730345
42.22125000,0.1450536533
42.24210000,0.1310937605
42.26295000,0.1134133265
42.28380000,0.0913038604
42.30465000,0.06656102974
42.32550000,0.03966222947
42.34635000,0.01190414378
42.36720000,-0.0155029712
42.38805000,-0.04221145502
42.40890000,-0.06717819897
42.42975000,-0.08959109112
42.45060000,-0.1086269825
42.47145000,-0.1228745924
42.49230000,-0.1324182437
42.51315000,-0.1373890244
42.53400000,-0.1372172834
42.55485000,-0.1312760875
42.57570000,-0.1209747012
42.59655000,-0.106548283
42.61740000,-0.08769769613
42.63825000,-0.06564314548
42.65910000,-0.04122061005
42.67995000,-0.01468041116
42.70080000,0.01239486954
42.72165000,0.03976354102
42.74250000,0.06657005871
42.76335000,0.09110713725
42.78420000,0.1124950105
42.80505000,0.1303551914
42.82590000,0.1445498535
42.84675000,0.1544984038
42.86760000,0.1595150053
42.88845000,0.1587703671
42.90930000,0.1521740857
42.93015000,0.14117196
42.95100000,0.1261301749
42.97185000,0.1066861848
42.99270000,0.08348032593
43.01355000,0.05828602058
43.03440000,0.03158891845
43.05525000,0.004162335126
43.07610000,-0.02254450196
43.09695000,-0.04853043142
43.11780000,-0.07312181265
43.13865000,-0.09439830439
43.15950000,-0.1119187054
43.18035000,-0.1245190817
43.20120000,-0.1332942591
