frequency_Hz,amp_rad
6.01877360,2.462195416e-05
6.02631592,1.758792379e-05
6.03385824,1.037207269e-05
6.04140056,1.310801877e-05
6.04894289,1.392861155e-05
6.05648521,5.308306296e-06
6.06402753,6.570316558e-06
6.07156986,1.170552888e-05
6.07911218,1.416888436e-05
6.08665450,1.20049049e-05
6.09419682,1.905001704e-05
6.10173915,1.574722864e-05
6.10928147,1.50584906e-05
6.11682379,8.939676673e-06
6.12436611,1.200803626e-05
6.13190844,1.561349675e-05
6.13945076,1.1635808e-05
6.14699308,1.035231125e-05
6.15453541,1.501372173e-05
6.16207773,1.579103126e-05
6.16962005,1.036888015e-05
6.17716237,1.422644816e-05
6.18470470,1.888300616e-05
6.19224702,3.739620853e-05
6.19978934,3.229801037e-05
6.20733167,1.901462409e-05
6.21487399,1.636080151e-05
6.22241631,1.078825686e-05
6.22995863,3.300216538e-06
6.23750096,4.429784194e-06
6.24504328,4.523947244e-06
6.25258560,7.0815924e-06
6.26012793,7.145156251e-06
6.26767025,1.922892643e-05
6.27521257,2.152123219e-05
6.28275489,1.736305864e-05
6.29029722,3.030634202e-06
6.29783954,1.858582009e-05
6.30538186,1.768902419e-05
6.31292418,2.296570941e-05
6.32046651,1.874530379e-05
6.32800883,1.314946229e-05
6.33555115,1.877860319e-05
6.34309348,5.27014522e-06
6.35063580,7.978880507e-06
6.35817812,7.75359677e-06
6.36572044,1.916604892e-05
6.37326277,2.285817552e-05
6.38080509,9.764225331e-06
6.38834741,4.205965963e-06
6.39588974,1.056365111e-05
6.40343206,1.115137751e-05
6.41097438,1.602582622e-05
6.41851670,1.117091986e-05
6.42605903,9.280189708e-06
6.43360135,9.326093477e-06
6.44114367,9.458021627e-06
6.44868600,1.279917846e-05
6.45622832,1.013924875e-05
6.46377064,7.743714014e-06
6.47131296,2.344803058e-05
6.47885529,1.434136738e-05
6.48639761,8.664097885e-06
6.49393993,1.214397899e-05
6.50148225,1.713531097e-05
6.50902458,1.923601148e-05
6.51656690,9.043344847e-06
6.52410922,5.24741252e-06
6.53165155,1.119994993e-05
6.53919387,1.145650204e-05
6.54673619,1.545442927e-05
6.55427851,1.461353582e-05
6.56182084,4.944337826e-06
6.56936316,1.250675729e-05
6.57690548,2.956200605e-05
6.58444781,2.916604412e-05
6.59199013,8.203567221e-06
6.59953245,1.664730492e-05
6.60707477,4.638347562e-06
6.61461710,1.2968481e-05
6.62215942,1.129593195e-05
6.62970174,2.230887726e-05
6.63724407,2.933253015e-05
6.64478639,1.690392496e-05
6.65232871,5.651162995e-06
6.65987103,9.722394993e-06
6.66741336,1.62685792e-05
6.67495568,1.05479889e-05
6.68249800,1.346335886e-05
6.69004033,1.939246881e-05
6.69758265,1.218255086e-05
6.70512497,2.000563594e-05
6.71266729,1.782707717e-05
6.72020962,1.115261221e-05
6.72775194,1.599562127e-05
6.73529426,2.194612406e-05
6.74283658,5.276483077e-06
6.75037891,1.317256321e-05
6.75792123,1.411973974e-05
6.76546355,6.344222688e-06
6.77300588,1.748781471e-05
6.78054820,5.828089716e-06
6.78809052,2.555978439e-06
6.79563284,1.231875156e-05
6.80317517,1.393573831e-05
6.81071749,1.240786507e-05
6.81825981,1.243586244e-05
6.82580214,1.123293929e-05
6.83334446,1.705312323e-05
6.84088678,1.147203472e-05
6.84842910,1.243963108e-05
6.85597143,2.127342967e-05
6.86351375,2.304912061e-05
6.87105607,1.834092161e-05
6.87859840,8.921733511e-06
6.88614072,6.181650338e-06
6.89368304,5.92594112e-06
6.90122536,1.579030728e-05
6.90876769,2.321630862e-05
6.91631001,1.879464336e-06
6.92385233,1.643801176e-05
6.93139465,1.789981072e-05
6.93893698,1.375971506e-05
6.94647930,1.559102298e-05
6.95402162,1.480235437e-05
6.96156395,1.78071024e-05
6.96910627,9.384558407e-06
6.97664859,1.324579458e-05
6.98419091,2.86410499e-05
6.99173324,1.593422669e-05
6.99927556,9.864989868e-06
7.00681788,1.143895503e-05
7.01436021,1.960623395e-05
7.02190253,2.405130919e-05
7.02944485,1.221824844e-05
7.03698717,6.187947905e-06
7.04452950,7.985207749e-06
7.05207182,5.833937845e-06
