t_s,theta_rad,amplitude_rad,kind
107.85705,-0.048732547677194406,0.047499359617882535,trough
108.2115,0.0476610938528056,0.04889428191211747,peak
108.5868,-0.0479464303171944,0.04671324225788253,trough
108.9204,0.0476262686928056,0.04885945675211747,peak
109.2957,-0.047956770897194405,0.046723582837882534,trough
109.6293,0.0459404266328056,0.04717361469211747,peak
109.98375,-0.047409110617194404,0.04617592255788253,trough
110.3382,0.0439997354128056,0.04523292347211747,peak
110.69265,-0.0490489380471944,0.04781574998788253,trough
111.02625,0.043916076752805594,0.045149264812117465,peak
111.40155,-0.0457696093671944,0.04453642130788253,trough
111.7143,0.045520454892805595,0.046753642952117466,peak
112.06875,-0.0447668892271944,0.04353370116788253,trough
112.4232,0.041646247032805596,0.04287943509211747,peak
112.77765,-0.0462715525571944,0.04503836449788253,trough
113.1321,0.0399156884728056,0.04114887653211747,peak
113.48655,-0.0435906806871944,0.04235749262788253,trough
113.82015,0.041282917382805595,0.042516105442117466,peak
114.1746,-0.0423252338471944,0.04109204578788253,trough
114.5499,0.0393468807128056,0.04058006877211747,peak
114.8835,-0.040643308797194404,0.03941012073788253,trough
115.23795,0.037319203872805594,0.038552391932117465,peak
115.57155,-0.0408135687771944,0.03958038071788253,trough
115.926,0.037156007702805596,0.03838919576211747,peak
116.28045,-0.040427977117194404,0.03919478905788253,trough
116.6349,0.037805133032805596,0.03903832109211747,peak
116.9685,-0.0385432907771944,0.03731010271788253,trough
117.3438,0.0356058683928056,0.03683905645211747,peak
117.69825,-0.0400635606371944,0.03883037257788253,trough
118.03185,0.034014076852805594,0.035247264912117465,peak
118.3863,-0.0372563112271944,0.03602312316788253,trough
118.7616,0.032689046592805596,0.03392223465211747,peak
119.0952,-0.0355206930171944,0.03428750495788253,trough
119.44965,0.034553249412805596,0.03578643747211747,peak
119.8041,-0.0355253555471944,0.03429216748788253,trough
120.1377,0.0310126259428056,0.03224581400211747,peak
120.49215,-0.0354762422371944,0.03424305417788253,trough
120.82575,0.0322470524928056,0.03348024055211747,peak
120.8466,0.032088182832805595,0.033321370892117466,trough
121.20105,-0.0319409009571944,0.030707712897882527,trough
121.5555,0.032733218982805595,0.033966407042117466,peak
121.90995,-0.0317564221071944,0.030523234047882524,trough
122.2227,0.030942423132805597,0.03217561119211747,peak
122.57715,-0.0300233754971944,0.028790187437882527,trough
122.9316,0.030688029452805597,0.03192121751211747,peak
123.28605,-0.0283490065171944,0.027115818457882527,trough
123.6405,0.0304343792428056,0.03166756730211747,peak
123.99495,-0.0282184345171944,0.026985246457882524,trough
124.32855,0.0292848372128056,0.030518025272117475,peak
124.683,-0.025965807147194403,0.02473261908788253,trough
125.0583,0.0283005541328056,0.029533742192117473,peak
125.41275,-0.0279497470871944,0.026716559027882527,trough
125.74635,0.026320866922805594,0.02755405498211747,peak
126.07995,-0.027959188107194402,0.026726000047882528,trough
126.45525,0.026755370262805597,0.027988558322117472,peak
126.8097,-0.025833116877194404,0.02459992881788253,trough
127.1433,0.0261665438728056,0.027399731932117474,peak
127.49775,-0.0258729642971944,0.024639776237882525,trough
127.83135,0.0244338982728056,0.025667086332117475,peak
128.1858,-0.0235684183471944,0.022335230287882524,trough
128.54025,0.0220352964428056,0.023268484502117475,peak
128.87385,-0.0233778431571944,0.022144655097882524,trough
129.24915,0.0226200432928056,0.023853231352117473,peak
129.6036,-0.0226618568271944,0.021428668767882526,trough
129.91635,0.0226730753628056,0.023906263422117473,peak
130.2708,-0.0243686470171944,0.023135458957882524,trough
130.6461,0.022485374822805597,0.02371856288211747,peak
131.00055,-0.0227667016511944,0.021533513591882526,trough
131.3133,0.0207667986928056,0.021999986752117475,peak
131.6886,-0.022005439775194403,0.02077225171588253,trough
132.04305,0.022131990202805596,0.02336517826211747,peak
132.41835,-0.021245837206194402,0.020012649146882527,trough
