theta_i_deg,theta_j_deg,pivot_spacing_m,center_distance_m,surface_gap_m,axial_gap_for_table_m,force_x_on_i_N,force_y_on_i_N,tau_mag_i_Nm,tau_mag_j_Nm,tau_gravity_i_Nm,tau_gravity_j_Nm,tau_total_i_pair_Nm,tau_total_j_pair_Nm,invalid_if_surface_gap_lt_0,near_field_if_surface_gap_lt_0p02m
50.0,-22.0,0.06,0.0882726231671097,0.0582726231671097,0.050973061605347064,0.012862520121408165,0.028869137209511873,0.0037550239334588342,-0.0001373519739919023,-0.06501361965230867,0.03179258175208318,-0.06125859571884984,0.03165522977809128,0,0
50.0,-20.0,0.06,0.0852474440260838,0.055247444026083795,0.04694570223869389,0.010637643436487898,0.027634069870136422,0.0034613444765547235,-6.732027660241529e-05,-0.06501361965230867,0.029026994075002446,-0.06155227517575395,0.028959673798400032,0,0
50.0,-18.0,0.06,0.08222595165876352,0.05222595165876352,0.042866843059874246,0.008801323674869315,0.026452992565615178,0.003203644335555709,-2.4239951180551975e-05,-0.06501361965230867,0.026226041476906995,-0.06180997531675297,0.026201801525726442,0,0
50.0,-16.0,0.06,0.07921245954614585,0.04921245954614585,0.03874145353049742,0.00689505378455417,0.026928580593648783,0.003097232715231379,9.820111099122166e-05,-0.06501361965230867,0.02339313648708393,-0.061916386937077295,0.023491337598075153,0,0
50.0,-14.0,0.06,0.07621180547464597,0.04621180547464597,0.034574559802237434,0.004197048061263692,0.03155723079924059,0.0033211168801106873,0.0004402284819609798,-0.06501361965230867,0.020531730563887792,-0.06169250277219799,0.02097195904584877,0,0
50.0,-12.000000000000002,0.06,0.07322944742853145,0.04322944742853145,0.030371238593241368,0.0007403293979683727,0.037645445926392185,0.003622912220586786,0.000877832195806583,-0.06501361965230867,0.0176453098896702,-0.06139070743172189,0.018523142085476785,0,0
50.0,-10.0,0.06,0.07027157874737375,0.04027157874737375,0.02613661100293041,0.004974460673337327,0.04436506097927792,0.0045954630512224,0.00034667298450241765,-0.06501361965230867,0.014737391123403663,-0.06041815660108627,0.015084064107906081,0,0
50.0,-8.0,0.06,0.06734526602732246,0.037345266027322466,0.02187583627272898,0.014227334361001358,0.0511442931289898,0.005972357696683039,-0.0008615415705093946,-0.06501361965230867,0.01181151711617434,-0.05904126195562563,0.010949975545664944,0,0
50.0,-6.000000000000001,0.06,0.0644586133935908,0.0344586133935908,0.017594105500323788,0.02832122464029038,0.05666353069256548,0.00761454243376135,-0.002749027969752119,-0.06501361965230867,0.008871252594763691,-0.057399077218547326,0.006122224625011572,0,0
50.0,-4.0,0.06,0.06162095649365506,0.03162095649365506,0.013296635315110938,0.048815573137429964,0.05833197933489986,0.009400618037545421,-0.005515528503712005,-0.06501361965230867,0.0059201798185780285,-0.05561300161476325,0.0004046513148660237,0,0
50.0,-2.0,0.06,0.05884308846683005,0.02884308846683005,0.008988661522536592,0.07675733980977548,0.05130006528477264,0.010954621731993366,-0.009259391825486383,-0.06501361965230867,0.0029618942152172213,-0.05405899792031531,-0.006297497610269162,0,0
50.0,0.0,0.06,0.05613751760651767,0.02613751760651767,0.004675432725074494,0.11020656067305296,0.02814075708102077,0.011419281246701034,-0.013620428833582615,-0.06501361965230867,-0.0,-0.053594338405607636,-0.013620428833582615,0,0
50.0,2.0,0.06,0.053518751483365004,0.023518751483365005,0.00036220392761239506,0.13023950101459741,0.0019452062176457373,0.010530665397450746,-0.01609488461885892,-0.06501361965230867,-0.0029618942152172213,-0.05448295425485793,-0.01905677883407614,0,0
