theta_i_deg,theta_j_deg,pivot_spacing_m,center_distance_m,surface_gap_m,axial_gap_for_table_m,force_x_on_i_N,force_y_on_i_N,tau_mag_i_Nm,tau_mag_j_Nm,tau_gravity_i_Nm,tau_gravity_j_Nm,tau_total_i_pair_Nm,tau_total_j_pair_Nm,invalid_if_surface_gap_lt_0,near_field_if_surface_gap_lt_0p02m
-80.0,-80.0,0.1,0.1,0.07,0.07,-0.0723187729,0.0,-0.001552046078042676,0.001552046078042676,0.08357989834675461,0.08357989834675461,0.08202785226871194,0.08513194442479728,0,0
-80.0,-78.0,0.1,0.10091201739591217,0.07091201739591217,0.07082312822008777,-0.0706293452884793,0.009711701872736494,-0.0026978234186741663,0.0029889184170418318,0.08357989834675461,0.08301465619802036,0.08088207492808044,0.0860035746150622,0,0
-80.0,-76.0,0.1,0.10214266516741524,0.07214266516741524,0.07179354138432839,-0.06603758804029675,0.018470992870736665,-0.003665393141540493,0.004189486438130945,0.08357989834675461,0.08234827347813631,0.07991450520521412,0.08653775991626725,0,0
-80.0,-74.0,0.1,0.10367912965861606,0.07367912965861606,0.07291005719376197,-0.05899428505634169,0.025482490916495106,-0.004367621746532159,0.005037079913687225,0.08357989834675461,0.08158156207179827,0.07921227660022245,0.0866186419854855,0,0
-80.0,-72.0,0.1,0.10550622543511809,0.07550622543511809,0.07417131534586077,-0.05046591916441455,0.030435070285845113,-0.004787383238379665,0.005504735501231593,0.08357989834675461,0.08071545609875203,0.07879251510837494,0.08622019159998362,0,0
-80.0,-70.0,0.1,0.10760698597221396,0.07760698597221397,0.07557577919184838,-0.04126627460200512,0.033095548964425195,-0.004913761245365117,0.005587941445259669,0.08357989834675461,0.07975101077571232,0.07866613710138949,0.085338952220972,0,0
-80.0,-68.0,0.1,0.1099632481644198,0.0799632481644198,0.07712173760886953,-0.03221792601043605,0.03378969318204183,-0.004804058974987271,0.005363596574131071,0.08357989834675461,0.07868940113074391,0.07877583937176734,0.08405299770487498,0,0
-80.0,-66.0,0.1,0.11255619293481288,0.08255619293481288,0.07880730708472976,-0.02393092585442868,0.03279380995209887,-0.004504998858979324,0.004905561540031357,0.08357989834675461,0.0775319205716707,0.07907489948777528,0.08243748211170206,0,0
-80.0,-64.0,0.1,0.11536681642197469,0.08536681642197469,0.08063043401266475,-0.01675506383930228,0.030625543048293513,-0.004087091457533019,0.004309705939128721,0.08357989834675461,0.07627997931025773,0.0794928068892216,0.08058968524938645,0,0
-80.0,-62.0,0.1,0.11837631839820517,0.08837631839820517,0.08258889719334403,-0.010826619210137441,0.02774195371337624,-0.0036088915001431607,0.0036554808882468285,0.08357989834675461,0.07493510264408527,0.07997100684661144,0.0785905835323321,0,0
-80.0,-59.99999999999999,0.1,0.12156640490080993,0.09156640490080993,0.08468031054106002,-0.006535206895,0.024808682955,-0.003159777340293786,0.003059168040219941,0.08357989834675461,0.0734989290982087,0.08042012100646083,0.07655809713842864,0,0
-80.0,-58.00000000000001,0.1,0.12491950965312092,0.09491950965312092,0.0869021259908061,-0.006535206895,0.024808682955,-0.003159777340293786,0.003028213102580947,0.08357989834675461,0.07197320842886806,0.08042012100646083,0.07500142153144901,0,0
-80.0,-56.0,0.1,0.12841894360801415,0.09841894360801415,0.08925163660270119,-0.006535206895,0.024808682955,-0.003159777340293786,0.0029935687537369277,0.08357989834675461,0.07035979949167971,0.08042012100646083,0.07335336824541663,0,0
-80.0,-54.0,0.1,0.1320489842554681,0.1020489842554681,0.09172597985997905,-0.006535206895,0.024808682955,-0.003159777340293786,0.002955277202490397,0.08357989834675461,0.06866066797690701,0.08042012100646083,0.0716159451793974,0,0
-80.0,-52.0,0.1,0.13579491680917277,0.10579491680917277,0.09432214115652403,-0.006535206895,0.024808682955,-0.003159777340293786,0.002913385101198188,0.08357989834675461,0.06687788401456957,0.08042012100646083,0.06979126911576776,0,0
-80.0,-50.0,0.1,0.1396430386561917,0.10964303865619171,0.09703695746970431,-0.006535206895,0.024808682955,-0.003159777340293786,0.0028679434889327397,0.08357989834675461,0.06501361965230867,0.08042012100646083,0.06788156314124141,0,0
-80.0,-48.00000000000001,0.1,0.1435806370541222,0.11358063705412219,0.09986712121402766,-0.006535206895,0.024808682955,-0.003159777340293786,0.0028190077292988562,0.08357989834675461,0.06307014620908183,0.08042012100646083,0.06588915393838068,0,0
-80.0,-46.0,0.1,0.14759594839051388,0.11759594839051388,0.10280918427092489,-0.006535206895,0.024808682955,-0.003159777340293786,0.0027666374429816745,0.08357989834675461,0.06104983150791049,0.08042012100646083,0.06381646895089216,0,0
-80.0,-44.0,0.1,0.15167810564282,0.12167810564282,0.10585956218975132,-0.006535206895,0.024808682955,-0.003159777340293786,0.0027108964351080468,0.08357989834675461,0.05895513699105238,0.08042012100646083,0.06166603342616042,0,0
-80.0,-42.0,0.1,0.15581707914635573,0.12581707914635573,0.10901453855488749,-0.006535206895,0.024808682955,-0.003159777340293786,0.0026518526175098246,0.08357989834675461,0.056788614721113365,0.08042012100646083,0.05944046733862319,0,0
-80.0,-40.0,0.1,0.1600036144646113,0.1300036144646113,0.11227026951361943,-0.006535206895,0.024808682955,-0.003159777340293786,0.002589577925983747,0.08357989834675461,0.05455290427175216,0.08042012100646083,0.057142482197735905,0,0
-80.0,-38.0,0.1,0.16422917008008675,0.13422917008008675,0.11562278845928067,-0.006535206895,0.024808682955,-0.003159777340293786,0.00252414823264876,0.08357989834675461,0.05225072951176656,0.08042012100646083,0.05477487774441532,0,0
-80.0,-36.0,0.1,0.16848585677300099,0.138485856773001,0.11906801086395205,-0.006535206895,0.024808682955,-0.003159777340293786,0.002455643253507519,0.08357989834675461,0.04988489528647874,0.08042012100646083,0.05234053853998626,0,0
