frequency_Hz,experiment_amplitude
0.0,0.00400416412317119
0.005539069745363872,0.00513425578183149
0.011078139490727744,0.0034855201946867205
0.016617209236091616,0.004485203716373104
0.022156278981455488,0.007372426035744811
0.02769534872681936,0.008587872352804483
0.03323441847218323,0.005905365056324332
0.0387734882175471,0.006939845425693893
0.044312557962910976,0.006110404813030696
0.04985162770827485,0.007081067821607286
0.05539069745363872,0.0014801980715967722
0.06092976719900259,0.005506490117309224
0.06646883694436646,0.006373311181565961
0.07200790668973034,0.005827361677866185
0.0775469764350942,0.008950642507633758
0.08308604618045808,0.004795365607633301
0.08862511592582195,0.0025723086099020877
0.09416418567118583,0.003704558676051782
0.0997032554165497,0.002397746762727217
0.10524232516191356,0.003182405157433292
0.11078139490727744,0.006064318409661402
0.11632046465264131,0.007852408223585182
0.12185953439800518,0.004487918947261468
0.12739860414336907,0.0035677190499936442
0.13293767388873293,0.002386774559268002
0.1384767436340968,0.0009835423615719495
0.14401581337946068,0.0011792180382394985
0.14955488312482454,0.0011788586719443605
0.1550939528701884,0.0019008237791889825
0.1606330226155523,0.008942448261189125
0.16617209236091615,0.009381705476679124
0.17171116210628004,0.00413816213443144
0.1772502318516439,0.001385900252786827
0.18278930159700776,0.002883531871529028
0.18832837134237165,0.002937672708869805
0.19386744108773551,0.0029374673545245543
0.1994065108330994,0.002250902449038829
0.20494558057846327,0.004742536105407122
0.21048465032382713,0.0060434085837099616
0.21602372006919102,0.005132912597083695
0.22156278981455488,0.0050972710275818236
0.22710185955991874,0.0030432739887754356
0.23264092930528263,0.0034444902936150456
0.2381799990506465,0.006250278071985741
0.24371906879601035,0.003505687217256782
0.24925813854137424,0.00349603941006498
0.25479720828673813,0.003261942011106474
0.26033627803210196,0.0056022529433134
0.26587534777746585,0.0029814180991641864
0.27141441752282974,0.0014613514470654652
0.2769534872681936,0.0032794944977696697
0.28249255701355747,0.003899883135324555
0.28803162675892136,0.004935054544879715
0.2935706965042852,0.003824791013661625
0.2991097662496491,0.0018186105727158496
0.30464883599501297,0.001996715479472091
0.3101879057403768,0.004652060682994731
0.3157269754857407,0.004577904689224174
0.3212660452311046,0.00834844318526653
0.32680511497646847,0.005051231256009222
0.3323441847218323,0.001991576880088437
0.3378832544671962,0.0034432322122694135
0.3434223242125601,0.0033941278093527773
0.3489613939579239,0.003971384680476921
