time1_s,bob1,time2_s,bob2,time3_s,bob3,time4_s,bob4,time5_s,bob5
0.6676,-0.1492687155,0.6676,-0.8546134375,0.6676,-1.569935798,0.6676,-1.873716558,0.6676,-1.695171028
0.68429,-0.1361737126,0.68429,-1.063491409,0.68429,-1.672841364,0.68429,-1.842281167,0.68429,-1.536819328
0.70098,-0.1617511662,0.70098,-1.224362578,0.70098,-1.713045336,0.70098,-1.750575637,0.70098,-1.338710697
0.71767,-0.2363595871,0.71767,-1.310247454,0.71767,-1.698960654,0.71767,-1.604499214,0.71767,-1.12876405
0.73436,-0.3566754367,0.73436,-1.308994002,0.73436,-1.627604916,0.73436,-1.411810743,0.73436,-0.9116140294
0.75105,-0.5047600327,0.75105,-1.242385213,0.75105,-1.497920944,0.75105,-1.190588634,0.75105,-0.6995623283
0.76774,-0.6611353145,0.76774,-1.131166866,0.76774,-1.311475844,0.76774,-0.9481511548,0.76774,-0.4866699227
0.78443,-0.8017339235,0.78443,-0.9935904315,0.78443,-1.064021601,0.78443,-0.6939345084,0.78443,-0.2792579897
0.80112,-0.9132179479,0.80112,-0.8370822247,0.80112,-0.7664465131,0.80112,-0.4286294848,0.80112,-0.08791065549
0.81781,-0.984092237,0.81781,-0.698642635,0.81781,-0.4463933809,0.81781,-0.1583205533,0.81781,0.07881294283
0.8345,-1.006813226,0.8345,-0.5484751929,0.8345,-0.1179753079,0.8345,0.1067490634,0.8345,0.2273405104
0.85119,-0.9806227469,0.85119,-0.4151054073,0.85119,0.1961629313,0.85119,0.3675557859,0.85119,0.3463330531
0.86788,-0.9069134581,0.86788,-0.2767085361,0.86788,0.4695025803,0.86788,0.6156870055,0.86788,0.4477630472
0.88457,-0.7807660502,0.88457,-0.1270334141,0.88457,0.6991079032,0.88457,0.8318214528,0.88457,0.5395441887
0.90126,-0.6078688345,0.90126,0.02935897459,0.90126,0.8711927971,0.90126,1.015391854,0.90126,0.6137302064
0.91795,-0.3955667799,0.91795,0.1838519934,0.91795,0.9785784303,0.91795,1.149320097,0.91795,0.6740771288
0.93464,-0.1453143392,0.93464,0.3521699276,0.93464,1.035531818,0.93464,1.223032617,0.93464,0.7291677994
0.95133,0.1350656004,0.95133,0.520250422,0.95133,1.048487669,0.95133,1.249687879,0.95133,0.7641153536
0.96802,0.4338563006,0.96802,0.6971267434,0.96802,1.025862287,0.96802,1.215211968,0.96802,0.7789590254
0.98471,0.7152045317,0.98471,0.8693653415,0.98471,0.9862098502,0.98471,1.114450032,0.98471,0.7797912914
1.0014,0.9549097756,1.0014,1.022486694,1.0014,0.9378227817,1.0014,0.9684757107,1.0014,0.7636488055
1.01809,1.157355078,1.01809,1.175280314,1.01809,0.9013339655,1.01809,0.801377604,1.01809,0.727897176
1.03478,1.31781512,1.03478,1.306966171,1.03478,0.8887716436,1.03478,0.6299383555,1.03478,0.6667507115
1.05147,1.424199139,1.05147,1.421366196,1.05147,0.9018819075,1.05147,0.4894297992,1.05147,0.5644189249
1.06816,1.470129831,1.06816,1.499612868,1.06816,0.9396526655,1.06816,0.397229343,1.06816,0.4322776486
1.08485,1.429942177,1.08485,1.523030432,1.08485,0.9854215296,1.08485,0.3635576934,1.08485,0.2751422771
1.10154,1.319124886,1.10154,1.475195497,1.10154,1.024453113,1.10154,0.3890670306,1.10154,0.1067895416
1.11823,1.159282635,1.11823,1.368535307,1.11823,1.047171818,1.11823,0.4584531152,1.11823,-0.06019266148
1.13492,0.9642961206,1.13492,1.224679801,1.13492,1.036010406,1.13492,0.5338590404,1.13492,-0.1984683211
1.15161,0.741228736,1.15161,1.038849885,1.15161,0.9823075221,1.15161,0.5800232132,1.15161,-0.297552868
1.1683,0.4990839892,1.1683,0.8223110803,1.1683,0.8887223373,1.1683,0.5548851263,1.1683,-0.3307684244
1.18499,0.2469229672,1.18499,0.5732689606,1.18499,0.7460631256,1.18499,0.4574246395,1.18499,-0.3015253543
1.20168,0.003418656668,1.20168,0.3023259572,1.20168,0.5486490173,1.20168,0.2952691488,1.20168,-0.2238153309
1.21837,-0.2307154606,1.21837,0.01977954549,1.21837,0.2951566579,1.21837,0.1052091814,1.21837,-0.1034965443
1.23506,-0.4408401623,1.23506,-0.2561188548,1.23506,-0.0152596315,1.23506,-0.073093302,1.23506,0.03807151189
1.25175,-0.6193612044,1.25175,-0.5379424488,1.25175,-0.361688395,1.25175,-0.226105663,1.25175,0.157661757
1.26844,-0.7685803984,1.26844,-0.8111322841,1.26844,-0.7172900995,1.26844,-0.3596208926,1.26844,0.2462318624
1.28513,-0.8862825852,1.28513,-1.078345716,1.28513,-1.045969874,1.28513,-0.4702028859,1.28513,0.2949108534
1.30182,-0.9729496679,1.30182,-1.32741955,1.30182,-1.327275974,1.30182,-0.5716427164,1.30182,0.3060745796
1.31851,-1.031728589,1.31851,-1.553101217,1.31851,-1.54040606,1.31851,-0.6600301716,1.31851,0.2854070519
1.3352,-1.060308655,1.3352,-1.735616774,1.3352,-1.67697699,1.3352,-0.7407168543,1.3352,0.223597862
1.35189,-1.061074447,1.35189,-1.862138185,1.35189,-1.737376462,1.35189,-0.8127095761,1.35189,0.1141407732
1.36858,-1.050035831,1.36858,-1.920745684,1.36858,-1.731578723,1.36858,-0.8808023394,1.36858,-0.03792474429
1.38527,-1.02532584,1.38527,-1.896429298,1.38527,-1.66652609,1.38527,-0.9438644386,1.38527,-0.2267677716
1.40196,-0.9841289178,1.40196,-1.77864307,1.40196,-1.558829532,1.40196,-0.9981663535,1.40196,-0.436558066
1.41865,-0.9305325787,1.41865,-1.591190197,1.41865,-1.414016932,1.41865,-1.041932185,1.41865,-0.6597682126
1.43534,-0.856008215,1.43534,-1.324849968,1.43534,-1.244925936,1.43534,-1.076160028,1.43534,-0.8860140558
1.45203,-0.7599936109,1.45203,-1.017283415,1.45203,-1.063660766,1.45203,-1.09418869,1.45203,-1.088937666
1.46872,-0.6405390347,1.46872,-0.700337515,1.46872,-0.8799343453,1.46872,-1.105005031,1.46872,-1.254419083
1.48541,-0.491486907,1.48541,-0.3943658035,1.48541,-0.7035578816,1.48541,-1.105702298,1.48541,-1.367582211
1.5021,-0.3153410081,1.5021,-0.1249980713,1.5021,-0.5464037482,1.5021,-1.082704071,1.5021,-1.419437032
1.51879,-0.1142742626,1.51879,0.06499104129,1.51879,-0.4150451094,1.51879,-1.037097835,1.51879,-1.391500178
1.53548,0.09819300904,1.53548,0.1975191528,1.53548,-0.3145622824,1.53548,-0.9534215926,1.53548,-1.296678421
1.55217,0.3165748983,1.55217,0.258862279,1.55217,-0.2421408918,1.55217,-0.8228262882,1.55217,-1.124973538
1.56886,0.5231997206,1.56886,0.275359571,1.56886,-0.1893942794,1.56886,-0.6505748355,1.56886,-0.8903568095
1.58555,0.6955771068,1.58555,0.2743927166,1.58555,-0.1419153526,1.58555,-0.4418939877,1.58555,-0.6128380718
1.60224,0.8107690748,1.60224,0.2923535041,1.60224,-0.0857138835,1.60224,-0.1994411937,1.60224,-0.3199657185
1.61893,0.8587735252,1.61893,0.359710381,1.61893,-0.002996083191,1.61893,0.03858320551,1.61893,-0.01786638845
1.63562,0.8280539615,1.63562,0.4751294136,1.63562,0.1287591016,1.63562,0.2702547019,1.63562,0.274335879
1.65231,0.7400470326,1.65231,0.6160520791,1.65231,0.3106119433,1.65231,0.4894272771,1.65231,0.5455712237
1.669,0.6092356633,1.669,0.7460840805,1.669,0.5450453403,1.669,0.6943350352,1.669,0.7853468153
1.68569,0.4550179069,1.68569,0.8448840138,1.68569,0.8123232245,1.68569,0.8899295866,1.68569,0.9833316154
1.70238,0.3026576121,1.70238,0.9076383607,1.70238,1.084272192,1.70238,1.0871761,1.70238,1.124949523
1.71907,0.1646312175,1.71907,0.9355900459,1.71907,1.33118735,1.71907,1.276238583,1.71907,1.230659582
1.73576,0.04477823158,1.73576,0.9233133848,1.73576,1.530512154,1.73576,1.458977008,1.73576,1.309862404
1.75245,-0.04739303769,1.75245,0.8889992431,1.75245,1.660442568,1.75245,1.626386117,1.75245,1.340987921
1.76914,-0.1098938565,1.76914,0.8365249479,1.76914,1.711953199,1.76914,1.766664842,1.76914,1.333352207
1.78583,-0.1441044715,1.78583,0.7797751973,1.78583,1.689083556,1.78583,1.855484765,1.78583,1.281125338
1.80252,-0.145194108,1.80252,0.7181292279,1.80252,1.599870129,1.80252,1.87530253,1.80252,1.189535333
1.81921,-0.1140916863,1.81921,0.6489144423,1.81921,1.455066928,1.81921,1.812178382,1.81921,1.081967688
1.8359,-0.05664196096,1.8359,0.5664333119,1.8359,1.268454922,1.8359,1.651482178,1.8359,0.9711223876
1.85259,0.02461831656,1.85259,0.4784573688,1.85259,1.049778997,1.85259,1.396102242,1.85259,0.8450728058
1.86928,0.1225753262,1.86928,0.3954860568,1.86928,0.8023020143,1.86928,1.057951832,1.86928,0.7142372192
1.88597,0.2303246062,1.88597,0.3160981354,1.88597,0.5346673441,1.88597,0.6639370534,1.88597,0.5658773945
1.90266,0.3380307769,1.90266,0.2556020234,1.90266,0.2543267994,1.90266,0.2444640933,1.90266,0.392754545
1.91935,0.4318305552,1.91935,0.2048185853,1.91935,-0.03032068725,1.91935,-0.1563931754,1.91935,0.1888732528
1.93604,0.4956768463,1.93604,0.1476059918,1.93604,-0.3049413461,1.93604,-0.5125302782,1.93604,-0.04286792493
1.95273,0.5203408495,1.95273,0.0833990082,1.95273,-0.5508024875,1.95273,-0.8061289776,1.95273,-0.2971062266
1.96942,0.4985375876,1.96942,-0.01084834191,1.96942,-0.7465413312,1.96942,-1.024324926,1.96942,-0.5760668207
1.98611,0.4288069322,1.98611,-0.1268103419,1.98611,-0.8781998771,1.98611,-1.160068007,1.98611,-0.8507389691
2.0028,0.3133228938,2.0028,-0.266290114,2.0028,-0.9382957776,2.0028,-1.228421844,2.0028,-1.124327743
2.01949,0.1586836714,2.01949,-0.4197059675,2.01949,-0.9430041256,2.01949,-1.240708893,2.01949,-1.35857637
2.03618,-0.02763218829,2.03618,-0.564054079,2.03618,-0.9153025655,2.03618,-1.225013451,2.03618,-1.534134729
2.05287,-0.229097329,2.05287,-0.6905567531,2.05287,-0.8837184463,2.05287,-1.212013315,2.05287,-1.631808789
2.06956,-0.4323661573,2.06956,-0.8074661114,2.06956,-0.8759648215,2.06956,-1.210146883,2.06956,-1.644187537
2.08625,-0.6273721176,2.08625,-0.8927626049,2.08625,-0.9054885033,2.08625,-1.22177588,2.08625,-1.551404822
2.10294,-0.8024139116,2.10294,-0.9682484551,2.10294,-0.972288941,2.10294,-1.232919404,2.10294,-1.379915961
2.11963,-0.9415892419,2.11963,-1.0363348,2.11963,-1.06741096,2.11963,-1.221759131,2.11963,-1.144676801
2.13632,-1.045138655,2.13632,-1.086218358,2.13632,-1.172275351,2.13632,-1.178710274,2.13632,-0.8632464743
2.15301,-1.102929116,2.15301,-1.152598989,2.15301,-1.266481427,2.15301,-1.090283486,2.15301,-0.5811305636
2.1697,-1.118963962,2.1697,-1.23610729,2.1697,-1.330563835,2.1697,-0.9628168621,2.1697,-0.3091626507
2.18639,-1.097800148,2.18639,-1.319927681,2.18639,-1.347354922,2.18639,-0.8058807774,2.18639,-0.05772464428
2.20308,-1.041302328,2.20308,-1.397957218,2.20308,-1.304576021,2.20308,-0.6347236235,2.20308,0.1649533485
2.21977,-0.9493032965,2.21977,-1.449093334,2.21977,-1.202928968,2.21977,-0.4543179256,2.21977,0.3429614159
2.23646,-0.8359690807,2.23646,-1.441906968,2.23646,-1.056961231,2.23646,-0.2771120738,2.23646,0.4880508699
2.25315,-0.7017193289,2.25315,-1.372458127,2.25315,-0.8769628213,2.25315,-0.0970018385,2.25315,0.5826900349
2.26984,-0.5626670814,2.26984,-1.211307482,2.26984,-0.6734854203,2.26984,0.07751242198,2.26984,0.6330233339
2.28653,-0.4171177447,2.28653,-0.9518923369,2.28653,-0.4499770733,2.28653,0.2410879621,2.28653,0.6499762801
2.30322,-0.2717408219,2.30322,-0.6153853651,2.30322,-0.2085997617,2.30322,0.3754893132,2.30322,0.6317487688
2.31991,-0.1240776942,2.31991,-0.2232351811,2.31991,0.04780535548,2.31991,0.4846209249,2.31991,0.5738457129
2.3366,0.02836723369,2.3366,0.2004737652,2.3366,0.3169632162,2.3366,0.5614596079,2.3366,0.4878249754
2.35329,0.1903958168,2.35329,0.6154883725,2.35329,0.5970023961,2.35329,0.6066487963,2.35329,0.3789410291
2.36998,0.3642799782,2.36998,0.9881587303,2.36998,0.8767931133,2.36998,0.6302969667,2.36998,0.2546224724
2.38667,0.5504292433,2.38667,1.29188928,2.38667,1.138424565,2.38667,0.6433275702,2.38667,0.1416497767
2.40336,0.7436523769,2.40336,1.513551269,2.40336,1.349387098,2.40336,0.6562729708,2.40336,0.049051511
2.42005,0.9355129901,2.42005,1.649703549,2.42005,1.48072716,2.42005,0.6877606462,2.42005,-0.01923434274
2.43674,1.115517361,2.43674,1.705389481,2.43674,1.51900401,2.43674,0.736401535,2.43674,-0.04857752298
2.45343,1.274982169,2.45343,1.691671083,2.45343,1.464570182,2.45343,0.7823701586,2.45343,-0.03982583108
2.47012,1.400804158,2.47012,1.618173656,2.47012,1.341240263,2.47012,0.8129947905,2.47012,0.004185487316
2.48681,1.47040792,2.48681,1.512679966,2.48681,1.185868246,2.48681,0.8108556332,2.48681,0.1077083003
2.5035,1.470899752,2.5035,1.391199706,2.5035,1.027560137,2.5035,0.7683135811,2.5035,0.2497328807
2.52019,1.387292075,2.52019,1.273502947,2.52019,0.8828634418,2.52019,0.699159862,2.52019,0.3984705927
2.53688,1.223629093,2.53688,1.147344032,2.53688,0.7705984417,2.53688,0.6154028535,2.53688,0.542196276
2.55357,0.9969590494,2.55357,1.008786589,2.55357,0.6835654067,2.55357,0.5324954196,2.55357,0.6555488605
2.57026,0.7265040179,2.57026,0.8481086637,2.57026,0.6128634385,2.57026,0.4624705442,2.57026,0.7321139958
2.58695,0.4369640875,2.58695,0.6622188535,2.58695,0.5511933847,2.58695,0.4243958841,2.58695,0.7868007224
2.60364,0.1434019256,2.60364,0.4418358999,2.60364,0.4854336132,2.60364,0.4163906652,2.60364,0.8028763153
2.62033,-0.1411410605,2.62033,0.20718098,2.62033,0.4041722735,2.62033,0.4427506123,2.62033,0.7719693737
2.63702,-0.4025996538,2.63702,-0.04384351572,2.63702,0.3090811384,2.63702,0.4831150914,2.63702,0.6955659231
2.65371,-0.6334635949,2.65371,-0.3015547425,2.65371,0.1959167283,2.65371,0.5229240856,2.65371,0.5839368767
2.6704,-0.82970567,2.6704,-0.5537066559,2.6704,0.06373464488,2.6704,0.5232226882,2.6704,0.4453743346
2.68709,-0.9789933916,2.68709,-0.7834211227,2.68709,-0.07791151539,2.68709,0.4802776568,2.68709,0.2914663644
2.70378,-1.082711501,2.70378,-0.9806754431,2.70378,-0.2250793777,2.70378,0.3717785261,2.70378,0.1408889485
2.72047,-1.144034238,2.72047,-1.134755182,2.72047,-0.3743104642,2.72047,0.1992188771,2.72047,-0.004130733815
2.73716,-1.16119166,2.73716,-1.248672653,2.73716,-0.5302932015,2.73716,-0.04383202409,2.73716,-0.1516711651
2.75385,-1.133619201,2.75385,-1.316805945,2.75385,-0.6930010889,2.75385,-0.3368005188,2.75385,-0.2954826652
2.77054,-1.069020723,2.77054,-1.330200555,2.77054,-0.871358137,2.77054,-0.662575239,2.77054,-0.4232420383
2.78723,-0.9650838015,2.78723,-1.300378912,2.78723,-1.063411251,2.78723,-0.9864866033,2.78723,-0.5531280946
2.80392,-0.8320369443,2.80392,-1.229779265,2.80392,-1.261708872,2.80392,-1.275228711,2.80392,-0.6766888573
2.82061,-0.6756657053,2.82061,-1.130587884,2.82061,-1.447364534,2.82061,-1.503422515,2.82061,-0.8002685758
2.8373,-0.4995093561,2.8373,-1.02912669,2.8373,-1.596917293,2.8373,-1.66277339,2.8373,-0.9378054714
2.85399,-0.3119591336,2.85399,-0.9418312325,2.85399,-1.675748822,2.85399,-1.749185223,2.85399,-1.076419649
2.87068,-0.1332870484,2.87068,-0.8596856252,2.87068,-1.660679668,2.87068,-1.766948857,2.87068,-1.192888089
2.88737,0.02177030792,2.88737,-0.803140339,2.88737,-1.54824952,2.88737,-1.718170497,2.88737,-1.300965007
2.90406,0.1312422631,2.90406,-0.7411024342,2.90406,-1.359472313,2.90406,-1.612556366,2.90406,-1.378502221
2.92075,0.1850808169,2.92075,-0.6338922502,2.92075,-1.117767065,2.92075,-1.456550075,2.92075,-1.420735326
2.93744,0.1876974826,2.93744,-0.473772292,2.93744,-0.8604025577,2.93744,-1.255937673,2.93744,-1.4198478
2.95413,0.1484168524,2.95413,-0.2666125211,2.95413,-0.6016615496,2.95413,-1.031426564,2.95413,-1.342440508
2.97082,0.08480840788,2.97082,-0.03666149951,2.97082,-0.3544869671,2.97082,-0.7998285422,2.97082,-1.181503861
2.98751,0.01881298541,2.98751,0.1762867251,2.98751,-0.1223103924,2.98751,-0.5662980645,2.98751,-0.9486365741
3.0042,-0.03824848273,3.0042,0.3374118431,3.0042,0.08913643483,3.0042,-0.3374704382,3.0042,-0.6573930083
3.02089,-0.0795528628,3.02089,0.4427893423,3.02089,0.2824183398,3.02089,-0.1030332274,3.02089,-0.3326111282
3.03758,-0.09575518677,3.03758,0.4882484784,3.03758,0.4461258448,3.03758,0.1455324813,3.03758,-0.001411695696
3.05427,-0.08808260858,3.05427,0.4730309783,3.05427,0.5848708094,3.05427,0.4070688643,3.05427,0.3270077756
3.07096,-0.05811392679,3.07096,0.4144155087,3.07096,0.6901813809,3.07096,0.6741207761,3.07096,0.6530560464
3.08765,-0.00516067061,3.08765,0.3436041147,3.08765,0.7659358026,3.08765,0.9386985856,3.08765,0.9386881194
3.10434,0.06403169365,3.10434,0.275251544,3.10434,0.8179280666,3.10434,1.175531738,3.10434,1.181395556
3.12103,0.141021868,3.12103,0.219647937,3.12103,0.8493737149,3.12103,1.373575196,3.12103,1.374864094
3.13772,0.2159103128,3.13772,0.20511472,3.13772,0.8665336294,3.13772,1.518498429,3.13772,1.51156292
3.15441,0.286111941,3.15441,0.2304896545,3.15441,0.8737713106,3.15441,1.610856054,3.15441,1.595458293
3.1711,0.340961335,3.1711,0.3136642972,3.1711,0.878304376,3.1711,1.645667627,3.1711,1.645243605
3.18779,0.3824650461,3.18779,0.4434905213,3.18779,0.8865488125,3.18779,1.631863917,3.18779,1.632306946
3.20448,0.4121338991,3.20448,0.6035829463,3.20448,0.9082590301,3.20448,1.549117456,3.20448,1.578918733
3.22117,0.4354569608,3.22117,0.7641578637,3.22117,0.9468846145,3.22117,1.412504135,3.22117,1.473746581
3.23786,0.4559656941,3.23786,0.9126792085,3.23786,1.004224575,3.23786,1.227653914,3.23786,1.307604953
3.25455,0.4815034836,3.25455,1.026280826,3.25455,1.066276821,3.25455,1.019377537,3.25455,1.075860932
3.27124,0.5100877751,3.27124,1.107969679,3.27124,1.11579022,3.27124,0.8079221399,3.27124,0.7878257291
3.28793,0.5406144245,3.28793,1.135318201,3.28793,1.119514961,3.28793,0.6208312898,3.28793,0.4600764566
3.30462,0.5712456396,3.30462,1.113634626,3.30462,1.054675051,3.30462,0.46671697,3.30462,0.1210628107
3.32131,0.6006478005,3.32131,1.03571989,3.32131,0.911984575,3.32131,0.3391882365,3.32131,-0.1941040143
3.338,0.6244729278,3.338,0.9037582323,3.338,0.6999734247,3.338,0.2137570286,3.338,-0.4813403264
3.35469,0.6360741412,3.35469,0.7285059922,3.35469,0.4501905994,3.35469,0.05370984518,3.35469,-0.7094593855
3.37138,0.6277685335,3.37138,0.5276141572,3.37138,0.186590692,3.37138,-0.1701557236,3.37138,-0.8648491069
3.38807,0.5887954405,3.38807,0.3070889889,3.38807,-0.07680526048,3.38807,-0.4495279704,3.38807,-0.9351549493
3.40476,0.5073069602,3.40476,0.08890875003,3.40476,-0.3383856265,3.40476,-0.7500479128,3.40476,-0.9374684813
3.42145,0.3822076147,3.42145,-0.112804583,3.42145,-0.6025773501,3.42145,-1.028476094,3.42145,-0.8866840241
3.43814,0.2207659743,3.43814,-0.3125198961,3.43814,-0.86578222,3.43814,-1.237768207,3.43814,-0.8165754457
3.45483,0.0273558227,3.45483,-0.5070109657,3.45483,-1.103350645,3.45483,-1.358057833,3.45483,-0.7319806878
3.47152,-0.1870727758,3.47152,-0.7143381959,3.47152,-1.295344607,3.47152,-1.390872222,3.47152,-0.6554365899
3.48821,-0.4094631668,3.48821,-0.9379428764,3.48821,-1.421350873,3.48821,-1.3401224,3.48821,-0.5869631866
3.5049,-0.6305873953,3.5049,-1.168894838,3.5049,-1.469883485,3.5049,-1.236879408,3.5049,-0.5278323592
3.52159,-0.8365679477,3.52159,-1.381024375,3.52159,-1.452422558,3.52159,-1.087114485,3.52159,-0.4878397332
3.53828,-1.015623123,3.53828,-1.572892474,3.53828,-1.38261091,3.53828,-0.9158860709,3.53828,-0.4590083262
3.55497,-1.168357625,3.55497,-1.715335887,3.55497,-1.273697886,3.55497,-0.7378433018,3.55497,-0.4326418722
3.57166,-1.287948173,3.57166,-1.792481703,3.57166,-1.139348212,3.57166,-0.5778542937,3.57166,-0.4135508714
3.58835,-1.369879369,3.58835,-1.789372768,3.58835,-0.9934294836,3.58835,-0.4411439497,3.58835,-0.392904609
3.60504,-1.409064565,3.60504,-1.707238634,3.60504,-0.8429090237,3.60504,-0.3520369648,3.60504,-0.3579618888
3.62173,-1.40124549,3.62173,-1.549651142,3.62173,-0.7030484832,3.62173,-0.2919331079,3.62173,-0.3148457409
3.63842,-1.345153273,3.63842,-1.343823322,3.63842,-0.580442014,3.63842,-0.2646730305,3.63842,-0.2661315399
3.65511,-1.24113682,3.65511,-1.097529483,3.65511,-0.481508146,3.65511,-0.2562318347,3.65511,-0.2011969465
3.6718,-1.087835873,3.6718,-0.8265346935,3.6718,-0.405985165,3.6718,-0.2645683869,3.6718,-0.1399751738
3.68849,-0.8845796395,3.68849,-0.5486871177,3.68849,-0.3489832307,3.68849,-0.2709462183,3.68849,-0.08818285312
3.70518,-0.6316295576,3.70518,-0.2832454666,3.70518,-0.2985326265,3.70518,-0.2720042004,3.70518,-0.04258912432
3.72187,-0.3375743512,3.72187,-0.04210716597,3.72187,-0.2392306431,3.72187,-0.2549214881,3.72187,-0.01257389664
3.73856,-0.01134377684,3.73856,0.1416912859,3.73856,-0.1528111921,3.73856,-0.2176252198,3.73856,0.0005948335367
3.75525,0.3300303141,3.75525,0.2906802854,3.75525,-0.03215116424,3.75525,-0.1502422207,3.75525,0.008199505513
3.77194,0.6590986688,3.77194,0.4142756447,3.77194,0.1146235654,3.77194,-0.05826260367,3.77194,0.005427686543
3.78863,0.9457748503,3.78863,0.5518447903,3.78863,0.2800366886,3.78863,0.05597335829,3.78863,-0.004814740098
3.80532,1.160688588,3.80532,0.7354912264,3.80532,0.4500048036,3.80532,0.181497557,3.80532,-0.01668023458
