time_s,bob1,bob2,bob3,bob4,bob5
0.0,-2.3280457333433486,-0.95108787797748,-0.4626288421398719,-0.2425889964208888,-0.2277512850784581
0.0249900000000025,-2.213113271948389,-0.9205024063549092,-0.4809667829339201,-0.2464735171270989,-0.2326828057150221
0.049980000000005,-1.9371562334839612,-0.8955094434124878,-0.5031893173183201,-0.2622472284780623,-0.2317860180575917
0.0749700000000075,-1.512422052009501,-0.8736317990656778,-0.5172355344984337,-0.2799242045110605,-0.228629718651244
0.09996000000001,-0.9594587742023152,-0.8464226767627038,-0.5206686635683297,-0.2926325081836237,-0.2356316910389333
0.1249500000000125,-0.3227544699863359,-0.7816741782731058,-0.5177583521933827,-0.3054415174463231,-0.2478291370495807
0.149940000000015,0.3285062029599652,-0.6107669082648337,-0.4971340456588115,-0.3138412694255664,-0.258867013065232
0.1749300000000175,0.8948030223641303,-0.2693403532844953,-0.4351434823650928,-0.3169086557574805,-0.2646019486047166
0.19992000000002,1.284078337279064,0.2686882883172923,-0.2811426270497884,-0.3067248077879678,-0.2742837066317083
0.2249100000000226,1.4741800264189469,0.9123428530609072,0.0379956595697001,-0.2788665925069775,-0.2817766442309922
0.2499000000000251,1.5039786516361482,1.4675141505420095,0.5460516490822509,-0.1994740493306124,-0.2857795320368269
0.2748900000000276,1.4235514140867065,1.7863461382714274,1.1334526190492276,-0.0219227392592805,-0.2869480902501448
0.2998800000000301,1.2743657796639534,1.8722402860428893,1.6124387025739315,0.3031403179497974,-0.2716995462585533
0.3248700000000326,1.081489296116298,1.7888455625489064,1.8566367791683476,0.7576824592266096,-0.2307637098554371
0.3498600000000351,0.8596904393140321,1.5874544412400602,1.8602052679975467,1.230788499283488,-0.1193306846616851
0.3748500000000376,0.625709406222365,1.302860459525217,1.6766358646557102,1.5740904641491795,0.0859810036925082
0.3998400000000401,0.3941200961830443,0.9640324434373952,1.3606236288813327,1.695234332908382,0.3929331632810491
0.4248300000000427,0.1685996972453683,0.5970514446070443,1.0161310346276753,1.6199500598326195,0.6906367519951953
0.4498200000000452,-0.0142237255308726,0.2722493329738166,0.6803065767604597,1.4157969217718211,0.9479758456245088
0.4748100000000477,-0.1655409112151732,-0.0243743026973123,0.3220964677411024,1.0985105875246173,1.15894470627571
0.4998000000000502,-0.3031963061848019,-0.3153470032408642,-0.0891228847316084,0.6744040227319509,1.3422598594961404
0.5247900000000527,-0.4333389176187961,-0.5972113630707792,-0.4754007039061437,0.2155555868706008,1.4139329063462345
0.5497800000000552,-0.5233926285152493,-0.8147951976404161,-0.8153395906300193,-0.2295593089153621,1.3611058401486826
0.5747700000000577,-0.5793703736429742,-0.9699771847504172,-1.0849015176268388,-0.6270895369640529,1.1815387329183382
0.5997600000000602,-0.6010213618968854,-1.0611246214924808,-1.273994011052268,-0.939758412627144,0.8704139960975573
0.6247500000000628,-0.5913125977065018,-1.0958483890944826,-1.3739439086529113,-1.1465901710517352,0.4489959920062707
0.6497400000000653,-0.5551188144810474,-1.076461575165137,-1.3819078019509183,-1.2378904100528338,-0.055971818583298
0.6747300000000678,-0.4928004252014434,-1.0065922121426207,-1.294408891712776,-1.2165165010823644,-0.6261114553007123
0.6997200000000703,-0.4083539111892564,-0.9012502615723978,-1.117554378241822,-1.1153637279144448,-1.1962116929248197
0.7247100000000728,-0.3104051150356973,-0.7686833037233346,-0.8669920944164674,-0.9993872501817632,-1.671364887884823
0.7497000000000753,-0.2012912331198046,-0.6056585349845371,-0.5829665094217731,-0.9706604973297333,-1.9686943555081104
0.7746900000000778,-0.085926059122483,-0.4068609370129055,-0.3213816110258058,-1.081581872019436,-2.029554574999942
0.7996800000000803,0.0310774061302696,-0.170291518201844,-0.1599841041163355,-1.255372498324448,-1.8370881382987136
0.8246700000000828,0.1453393153928814,0.0829272514217058,-0.1681441420097081,-1.3341937720972985,-1.4703985059876583
0.8496600000000853,0.25815332875561,0.31212940264751,-0.3329840937390913,-1.2161771313257306,-1.003124066570575
0.8746500000000879,0.3691527168637015,0.4588837618485747,-0.523163718972015,-0.9149055834009824,-0.4948428921837602
0.8996400000000904,0.471467485502899,0.4637302738589833,-0.5909570772904772,-0.4948524667233804,0.0051861985353988
0.9246300000000928,0.5546781029882067,0.3043278558869383,-0.479645105633361,-0.0261343545216656,0.467397273318205
0.9496200000000954,0.5953499710315152,0.0426994659191818,-0.2203161833723561,0.446334690807182,0.8662463368345219
0.974610000000098,0.5642600121988884,-0.1998949779060721,0.1175089856958868,0.8914559351949476,1.170156264699366
0.9996000000001004,0.441273456060108,-0.3255182550651587,0.4743176160390552,1.2782910990537188,1.3816412002241274
1.024590000000103,0.23902235995657,-0.2878628860350273,0.8112569284545369,1.5786062927584257,1.501484066531365
1.0495800000001054,-0.0027846614614971,-0.1062173857498609,1.1005955011296715,1.775195907544916,1.517326246348766
1.074570000000108,-0.2389597636005671,0.1680004515347983,1.3200246299054164,1.8621994185911208,1.439987293683248
1.0995600000001104,-0.4326612752142199,0.4694171430363548,1.4640081294801308,1.8276099023246168,1.2663878235214172
1.124550000000113,-0.5536312690320175,0.7507729396354023,1.529083071028333,1.66852590146599,1.0118179942990673
1.1495400000001157,-0.5883811575080884,0.9717470147572488,1.5062169339520288,1.3947292135039229,0.7042098661850534
1.174530000000118,-0.5279908286643661,1.105893048917617,1.3806429253289294,1.0299372008046987,0.3770718521751636
1.1995200000001205,-0.3743274325179747,1.1307060894900631,1.1523571297903126,0.6053889458133452,0.0423840881902156
1.224510000000123,-0.1388356286673003,1.0362466605253906,0.8129750850841211,0.1654578181190356,-0.2679967905915979
1.2495000000001255,0.158406188107136,0.8194477727125908,0.3747695656137219,-0.2509651491346785,-0.5640335191500729
1.274490000000128,0.4882367234814578,0.5054209185466136,-0.1300342114881338,-0.6237716057389004,-0.8173303380049137
1.2994800000001303,0.7964759520939846,0.1505301427342016,-0.6486457533809106,-0.9455838412279204,-1.0180117783270166
1.324470000000133,0.9997344968941186,-0.1441574576329252,-1.117523104822146,-1.2174232409984589,-1.1400999407266652
1.3494600000001356,1.016019279120102,-0.3082345997597666,-1.4456917188087302,-1.4416572672345522,-1.2082811916558849
1.374450000000138,0.8149588148357776,-0.3378057089526375,-1.5645718247603042,-1.602888646609736,-1.209073158791495
1.3994400000001406,0.4494105336476318,-0.321681235367701,-1.444225056017978,-1.678955841706404,-1.1611867875890232
1.424430000000143,0.0094253319684919,-0.3642291522054096,-1.1405991902820485,-1.6282824997907075,-1.0688589118995062
1.4494200000001456,-0.4344992701964829,-0.4975608659074891,-0.7790409739046051,-1.414962816226367,-0.946278349998394
1.474410000000148,-0.838811472622369,-0.6802030489624603,-0.4767492338178053,-1.028326165498089,-0.7978994192111236
1.4994000000001506,-1.1695012263960018,-0.8578848738302856,-0.2781595115677919,-0.5163244774717161,-0.6155337048532679
1.5243900000001531,-1.3990940196470356,-0.9997758507510178,-0.1664048481882215,0.0354183754783747,-0.4014153536512969
1.5493800000001556,-1.5157991383291498,-1.087886740468593,-0.1030327018735575,0.5297720674378389,-0.1561616827223799
1.574370000000158,-1.517072291839466,-1.1082440463922134,-0.0565120839740545,0.8896735773547567,0.1250965979219026
1.5993600000001609,-1.394926431225479,-1.0577143433046337,-0.0158862372394752,1.0827445118311283,0.4239749837029058
1.6243500000001632,-1.1577074191931265,-0.9396155375924002,0.0329842735884089,1.1148980611752195,0.7077479932520995
1.6493400000001657,-0.8298428823391686,-0.7451584829226213,0.096716812767812,1.0178945221701556,0.9512852216170744
1.6743300000001682,-0.4320336831548121,-0.4791001198212582,0.1769017098103626,0.8289927084096221,1.124727065652141
1.6993200000001707,0.0079906299527283,-0.1546937958582517,0.2629955522246209,0.5936581849091916,1.2126453985325525
1.7243100000001732,0.4538061638178851,0.2164595482225066,0.3503288656583475,0.358589417363003,1.197396624956678
1.7493000000001755,0.8657879698569766,0.6192950035196857,0.4369125224452505,0.169283164084844,1.0708086730659483
1.7742900000001782,1.21068811740598,1.0158739082059982,0.5313679655998244,0.0653729582854563,0.8323753266965394
1.7992800000001807,1.4607779669713592,1.3500220784318755,0.6540539206587925,0.0656788235716699,0.5017684838526678
1.8242700000001832,1.6073310166639805,1.573129690237602,0.8173619744815503,0.1689641655113063,0.1001933294652809
1.8492600000001855,1.6432153901183015,1.656366444557012,0.997354179703658,0.3422522969474051,-0.3143214009933319
1.8742500000001885,1.5656920821400877,1.6031565290231584,1.1489724141367184,0.5048027251968712,-0.6648468790230286
1.8992400000001908,1.3824478550573729,1.4495199850997311,1.2357980333446483,0.5465892369374681,-0.886556990560245
1.9242300000001933,1.1147259856494336,1.2317420469434612,1.211237601269712,0.4093053770323675,-0.9351983717742584
1.949220000000196,0.7864148961854915,0.9778817251557784,1.0222540804325235,0.1399838857453982,-0.7763492970733966
1.9742100000001983,0.4266575416453202,0.6999822615778477,0.6480955542266085,-0.1468817172947583,-0.4843563081511818
1.9992000000002008,0.067166087949787,0.4032797130476203,0.1230316948614927,-0.3659466980828041,-0.1683706506591136
2.0241900000002038,-0.2662958504557918,0.068031888409775,-0.472394669211462,-0.4912521133782756,0.1207446419400015
