f_Hz,bob1,bob2,bob3,bob4,bob5
0.35204697714859534,0.0005790598810704529,0.0008429898921424347,0.000832626627606636,0.00026157203913375576,0.001111769742391485
0.35923160933530135,0.00032251763310707233,0.0005927136964142399,0.0003534628778156108,0.00011268916657664459,0.001198814344175958
0.3664162415220074,0.00020091553705855523,0.0004909868633754647,0.0007165540699706963,0.00035275263232744227,0.0012379809116221906
0.3736008737087134,0.0002407917562847732,0.0005529695636364455,0.0003785018954725963,0.0005461174533054143,0.0007485566067351045
0.38078550589541943,0.000416379777369776,0.00031211018610523625,0.001127754696856396,0.0001676050747090595,0.0006683679793259398
0.3879701380821255,0.00034704496773693374,0.00022605913628485363,0.0012177874415986477,0.000527053939066676,0.000761906387563976
0.3951547702688315,0.000417933638213939,0.000514360282339237,0.0004887360303782607,0.0005176934445221398,0.001078304399050235
0.4023394024555375,0.0006871251514589419,0.0012671231320829852,0.0006590785320804873,0.0007142952952586244,0.0014825239910102623
0.4095240346422436,0.0010135373646651268,0.0018046288217501397,0.0006177827871478034,0.0008333725156424616,0.001277609926136086
0.4167086668289496,0.0004710332678291415,0.0006470462852983466,0.0008834456351976979,0.0006008004245055918,0.0006040184225212919
0.4238932990156556,0.0004566945641486565,0.0011703334576289627,0.0006724207892356911,0.0006739698116641525,0.0013265215973530383
0.43107793120236165,0.0008095875971404406,0.0012205127301159245,0.0006664454040126517,0.0004104449392167573,0.001204954152795034
0.43826256338906766,0.0003230885843592221,0.0005802676052081024,0.0008934531988051002,0.00013078393542024217,0.0007197360470946255
0.44544719557577367,9.661999925811372e-05,0.0003464878927982597,0.0009727968814288233,0.00033921148323978794,0.00097640553960443
0.45263182776247973,0.0005534869152457922,0.0003611785430068513,0.0008292510476598864,0.00030263317096214387,0.0007948799899331303
0.45981645994918574,0.0007505081851475738,0.0008883539732735363,0.0005119024678607357,0.0009751623894257393,0.0008375799926107199
0.46700109213589175,0.00041560719504738473,0.001254897131847068,0.001420327135533515,0.0016863216836803133,0.0013862322521700156
0.4741857243225978,0.00037975534536535015,0.0005133176195244786,0.0006065598742509119,0.0008917456407405532,0.00027857698717533675
0.4813703565093038,0.00029745121750523367,0.0005787054716895092,0.00077250765784753,0.0008571596267538013,0.0004616207622542921
0.48855498869600983,0.0002936694976962512,0.00040775465678883016,0.0007637966444959088,0.0008598352445888637,0.0005735048106903444
0.4957396208827159,0.00026144085328649213,0.0007389769424406935,0.00044612373160538173,0.00032056434042885857,0.00034993001339435884
0.5029242530694219,0.0002014257991449271,0.0007101976479992083,0.0006853136124583658,0.00022672751219557033,0.0005777952297718115
0.510108885256128,0.0002704453700031976,0.00027788936799502597,0.00044399779759872064,0.0005393163202722825,0.0004964953984784771
0.5172935174428339,0.00022754461111545313,0.0007437567205580059,0.00010152489890144277,0.0005999220266910091,0.0005663428061280177
0.52447814962954,0.00046566961729834573,0.0006292165669620252,8.747484017538325e-05,0.00029014085323826366,0.0009586269309080873
0.531662781816246,0.0006146420041544802,0.0003378284558698262,9.316307805027244e-05,0.00022938208418243073,0.000835071912752004
0.538847414002952,0.00018909521226692384,0.00029894214298738746,0.0004924779654816187,0.0003509336870921174,0.000682382489071056
0.5460320461896581,0.0005254140530953619,0.0010398565078235458,0.0009028923006840402,0.00021214753447540042,0.0005764480323860457
0.5532166783763641,0.00018053645092437197,0.001009802585987019,0.0006608090334634759,0.0005987941340533341,0.0006505872288094267
0.5604013105630701,0.0004286477232723513,0.0009825615691977198,0.00015336722737690448,0.00016950468377556518,0.0003615547931537564
0.5675859427497761,0.0003470450869810489,0.0011366701783226,0.00031205868920938627,0.0002710239352022503,0.0002937964776497974
0.5747705749364822,0.0002482080108625863,0.0006780408070353639,0.00036165775355375334,0.00016179196982025332,0.0008918166344004827
0.5819552071231882,0.00026540672168971725,0.0004994186392512683,0.0005345303506967991,0.00024032524859470144,0.0012565081951977479
0.5891398393098942,0.00021426116832518627,0.00030129803679144454,0.000449737335318999,0.0006496870338989803,0.00026864168746596785
0.5963244714966003,0.00029319850599312066,0.0001298394871161221,0.00018289252769024096,0.00044186090512653907,0.0004248162701070886
0.6035091036833062,0.0001867141944975171,0.0004836343342908632,0.00034016534697382925,0.00038253030654974805,0.0001998698593866568
0.6106937358700123,0.00016173748671764694,0.00036839290482837747,0.00032999432574399434,0.00036897408500140933,0.00044053873935197496
0.6178783680567184,0.00018788128014731297,0.0009648285286165603,0.0005210107536649575,0.00039226205547463665,0.0009603020647469752
0.6250630002434243,0.00010631058285309596,0.0009397436213557303,0.00027406943184469547,4.203521042115877e-05,0.0003226214304905595
0.6322476324301304,0.0003374150337415661,0.0007794600634539135,0.00010382612518054222,0.00019417767193078385,0.0008687848727060226
0.6394322646168364,0.0001786114762548839,0.0011887576045751206,0.00028549226293710664,0.00015299146813580017,0.0009269340895593458
0.6466168968035424,0.0006011583408401723,0.0012908142641173553,0.0004315327778679099,0.000487502441980375,0.0011405420583722075
0.6538015289902485,0.000726545707470229,0.0004643764300099982,0.0005486794584344375,0.0006896639283748668,0.0009143805239167283
0.6609861611769545,0.0001482301999798964,0.00052173614236573,0.0006077484578067067,0.0009086766306091356,0.00044313635621915314
0.6681707933636605,0.0009836086701293387,0.0013463138898453064,0.0006424984957159444,0.0009931642652195808,0.00018755510912130897
