source,rank,frequency_Hz,amplitude,prominence
experiment,1,1.3867170042542798,0.6400975384957527,0.6398808447128721
experiment,2,1.846560984939637,0.5507950355912984,0.550402125753136
experiment,3,3.369794170959882,0.27470223016290113,0.27464761180672576
experiment,4,2.543512018165881,0.20816101753226526,0.20807617024499103
experiment,5,4.2463717591413435,0.08746756695507454,0.08740593415807156
experiment,6,1.5232331860202453,0.030875623481201618,0.03045523646978503
experiment,7,0.826282152794001,0.02296671759305247,0.022728976839077483
theory_model,1,1.9000007600002724,0.764609648469835,0.7637359007043242
theory_model,2,1.4333339066668722,0.7171545432898228,0.7158512217288996
theory_model,3,3.300001320000473,0.29625215584706166,0.2954802806167964
theory_model,4,2.53333434666703,0.2233833494789962,0.22228389285341957
theory_model,5,4.183335006667266,0.14938204063806154,0.14845955946535694
theory_model,6,2.283334246666994,0.13441373049896235,0.13182959022764815
theory_model,7,0.6333335866667575,0.08465079626646373,0.08352749062764729
theory_model,8,0.7666669733334432,0.0830965351432959,0.07846758127328773
