frequency_Hz,experiment_amplitude
0.0,0.0001750033314654315
0.007185062198208704,0.0004926242300460765
0.014370124396417407,9.810230392132576e-05
0.02155518659462611,6.800146232415277e-05
0.028740248792834815,0.0009552789499263678
0.03592531099104352,0.003975793838410996
0.04311037318925222,0.006702209567936467
0.050295435387460924,0.0024854610456715763
0.05748049758566963,0.005836506155293694
0.06466555978387833,0.010867737180234104
0.07185062198208704,0.010548504400127461
0.07903568418029575,0.0056462095956741135
0.08622074637850444,0.006513107857197807
0.09340580857671314,0.006813493516016302
0.10059087077492185,0.0024031777035219792
0.10777593297313055,0.0036330769449588337
0.11496099517133926,0.004900283623971065
0.12214605736954796,0.002956326038191022
0.12933111956775667,0.008128465574126659
0.13651618176596536,0.008460056775739374
0.14370124396417408,0.003314235544623215
0.15088630616238277,0.0015634957928863027
0.1580713683605915,0.0021722036886250924
0.16525643055880018,0.001424208102494259
0.17244149275700887,0.0045223818411704725
0.1796265549552176,0.0030772145056086413
0.18681161715342628,0.002727998558198962
0.193996679351635,0.001895715634770916
0.2011817415498437,0.0007575564185265018
0.20836680374805241,0.002963832498836061
0.2155518659462611,0.0026459821333101575
0.22273692814446983,0.004523505529693577
0.22992199034267852,0.0035433529025525588
0.2371070525408872,0.0015848922825414235
0.24429211473909593,0.000790031849571037
0.25147717693730465,0.0013619428207217424
0.25866223913551334,0.0024130881186961097
0.26584730133372203,0.0023628476697752994
0.2730323635319307,0.0009843367823318837
0.28021742573013947,0.0011355014494813765
0.28740248792834816,0.0019217805792051262
0.29458755012655685,0.0020269445239746255
0.30177261232476554,0.0015746261008342153
0.30895767452297423,0.0003762922272136255
0.316142736721183,0.002342670349643957
0.3233277989193917,0.002003747444780185
0.33051286111760037,0.0006616320748533384
0.33769792331580906,0.0011073206975204242
0.34488298551401775,0.001989557634262959
0.3520680477122265,0.0019400240252323627
0.3592531099104352,0.001362863446393264
0.3664381721086439,0.0011312251321419385
0.37362323430685257,0.0012727700254122772
0.3808082965050613,0.0007166533257603866
0.38799335870327,0.0005185399579133522
0.3951784209014787,0.001190386528513624
0.4023634830996874,0.002924168690706151
0.4095485452978961,0.004153075247426948
0.41673360749610483,0.0014796262798576786
0.4239186696943135,0.0027005169242831956
0.4311037318925222,0.002806630213693468
0.4382887940907309,0.001330798612142775
0.44547385628893965,0.0008008758871919267
0.45265891848714834,0.000829140796328978
0.45984398068535703,0.0020540214806329953
0.4670290428835657,0.0028858813591975036
0.4742141050817744,0.001179518459876215
0.48139916727998316,0.0013313898955725169
0.48858422947819186,0.000940608314848853
0.49576929167640055,0.0017037747208256272
0.5029543538746093,0.0016328192058011808
0.510139416072818,0.0006383912482487413
0.5173244782710267,0.00171605258074575
0.5245095404692354,0.001444112554799997
0.5316946026674441,0.0007793283709266024
0.5388796648656528,0.0006888865228576144
0.5460647270638614,0.002401647696011957
0.5532497892620701,0.002319314101592124
0.5604348514602789,0.0022675422960323293
0.5676199136584876,0.0026141723921090324
0.5748049758566963,0.001556819012522395
0.581990038054905,0.0011485334692389697
0.5891751002531137,0.0006911640085953436
0.5963601624513224,0.00029920367523154136
0.6035452246495311,0.0011174113913527345
0.6107302868477398,0.0008479160022160699
0.6179153490459485,0.0022269576570787086
0.6251004112441573,0.002160808986467699
0.632285473442366,0.0017955794618177664
0.6394705356405747,0.002744140379735999
0.6466555978387833,0.0029662252457718797
0.653840660036992,0.0010598444946297932
0.6610257222352007,0.0012128536149917542
0.6682107844334094,0.0031016637649990977
0.6753958466316181,0.0013136698328778333
0.6825809088298268,0.002391605063287698
0.6897659710280355,0.007907065698755376
0.6969510332262443,0.012830012749478866
0.704136095424453,0.011498277704663211
0.7113211576226617,0.004707894585655697
0.7185062198208704,0.0008220579124594321
0.7256912820190791,0.0005963766783500257
0.7328763442172878,0.0015116055427980984
0.7400614064154964,0.0009760067372369205
0.7472464686137051,0.0008726852740510105
0.7544315308119138,0.0009409825492138389
0.7616165930101226,0.0005847017566926935
0.7688016552083313,0.0014026021190804464
0.77598671740654,0.00021669378288059166
0.7831717796047487,0.001605288447690385
0.7903568418029574,0.0014995356508841963
0.7975419040011661,0.0017186890784158177
0.8047269661993748,0.0009285790961556839
0.8119120283975835,0.005365573477257784
0.8190970905957922,0.020153853965338284
0.826282152794001,0.02296671759305247
0.8334672149922097,0.009157682679612372
0.8406522771904184,0.004907376873121206
0.847837339388627,0.0016864154924046077
