t_s,mean_log_separation,n_pairs
0.0,-2.5695085134230995,10801
0.016689999999996985,-1.5380672130691009,10800
0.03337999999999397,-0.9615844185915751,10799
0.050069999999990955,-0.6727231530483782,10798
0.06675999999998794,-0.5402154938541129,10797
0.08344999999998493,-0.5206406307772152,10796
0.10013999999998191,-0.5964443577269831,10793
0.1168299999999789,-0.7618970410964299,10789
0.13351999999997588,-0.9433011717148982,10788
0.15020999999997287,-0.7610700381716051,10787
0.16689999999996985,-0.5642453520259124,10786
0.18358999999996684,-0.4280666092866684,10782
0.20027999999996382,-0.3507523112694698,10780
0.2169699999999608,-0.3293140711541111,10777
0.2336599999999578,-0.3563666374745134,10775
0.2503499999999548,-0.41802146519796146,10771
0.26703999999995176,-0.4746035437473943,10768
0.28372999999994875,-0.43650395197064257,10767
0.30041999999994573,-0.3565383587795006,10766
0.3171099999999427,-0.2740152139891986,10764
0.3337999999999397,-0.20293669155523522,10762
0.3504899999999367,-0.15637714727063393,10761
0.36717999999993367,-0.13222027323295835,10760
0.38386999999993066,-0.12492937028751248,10759
0.40055999999992764,-0.12375838232448765,10758
0.4172499999999246,-0.11869256994600615,10757
0.4339399999999216,-0.1093938023576453,10756
0.4506299999999186,-0.09003878417929663,10755
0.4673199999999156,-0.0669174988610969,10753
0.48400999999991257,-0.05208254993306235,10752
0.5006999999999096,-0.04865594916249926,10751
0.5173899999999065,-0.05888356023926238,10750
0.5340799999999035,-0.0707180898270137,10749
0.5507699999999005,-0.08062833839853356,10748
0.5674599999998975,-0.08949206078201184,10747
0.5841499999998945,-0.09588772819757217,10744
0.6008399999998915,-0.10387718083082152,10743
0.6175299999998884,-0.10527817338911137,10742
0.6342199999998854,-0.09064545021321875,10741
0.6509099999998824,-0.07070392989230617,10740
0.6675999999998794,-0.05289107124451174,10739
0.6842899999998764,-0.044630395710979244,10737
0.7009799999998734,-0.050584740330511746,10735
0.7176699999998704,-0.07987999004114463,10734
0.7343599999998673,-0.13369336161890044,10732
0.7510499999998643,-0.19473464093929288,10730
0.7677399999998613,-0.21552844773998808,10729
0.7844299999998583,-0.1893206943174542,10728
0.8011199999998553,-0.16519423957176682,10727
0.8178099999998523,-0.16000573140513058,10723
0.8344999999998493,-0.17622865073469668,10720
0.8511899999998462,-0.21765473734423388,10719
0.8678799999998432,-0.2835673365143557,10718
0.8845699999998402,-0.35501329300626605,10716
0.9012599999998372,-0.3786078139208275,10713
0.9179499999998342,-0.3360815152201081,10711
0.9346399999998312,-0.2884747787607072,10709
0.9513299999998281,-0.2626014007739074,10707
0.9680199999998251,-0.2578114064281928,10704
0.9847099999998221,-0.28015332252752595,10700
1.001399999999819,-0.3245143268186989,10698
1.018089999999816,-0.38754568643295423,10696
1.034779999999813,-0.4532363357613712,10694
1.05146999999981,-0.5039286459786514,10690
1.068159999999807,-0.5360530089037372,10688
1.084849999999804,-0.5411932684174198,10687
1.101539999999801,-0.5263884632856626,10686
1.118229999999798,-0.511755616981489,10685
1.134919999999795,-0.5139810983727755,10682
1.151609999999792,-0.5390771184041627,10681
1.168299999999789,-0.5796955691412347,10679
1.184989999999786,-0.6191418657992394,10677
1.201679999999783,-0.6307819046589598,10675
1.21836999999978,-0.6040685297612748,10673
1.235059999999777,-0.5554694846658008,10672
1.2517499999997739,-0.5132809275463288,10671
1.2684399999997709,-0.49651276448582515,10669
1.2851299999997678,-0.5073962269228148,10667
1.3018199999997648,-0.5469146877245894,10663
1.3185099999997618,-0.6052522437675228,10661
1.3351999999997588,-0.6516716740940155,10656
1.3518899999997558,-0.6443343252564687,10655
1.3685799999997528,-0.5946962792237078,10653
1.3852699999997498,-0.5278089060485827,10651
1.4019599999997467,-0.46773965079836005,10648
1.4186499999997437,-0.4231080028078272,10647
1.4353399999997407,-0.40642408204335445,10645
1.4520299999997377,-0.41145771838598166,10642
1.4687199999997347,-0.42663822922972966,10640
1.4854099999997317,-0.4294093217720703,10639
1.5020999999997287,-0.41269928166023007,10637
1.5187899999997256,-0.3769798740733464,10634
1.5354799999997226,-0.311589536540822,10633
1.5521699999997196,-0.23599783211773684,10630
1.5688599999997166,-0.18939515492277073,10627
1.5855499999997136,-0.18284684459390638,10625
1.6022399999997106,-0.2158414149127062,10624
1.6189299999997075,-0.2723022803897969,10622
1.6356199999997045,-0.32154007265663853,10619
1.6523099999997015,-0.33902071350071106,10617
1.6689999999996985,-0.2917634644686393,10615
1.6856899999996955,-0.2065692425838993,10613
1.7023799999996925,-0.13561733297625467,10611
1.7190699999996895,-0.09972911605607107,10610
1.7357599999996864,-0.10008002409506862,10608
1.7524499999996834,-0.12463783992964628,10607
1.7691399999996804,-0.15708042218601656,10604
1.7858299999996774,-0.17011040265833743,10602
1.8025199999996744,-0.14170995251965118,10600
1.8192099999996714,-0.09072945107544562,10599
1.8358999999996684,-0.05134466523253617,10598
1.8525899999996653,-0.03701490543210333,10597
1.8692799999996623,-0.05164968902347621,10597
1.8859699999996593,-0.09202519663566101,10595
1.9026599999996563,-0.14556788459120965,10594
1.9193499999996533,-0.17955768138797445,10593
1.9360399999996503,-0.17900805041148724,10591
1.9527299999996472,-0.14831371330261664,10590
1.9694199999996442,-0.10759596765071817,10588
1.9861099999996412,-0.08016860836668945,10586
2.002799999999638,-0.0756171427515936,10585
2.019489999999635,-0.09390019800079494,10583
2.036179999999632,-0.12635449162323045,10579
2.052869999999629,-0.14580486961800215,10577
2.069559999999626,-0.14407346186716694,10574
2.086249999999623,-0.13144370724329876,10572
2.10293999999962,-0.11261769613335108,10571
2.119629999999617,-0.1131797799310892,10569
2.136319999999614,-0.14363437213608657,10568
2.153009999999611,-0.20194669952838956,10567
2.169699999999608,-0.2721111038383279,10565
2.186389999999605,-0.3242738731035285,10562
2.203079999999602,-0.3414036625426579,10561
2.219769999999599,-0.3403055627706761,10559
2.236459999999596,-0.3262977501819071,10558
2.253149999999593,-0.31370877578520684,10556
2.26983999999959,-0.3160896828195937,10555
2.286529999999587,-0.3414112395345242,10553
2.303219999999584,-0.37701472325868474,10553
2.319909999999581,-0.39893515169176086,10551
2.336599999999578,-0.41370320959751455,10549
2.353289999999575,-0.43257912213524585,10546
2.369979999999572,-0.45780189951649813,10544
2.386669999999569,-0.49200899133837456,10541
2.403359999999566,-0.5290191216686938,10539
2.420049999999563,-0.5633007431271202,10536
2.43673999999956,-0.5956876117513444,10536
2.453429999999557,-0.6198122788918322,10534
2.470119999999554,-0.644698617625809,10531
2.4868099999995508,-0.6828826298257148,10529
2.5034999999995478,-0.7358176912257927,10527
2.5201899999995447,-0.7943899585281778,10524
2.5368799999995417,-0.8343827342149718,10522
2.5535699999995387,-0.81870745556881,10519
2.5702599999995357,-0.7509668367692721,10517
2.5869499999995327,-0.6662546810464874,10515
2.6036399999995297,-0.5820443399775117,10513
2.6203299999995266,-0.5194627559912002,10512
2.6370199999995236,-0.49747248573235026,10511
2.6537099999995206,-0.5083078533275937,10510
2.6703999999995176,-0.5282229619497495,10509
2.6870899999995146,-0.5313390484155213,10506
2.7037799999995116,-0.5078184168184628,10502
2.7204699999995086,-0.4672845900315091,10500
2.7371599999995055,-0.4319965927669286,10499
2.7538499999995025,-0.4105127527768463,10496
2.7705399999994995,-0.40836894137806584,10494
2.7872299999994965,-0.4226424370038874,10491
2.8039199999994935,-0.43331136866411885,10490
2.8206099999994905,-0.4218988255512477,10488
2.8372999999994875,-0.37443320187831197,10487
2.8539899999994844,-0.30687127382171553,10485
2.8706799999994814,-0.24190472302671223,10484
2.8873699999994784,-0.19631874791683435,10481
2.9040599999994754,-0.17441514917197218,10477
2.9207499999994724,-0.1782363428408958,10474
2.9374399999994694,-0.19232781774862268,10471
2.9541299999994663,-0.19585365541333408,10470
2.9708199999994633,-0.1807363518930798,10468
2.9875099999994603,-0.1478317503995943,10467
