t_s,mean_log_separation,n_pairs
0.0,-2.7801067992724358,16683
0.008330000000000837,-2.391380879569235,16682
0.016660000000001673,-1.9856291480786568,16680
0.02499000000000251,-1.6897615980954184,16678
0.03332000000000335,-1.4708606724252051,16677
0.041650000000004184,-1.3070167518796598,16674
0.04998000000000502,-1.1845339261806827,16669
0.05831000000000586,-1.0949620846975459,16668
0.0666400000000067,-1.0322994899785265,16666
0.07497000000000753,-0.9926778469406211,16662
0.08330000000000837,-0.9732531004452304,16659
0.0916300000000092,-0.9695604049066577,16657
0.09996000000001004,-0.9763289488404281,16655
0.10829000000001088,-0.9786673730183075,16654
0.11662000000001171,-0.939659228131708,16652
0.12495000000001255,-0.8720613896352936,16649
0.1332800000000134,-0.7992817815856539,16648
0.14161000000001422,-0.7302789559230976,16646
0.14994000000001506,-0.6683330411245069,16645
0.1582700000000159,-0.6145223600807742,16642
0.16660000000001673,-0.5691117114934895,16641
0.17493000000001757,-0.5315710329332464,16638
0.1832600000000184,-0.5021194780470875,16636
0.19159000000001924,-0.48041880252375635,16632
0.19992000000002008,-0.46616812866218343,16630
0.20825000000002092,-0.4571085097400373,16627
0.21658000000002176,-0.4505065814566143,16626
0.2249100000000226,-0.43990508390051414,16625
0.23324000000002343,-0.42299259804477646,16623
0.24157000000002427,-0.40119653998393856,16621
0.2499000000000251,-0.37756897082745894,16618
0.25823000000002594,-0.3540429685244487,16617
0.2665600000000268,-0.33182579469483026,16616
0.2748900000000276,-0.31150758891353003,16613
0.28322000000002845,-0.2936841450678683,16611
0.2915500000000293,-0.2786060893690415,16608
0.2998800000000301,-0.2666079647569159,16607
0.30821000000003096,-0.25754264997661436,16606
0.3165400000000318,-0.25137309407137676,16605
0.32487000000003263,-0.2478941647702789,16603
0.33320000000003347,-0.24592736344407048,16602
0.3415300000000343,-0.24311615633933556,16601
0.34986000000003514,-0.2374985975442559,16600
0.358190000000036,-0.2286275636652775,16599
0.3665200000000368,-0.2163808204314913,16598
