t_s,mean_log_separation,n_pairs
0.0,-2.330687516790791,6789
0.016659999999987463,-1.7499060138439182,6786
0.033319999999974925,-1.2801180697206782,6784
0.04997999999996239,-0.9898637455868827,6782
0.06663999999994985,-0.8079857651101711,6781
0.08329999999993731,-0.695836681436737,6779
0.09995999999992478,-0.6186449281335963,6777
0.11661999999991224,-0.5283166020581408,6776
0.1332799999998997,-0.42920764900152597,6773
0.14993999999988716,-0.33296919886106735,6771
0.16659999999987463,-0.2507768281248889,6768
0.1832599999998621,-0.18126636123590956,6765
0.19991999999984955,-0.1190204056457901,6762
0.21657999999983701,-0.06265775136422624,6760
0.23323999999982448,-0.008838607626711676,6758
0.24989999999981194,0.04553591753648115,6757
0.2665599999997994,0.09895385706448741,6755
0.28321999999978686,0.14793630721144072,6751
0.2998799999997743,0.189204698519211,6749
0.3165399999997618,0.21992897800186995,6748
0.33319999999974925,0.23830167830423646,6747
0.3498599999997367,0.24373081886200443,6744
0.3665199999997242,0.23772539668676518,6742
0.38317999999971164,0.22425122717682291,6738
0.3998399999996991,0.21447623534658022,6737
0.41649999999968657,0.21855739482379857,6734
0.43315999999967403,0.24715734106141976,6732
0.4498199999996615,0.29021180518113915,6730
0.46647999999964895,0.3312741974805442,6727
0.4831399999996364,0.3607130234074291,6724
0.4997999999996239,0.37530107403104757,6722
0.5164599999996113,0.3739070109576188,6721
0.5331199999995988,0.3568654777980052,6720
0.5497799999995863,0.3261679854017166,6718
0.5664399999995737,0.28552550611082955,6715
0.5830999999995612,0.2425660640832072,6714
0.5997599999995487,0.21074062482293351,6713
0.6164199999995361,0.19889486536234427,6711
0.6330799999995236,0.19464428403625786,6710
0.649739999999511,0.18529031662255063,6709
0.6663999999994985,0.1667843201711301,6706
0.683059999999486,0.13633959268840967,6704
0.6997199999994734,0.09486270152821275,6702
0.7163799999994609,0.04668679421314852,6699
0.7330399999994484,0.002522974729955034,6698
0.7496999999994358,-0.03050524345535487,6697
0.7663599999994233,-0.06525396512633752,6695
0.7830199999994107,-0.11060022739313666,6693
0.7996799999993982,-0.17032870357923538,6691
0.8163399999993857,-0.24220000899539576,6688
0.8329999999993731,-0.3158533077531978,6685
0.8496599999993606,-0.35882635268391516,6683
0.8663199999993481,-0.33649956804136116,6682
0.8829799999993355,-0.3005161438464119,6679
0.899639999999323,-0.2781905185937617,6678
0.9162999999993104,-0.27811450020427614,6677
0.9329599999992979,-0.30093916290695816,6675
0.9496199999992854,-0.3441705695287917,6672
0.9662799999992728,-0.39901303164605245,6670
0.9829399999992603,-0.45283871559083166,6669
0.9995999999992478,-0.49306336172135684,6667
1.0162599999992352,-0.5137232517357435,6666
1.0329199999992227,-0.5147354106726275,6664
1.0495799999992101,-0.49955544378886735,6663
1.0662399999991976,-0.47165181115155774,6662
1.082899999999185,-0.43100957904196113,6659
1.0995599999991725,-0.3791253762967938,6657
1.11621999999916,-0.3191542040955584,6655
1.1328799999991475,-0.25827949886129864,6653
1.149539999999135,-0.20000671039940723,6651
1.1661999999991224,-0.14648228439784974,6649
1.1828599999991098,-0.0990197987857243,6647
1.1995199999990973,-0.057454154395073356,6645
1.2161799999990848,-0.02047078249237062,6644
1.2328399999990722,0.01428426677174707,6643
1.2494999999990597,0.0499943350177011,6639
1.2661599999990472,0.0898282890611591,6636
1.2828199999990346,0.1319674835859144,6634
1.299479999999022,0.17327678629251964,6631
1.3161399999990095,0.20787194038370052,6629
1.332799999998997,0.22972354254513663,6627
1.3494599999989845,0.23567218834640286,6626
1.366119999998972,0.2250674895592686,6624
1.3827799999989594,0.19918209379817342,6622
1.3994399999989469,0.16229640847522964,6619
1.4160999999989343,0.12649902741327693,6617
1.4327599999989218,0.11816494412383519,6615
1.4494199999989092,0.14725009140207215,6613
1.4660799999988967,0.18615457088961998,6611
1.4827399999988842,0.21947503061710993,6610
1.4993999999988716,0.24052999687584709,6608
1.516059999998859,0.24773724788356982,6606
1.5327199999988466,0.24118603822110066,6605
1.549379999998834,0.22241947036115184,6603
1.5660399999988215,0.19732975016788373,6601
1.582699999998809,0.181118186447995,6599
1.5993599999987964,0.17680031421951217,6597
1.6160199999987839,0.17299941137930452,6595
1.6326799999987713,0.16494965124433536,6593
1.6493399999987588,0.1506431550690693,6591
1.6659999999987463,0.1307978240478719,6588
1.6826599999987337,0.1090628590933653,6586
1.6993199999987212,0.09474754847323802,6584
1.7159799999987086,0.09504368079576568,6583
1.7326399999986961,0.09867992558033521,6580
1.7492999999986836,0.0938664735431325,6578
1.765959999998671,0.07320964362295919,6576
1.7826199999986585,0.036354776889483575,6575
1.799279999998646,-0.014968376980243479,6574
1.8159399999986334,-0.07331578555519458,6573
1.8325999999986209,-0.12219266542889619,6571
1.8492599999986084,-0.14348047553805932,6568
1.8659199999985958,-0.12886690034953532,6567
1.8825799999985833,-0.09428137692090555,6566
1.8992399999985707,-0.06206241096013223,6564
1.9158999999985582,-0.04138159630885013,6562
1.9325599999985457,-0.03499467957695529,6559
1.9492199999985331,-0.04190977549455645,6557
1.9658799999985206,-0.05856616043950066,6556
1.982539999998508,-0.08050933400452054,6554
1.9991999999984955,-0.10218914963533152,6552
2.015859999998483,-0.11783094228988761,6550
2.0325199999984704,-0.12653602557844554,6548
2.049179999998458,-0.13176770015098388,6546
2.0658399999984454,-0.1386352435118892,6544
2.082499999998433,-0.14920547925616742,6542
2.0991599999984203,-0.1623084614548754,6540
2.1158199999984078,-0.1740320980726219,6538
2.132479999998395,-0.18101311472558054,6536
