frequency_Hz,theory_amplitude
0.0,0.000555381102048806
0.016666673333335724,0.00046624392720908493
0.03333334666667145,9.588592502153628e-05
0.05000002000000717,3.18124456316171e-05
0.0666666933333429,3.25772836910382e-05
0.08333336666667862,2.4401398927350205e-05
0.10000004000001433,2.117339224763809e-05
0.11666671333335006,3.45018064700663e-05
0.1333333866666858,2.405189704942044e-05
0.1500000600000215,2.3013593726449984e-05
0.16666673333335724,3.917254814645463e-05
0.18333340666669296,3.130585077998116e-05
0.20000008000002867,2.9002354959131218e-05
0.2166667533333644,2.8943594367457203e-05
0.23333342666670012,1.5884686916941225e-05
0.25000010000003586,4.3225838992204074e-05
0.2666667733333716,2.643993915730117e-05
0.2833334466667073,1.1788283334459237e-05
0.300000120000043,2.5453997848550734e-05
0.31666679333337877,3.3301285227204836e-05
0.3333334666667145,7.599766494619241e-05
0.3500001400000502,3.870732237870461e-05
0.3666668133333859,1.562253278155572e-05
0.3833334866667216,3.71910406762504e-05
0.40000016000005734,5.363081591418934e-05
0.4166668333333931,3.5688463711944664e-05
0.4333335066667288,2.5259319700254276e-05
0.45000018000006453,3.2702072141752336e-05
0.46666685333340024,0.000107674773554836
0.48333352666673596,0.0001120517825315417
0.5000002000000717,8.538471537465298e-05
0.5166668733334074,0.00019532810279081225
0.5333335466667432,0.0002839506561593435
0.5500002200000789,0.00032454043476375696
0.5666668933334146,0.00025998243092023544
0.5833335666667503,0.00022128840991047577
0.600000240000086,0.0002363484115746095
0.6166669133334217,0.000274196131746011
0.6333335866667575,0.00032885574131885084
0.6500002600000933,0.000327412803398407
0.666666933333429,0.00031704385517095535
0.6833336066667647,0.0004751702416169255
0.7000002800001004,0.0008243226815283481
0.7166669533334361,0.000997892632785839
0.7333336266667718,0.0008247359386253973
0.7500003000001075,0.00041841046411223874
0.7666669733334432,0.00021849778366540628
0.783333646666779,0.0012472909877842846
0.8000003200001147,0.0024862457490465017
0.8166669933334505,0.0025687211150104044
0.8333336666667862,0.0019334796830330983
0.8500003400001219,0.0021140583177277263
0.8666670133334576,0.003767358399232501
0.8833336866667933,0.004622243816985861
0.9000003600001291,0.003985839343176974
0.9166670333334648,0.012045105825957338
0.9333337066668005,0.023280535333042304
0.9500003800001362,0.021455134156917913
0.9666670533334719,0.00982494145533956
0.9833337266668077,0.00798375404531794
1.0000004000001435,0.010896329204436133
1.016667073333479,0.013141863366990721
1.0333337466668149,0.013879770722395953
1.0500004200001505,0.014509161525680147
1.0666670933334863,0.017199593661777642
1.0833337666668221,0.01001302237187328
1.1000004400001577,0.007620878828314608
1.1166671133334936,0.011901017922957738
1.1333337866668292,0.02302883963398571
1.150000460000165,0.03384433309157449
1.1666671333335006,0.009757797421112477
1.1833338066668364,0.10465619439656225
1.200000480000172,0.20821365686359075
1.2166671533335078,0.193251993744949
1.2333338266668434,0.05285996381730764
1.2500005000001793,0.036125555698527996
1.266667173333515,0.005941066917051462
1.2833338466668507,0.009576175431416232
1.3000005200001865,0.0220411711433073
