Frequency_Hz,bob1,bob2,bob3,bob4,bob5
0.0,0.0007657146727313977,0.0002724538424781246,0.0006637896762117856,0.0006583836765643921,0.0011725880546904009
0.007184632186706,0.0005350795225920661,0.0002699950402736557,0.0005279844397742086,0.0005518567302011448,0.0007183347140462611
0.014369264373412,0.0001212611604564788,8.361655960888585e-05,0.00020891040184835044,0.00019904483705966477,0.0001045915136519218
0.021553896560118,0.00035757452624279076,0.00010707242855901218,0.00019336561651009677,5.380480593176985e-05,0.00018452930006881076
0.0287385287468241,0.0010988938778514442,0.0014777381612916635,0.0016878810522407723,0.0006386710268402871,0.0023979792912267018
0.0359231609335301,0.0029019235390356462,0.0061961450870027125,0.0043688266164950435,0.0008127574080022746,0.004916208128164663
0.0431077931202361,0.0038295138570935195,0.010439581337171695,0.005718073122410969,0.0006618032310844046,0.009366039295345416
0.0502924253069421,0.001896235772322912,0.0038780823487583127,0.006876168976226113,0.00033775544604033506,0.01770003431405758
0.0574770574936482,0.0062213572428550775,0.00909151685310458,0.006757856102497881,0.0018096075801094299,0.023069821706091762
0.0646616896803542,0.009817466831649236,0.016928851997316488,0.0027705364610887554,0.0024312089462246085,0.013686005265425048
0.0718463218670602,0.00915528242016678,0.01643965022173523,0.001243869285428382,0.0020811523861654162,0.004871116289420338
0.0790309540537663,0.003247672057387165,0.008798264327440408,0.0021541215049205053,0.002060927684793864,0.006186688398074057
0.0862155862404723,0.00459845450184632,0.010145562807789957,0.001468512667437152,0.0021295344479819417,0.004147507834977025
0.0934002184271783,0.0033070737774084312,0.010619400170974421,0.005800939387932726,0.004105806927394358,0.004281232310888686
0.1005848506138843,0.00040552033760627766,0.0037520143539881683,0.003121115228008008,0.004176026744962943,0.003067906272656579
0.1077694828005904,0.003195289596893364,0.005655047648345283,0.0014200949563601207,0.0022034802488411073,0.0017995728381899052
0.1149541149872964,0.0028915756330798476,0.0076381402221911395,0.0017027526825196325,0.0013572408026235729,0.0012330012271078647
0.1221387471740024,0.0007041959692961364,0.004601130264962618,0.002522068224021539,0.0022688672020295723,0.004256402047165506
0.1293233793607084,0.0034197138563666686,0.01265759634571479,0.002035659886699024,0.001811031154779369,0.0013375440186373935
0.1365080115474145,0.0030222283560543475,0.013188045549315557,0.003127946613291218,0.0026783797831836866,0.002696212523554579
0.1436926437341205,0.003079742496225763,0.005171567100037295,0.0015941980826147616,0.0015105761323175404,0.006370042534514043
0.1508772759208265,0.003184798158120553,0.0024324921315354527,0.0035054886653196646,0.0011675510281591278,0.001023305989649387
0.1580619081075326,0.0013175201623587985,0.003387969347872355,0.0052457695744673825,0.0008294456488880928,0.0035480681216378844
0.1652465402942386,0.0010683298419227332,0.0022102082106823843,0.002308235953439339,0.0010418664409558537,0.0008011938886001111
0.1724311724809446,0.002168721093356661,0.007043260800642464,0.0028728080053208433,0.0018178714055472537,0.002515114215331933
0.1796158046676506,0.0015362908908877677,0.004802728874557755,0.003920801307579858,0.002092831460710593,0.0026844258583255437
