Frequency_Hz,single_pendulum
1.57634547,0.00025197397726578306
1.58388779,0.0002555203809003883
1.59143011,6.772674486125211e-05
1.59897243,0.0006617520062775907
1.60651476,0.0005037590109296669
1.61405708,0.0004962710416614824
1.6215994,0.0002830034176640524
1.62914173,0.00032539935502725
1.63668405,0.00034464739951266596
1.64422637,0.0005452653010892019
1.65176869,0.000899252743006707
1.65931102,0.0005205785869130226
1.66685334,0.000730788628219911
1.67439566,0.0005526455524060061
1.68193798,0.00013360587782797008
1.68948031,0.00021899951951897135
1.69702263,0.0003252490397938752
1.70456495,0.000526631201907419
1.71210728,0.0005610673516422989
1.7196496,0.00018258244025740132
1.72719192,0.00025724409663288703
1.73473424,0.0006547799122388372
1.74227657,0.0005645534332241311
1.74981889,0.00025139682744843055
1.75736121,0.00016541122605550525
1.76490354,0.0005822946706386236
1.77244586,0.00039344897667121186
1.77998818,0.00039184376135517694
1.7875305,0.0005597396590601776
1.79507283,0.00023190127075309612
1.80261515,0.0005017328740174335
1.81015747,0.0007259601144194491
1.8176998,0.00020303732533413573
1.82524212,0.00013346663442452097
1.83278444,0.00030665434885664475
1.84032676,0.0003121312207307347
1.84786909,8.435108500728204e-05
1.85541141,0.00013829407898411283
1.86295373,9.43444370654776e-05
1.87049605,0.0006263898816967009
1.87803838,0.0007703517556614578
1.8855807,0.00025695368919933354
1.89312302,0.0005950854467800625
1.90066535,0.00019178683936992922
1.90820767,0.00039862209336709824
1.91574999,0.0005233462299118391
1.92329231,0.0005334415583572888
1.93083464,0.0004728066767660551
1.93837696,0.0007219303466245672
1.94591928,0.0006602572951471666
1.95346161,0.0002589739528425327
1.96100393,0.00015405087385612313
1.96854625,0.000360418552659969
1.97608857,0.000502620474939939
1.9836309,0.0006419310786257232
1.99117322,0.0004574805691962948
1.99871554,0.00023028844301793745
2.00625787,0.00010775536184337627
2.01380019,0.0003991610119012723
2.02134251,0.0005518818033116565
2.02888483,5.8110936863444886e-05
2.03642716,0.0001912835019903258
2.04396948,0.00020003249699912065
2.0515118,0.00011477401523657662
2.05905412,0.00013034409014378345
2.06659645,0.0001801443368454655
2.07413877,0.000358300677494969
2.08168109,0.00019470812121361394
2.08922342,0.0005566574466634988
2.09676574,0.00040917919071754865
2.10430806,0.000308102929574648
2.11185038,0.0004201149735266794
2.11939271,0.0003272879121286139
2.12693503,0.00017821065812654262
2.13447735,0.00012822988053906174
2.14201968,0.0005433687115098009
2.149562,0.0007226143011684774
2.15710432,0.0005843110537910604
2.16464664,0.00023220030869216716
2.17218897,0.00019197949274346054
2.17973129,3.108171191067616e-05
2.18727361,0.00018331957472940744
2.19481594,0.00020248763076747685
2.20235826,0.00031901979308961045
2.20990058,0.00016176705753777508
2.2174429,0.0004515914932247651
2.22498523,0.00023804649464740377
2.23252755,0.00015683861739888098
2.24006987,0.00023646550500903746
2.24761219,0.0001015786251886193
2.25515452,0.0004705447160843727
2.26269684,0.0004962991684550716
2.27023916,0.0003701030802334638
2.27778149,0.0003991173153596132
2.28532381,0.00031454050528313253
2.29286613,0.00018358511863696215
2.30040845,0.00040826278614911185
2.30795078,0.0002994774821218745
2.3154931,9.761718135438729e-05
2.32303542,0.00029831192809396317
2.33057775,0.0002446203715090595
2.33812007,0.0001072260568791866
2.34566239,0.00016879386675154216
2.35320471,2.5314193749407094e-05
2.36074704,0.0001950687080960513
2.36828936,0.00021167768600148076
2.37583168,0.00013927185953048113
2.38337401,0.00046179357799912437
2.39091633,0.0005216944781128198
2.39845865,0.00016577580533550364
2.40600097,0.0002442251990954017
2.4135433,0.0001226977288507287
2.42108562,0.0001228104977195419
2.42862794,0.00018407358517546235
2.43617026,0.00035202900535099245
2.44371259,0.0001168446465369318
2.45125491,0.0007210750358165519
2.45879723,0.0008228503310465609
2.46633956,0.0003998653553329185
2.47388188,0.00019792017623004206
2.4814242,0.0004811111706197975
2.48896652,0.00037205213939826284
2.49650885,9.363571888463881e-05
2.50405117,0.0001782146850355068
2.51159349,0.00021262463765433782
2.51913582,0.0004149283733889393
2.52667814,0.0005036115975130917
2.53422046,0.00012057770499351437
2.54176278,0.00030058990451723344
2.54930511,0.0004834178021265979
2.55684743,0.00038125424830140237
2.56438975,0.00015374239980511128
2.57193208,0.00036428879853889304
2.5794744,0.0003814491249036105
2.58701672,0.00018298932224721038
2.59455904,6.25514742658094e-05
2.60210137,0.0004380141862765856
2.60964369,0.00042537997989666656
2.61718601,0.0001393072630227987
2.62472833,8.585922280932266e-05
2.63227066,0.00029623511751665873
2.63981298,0.000355809541696291
2.6473553,0.00038956172218417766
2.65489763,0.0005277704327199238
2.66243995,0.00041421167344548937
2.66998227,0.0002767973602743135
2.67752459,0.0003041297126959564
2.68506692,0.00018771750098395328
2.69260924,8.151587037598405e-05
2.70015156,7.899734984014809e-05
2.70769389,7.844418799041165e-05
2.71523621,4.566297664147933e-05
2.72277853,0.00013790640687857093
2.73032085,0.00021908702542803064
2.73786318,0.00023351095927792733
2.7454055,0.0005394852548086873
2.75294782,0.0004982679278111142
2.76049015,0.00025806906487228266
2.76803247,6.504076583840653e-05
2.77557479,0.00019218202607825102
2.78311711,0.00021283706340716616
2.79065944,0.0002784146615245828
2.79820176,2.4801895504389767e-05
2.80574408,0.00015881045868449022
2.8132864,0.00010466764661367147
2.82082873,0.00026280638657824883
2.82837105,0.000528912031647736
2.83591337,0.0006860555754683288
2.8434557,0.00045436801688571973
2.85099802,0.00042190970423117505
2.85854034,0.0005022864654116138
2.86608266,0.00025990500852266554
2.87362499,8.581358944279121e-05
2.88116731,4.161807537167397e-05
2.88870963,0.00012291040557701563
2.89625196,0.00015956436814895412
2.90379428,9.229148933663693e-05
2.9113366,0.00014709521367788065
2.91887892,0.00010144885353166635
2.92642125,0.0001157468930194942
2.93396357,0.0003319189451453942
2.94150589,0.0002714250071036873
2.94904822,0.00032337591153603555
2.95659054,0.0002252353765864108
2.96413286,0.00013135673557994934
2.97167518,0.00010497091332278386
2.97921751,5.983313871954873e-05
2.98675983,2.0691255627293346e-05
2.99430215,0.00016178300497128982
3.00184448,0.00019215305916683541
3.0093868,0.0002143126709443608
3.01692912,0.00038293897789035673
3.02447144,0.0002618105515648866
3.03201377,0.0003028391989013214
3.03955609,0.00035264315833567306
3.04709841,0.0003937837109390037
3.05464073,0.0004002940102402566
3.06218306,0.00014930980123031344
3.06972538,0.0004278513986568182
3.0772677,0.0004185583394432148
3.08481003,0.00017873421541053219
3.09235235,0.00023198001290994808
3.09989467,7.296844778403165e-05
3.10743699,6.041920020824989e-05
