Frequency_Hz,3cm_experiment,5cm_experiment
0.85855581,0.002134848339743927,0.0016125920619050869
0.86409488,0.0017831540503297743,0.0029306294921766693
0.86963395,0.0014308060602003046,0.004702357002820768
0.87517302,0.002136433452197305,0.00860929805193509
0.88071209,0.002597214514346353,0.007531340145992015
0.88625116,0.0018310244715746703,0.007531340145992015
0.89179023,0.0021485134892898303,0.0036090419145785578
0.8973293,0.0022513867672403036,0.0017553407940080633
0.90286837,0.0022028184037484423,0.0029398161000916447
0.90840744,0.0016847395337091983,0.0029398161000916447
0.91394651,0.0016681613858871513,0.0021057376679069974
0.91948558,0.0021139515034169915,0.0018778526252281086
0.92502465,0.0022380006484537533,0.0019348546790901905
0.93056372,0.001519276129025378,0.001753129987241247
0.93610279,0.0018569911932141898,0.001753129987241247
0.94164186,0.00212657878406757,0.0017175969848696442
0.94718093,0.0013697667365345073,0.001420479707436611
0.95272,0.0010102464728009256,0.001329971119508956
0.95825907,0.0012911367460665467,0.001329971119508956
0.96379814,0.001758364347517958,0.0015808101051977576
0.96933721,0.0015024557016979116,0.001799126295970707
0.97487628,0.0011662379442501233,0.001265889438974222
0.98041534,0.0014828871101800656,0.001265889438974222
0.98595441,0.0016679016224135962,0.0009216606854274452
0.99149348,0.002129317620946164,0.0012826507333179576
0.99703255,0.0022643020904503024,0.0020386538366727876
1.00257162,0.0016412378384683328,0.0028416527239426724
1.00811069,0.0014968074854240366,0.0028416527239426724
1.01364976,0.0019303478367215642,0.002508539867015606
1.01918883,0.0021645464904384965,0.004593598941757827
1.0247279,0.0026743299464435555,0.006182600503803884
1.03026697,0.0023455519974750847,0.006182600503803884
1.03580604,0.0018019271250239784,0.0027430140281389168
1.04134511,0.001444277746961356,0.0013337670778234387
1.04688418,0.0016773826378921515,0.0017231823912961044
1.05242325,0.0016641388801272386,0.0017231823912961044
1.05796232,0.001608909148516892,0.0013895602499305786
1.06350139,0.0019736519203339678,0.0011737941051881886
1.06904046,0.0030512871149841877,0.0014133154740892761
1.07457953,0.004929902664311542,0.001252926747852739
1.0801186,0.017666059593584686,0.001252926747852739
1.08565767,0.019714693584580136,0.0011713743443628394
1.09119674,0.005829565405073082,0.0008820026431081394
1.09673581,0.0023028171917111855,0.0015294800969410057
1.10227488,0.0029682053559937265,0.0015294800969410057
1.10781395,0.0026469882913385564,0.002110545598690534
1.11335302,0.0018301067896777806,0.001748478667032291
1.11889209,0.0016420787768274786,0.0016332966308540873
1.12443116,0.002096899762298201,0.0024865218008976804
1.12997023,0.0017477011231937323,0.0024865218008976804
1.1355093,0.001079423672453966,0.0033152409149901536
1.14104837,0.0012568515305993303,0.00549662723832663
1.14658744,0.0016712149075832428,0.004522884849330006
1.15212651,0.0014033428556013477,0.004522884849330006
1.15766558,0.002034123045760763,0.002281966604033942
1.16320465,0.002104653807966498,0.0025650861548742934
1.16874372,0.0017313142182715047,0.001769839360536529
1.17428279,0.0008746968405852554,0.001769839360536529
1.17982186,0.0009472444181179143,0.0011863823546574583
1.18536093,0.001380287308446676,0.001214424152334472
1.1909,0.0014415600065695027,0.0006593277402888112
1.19643906,0.0012415677100149351,0.0011834248091405195
1.20197813,0.0015974428861832742,0.0011834248091405195
1.2075172,0.0019082027570533702,0.0016265399513764173
1.21305627,0.0014393255459452553,0.0015717162524938688
1.21859534,0.001852183479467526,0.0010124989103593323
1.22413441,0.0022897393452427353,0.0010124989103593323
1.22967348,0.0017048894287793033,0.0017695441641623457
1.23521255,0.0013984923898662832,0.0022935603067336854
1.24075162,0.0013124241094255786,0.0025353112314586827
1.24629069,0.0015647838579353898,0.0025353112314586827
1.25182976,0.0019296758459711445,0.003151409543789311
1.25736883,0.0025078583908916077,0.007356341861287225
1.2629079,0.002619579321374308,0.011440709317536085
1.26844697,0.0017183387552594642,0.007431758281554589
1.27398604,0.006452386266390438,0.007431758281554589
1.27952511,0.008607983326829311,0.0016782898663691014
1.28506418,0.0035844087303608303,0.001780003607402729
1.29060325,0.001369845099807332,0.00168008688106495
1.29614232,0.002001115371807283,0.00168008688106495
1.30168139,0.0012911131903623316,0.001197132590762124
1.30722046,0.0010154824202927176,0.002121961461597728
1.31275953,0.0016679083497583773,0.0021471121234334246
1.3182986,0.001725900407515544,0.0021471121234334246
1.32383767,0.0008863297825628508,0.0017084106748659893
1.32937674,0.001276460054638211,0.002921297871820321
1.33491581,0.0015598629936795978,0.0023941789801540793
1.34045488,0.0016336284402858328,0.007319431789500853
1.34599395,0.00224080826662045,0.007319431789500853
1.35153302,0.0024335189951872342,0.01225748161414373
1.35707209,0.002226652902544657,0.031218498910111088
1.36261116,0.002644916762262881,0.07472087374057255
1.36815023,0.004193353110682343,0.07472087374057255
1.3736893,0.014105799510073277,0.2888585527484947
1.37922837,0.03397808703765803,0.7870122696125373
1.38476744,0.08153043717925729,1.0
1.39030651,0.44855127809030165,0.42859436330546186
1.39584558,1.0,0.42859436330546186
1.40138465,0.6091977149137208,0.021023425825635322
1.40692372,0.043538396268006783,0.0036640917640216233
1.41246279,0.003001688331226359,0.002759799816415116
1.41800185,0.004954337093070503,0.002759799816415116
1.42354092,0.002388772607080596,0.003438243158764238
1.42907999,0.00149089657665896,0.0012364075421405145
1.43461906,0.0014201042246711115,0.0016513382321101543
1.44015813,0.0017970951270970495,0.0016513382321101543
1.4456972,0.0009277152007823898,0.001719198560710601
1.45123627,0.0016673411813265652,0.0012959286237152904
1.45677534,0.002163302846432135,0.0012667732554848467
1.46231441,0.0018308939662231049,0.002295291582538976
1.46785348,0.001382845687291504,0.002295291582538976
1.47339255,0.0017215761767832292,0.0015221903266046822
1.47893162,0.00205072989437926,0.0027965819559241855
1.48447069,0.00161607683876332,0.005418209976268339
1.49000976,0.0007179497959735721,0.005418209976268339
1.49554883,0.001002914782181167,0.006101976369181153
1.5010879,0.0011585276568039922,0.010815365051635096
1.50662697,0.0016557949365773397,0.011587398538807893
1.51216604,0.0014261426560833123,0.011587398538807893
1.51770511,0.0015510732083746186,0.02126284589220986
1.52324418,0.0015345859338257953,0.028040167895318276
1.52878325,0.0013092467343578356,0.017243521674763302
1.53432232,0.00160188001381298,0.008414759428308917
1.53986139,0.0014396697325422866,0.008414759428308917
1.54540046,0.0015703955271596205,0.004162163525234802
1.55093953,0.001930126936959093,0.0020153279001973124
1.5564786,0.0017185131541533351,0.0011694873046919892
1.56201767,0.001490278273295297,0.0011694873046919892
1.56755674,0.0008779346654337168,0.0016354966613440233
1.57309581,0.0011428951365359946,0.0008972159735475353
1.57863488,0.0011084365952987562,0.0011308371532909609
1.58417395,0.0014242101989048747,0.0011308371532909609
1.58971302,0.0011759518522434461,0.0014301224853167829
1.59525209,0.0012116055047136985,0.001384778825315281
