Frequency_Hz,experiment,model_scale0p5
0.0,0.0025071494013169456,0.15016353849660968
0.00553907,0.0020070208394352375,0.15016353849660968
0.01107814,0.0007653048819232402,0.28906924696638736
0.01661721,0.001298298456160831,0.28906924696638736
0.02215628,0.0024074867374059544,0.28906924696638736
0.02769535,0.0032457991592952035,0.07913410368730643
0.03323442,0.003406823681407622,0.07913410368730643
0.03877349,0.00467117970248135,0.07913410368730643
0.04431256,0.006721222306484325,0.03852593790863024
0.04985163,0.009189906187482135,0.03852593790863024
0.0553907,0.007730968554781706,0.03852593790863024
0.06092977,0.007727033005888523,0.025643024315385416
0.06646884,0.010510012107159414,0.025643024315385416
0.07200791,0.011626030635726368,0.025643024315385416
0.07754698,0.012244520973263529,0.04240618287571906
0.08308605,0.010722345632940103,0.04240618287571906
0.08862512,0.007313973367619464,0.04240618287571906
0.09416419,0.005617020955589631,0.03456909927479158
0.09970326,0.006523122186237504,0.03456909927479158
0.10524233,0.006187616040221696,0.03456909927479158
0.11078139,0.005043253311610588,0.018400033962996176
0.11632046,0.004678094839839383,0.018400033962996176
0.12185953,0.0048948622787548125,0.018400033962996176
0.1273986,0.0036232010957069523,0.013815068855969207
0.13293767,0.005065492550917289,0.013815068855969207
0.13847674,0.00584075554808364,0.013815068855969207
0.14401581,0.008472546980260284,0.01743854560386027
0.14955488,0.007147258917797215,0.01743854560386027
0.15509395,0.006154998925481785,0.01743854560386027
0.16063302,0.008481896813648374,0.01714624153123874
0.16617209,0.0066903356309002664,0.01714624153123874
0.17171116,0.005003758093331773,0.01714624153123874
0.17725023,0.0035695834400354468,0.007471368250721968
0.1827893,0.0038609735575153375,0.007471368250721968
0.18832837,0.004418084325983794,0.007471368250721968
0.19386744,0.005546612503569928,0.005058213383095383
0.19940651,0.004830425803895717,0.005058213383095383
0.20494558,0.004062605519335045,0.005058213383095383
0.21048465,0.004972499222606381,0.006234691899990435
0.21602372,0.004094810528574368,0.006234691899990435
0.22156279,0.0041153974057211214,0.006234691899990435
0.22710186,0.003655193433424192,0.003917994485699703
0.23264093,0.0045698907061888835,0.003917994485699703
0.23818,0.005046134965727645,0.003917994485699703
0.24371907,0.00251801145142929,0.0034089244105661503
0.24925814,0.004322726048473888,0.0034089244105661503
0.25479721,0.0044503209092477646,0.0034089244105661503
0.26033628,0.004731090278396197,0.0030963859706924267
0.26587535,0.004186589663962755,0.0030963859706924267
0.27141442,0.0035845053549423494,0.0030963859706924267
0.27695349,0.003203636866753247,0.0037486078924871707
0.28249256,0.003389770441481072,0.0037486078924871707
0.28803163,0.00305416664324831,0.0037486078924871707
0.2935707,0.0019934471900152364,0.004893889933892366
0.29910977,0.002902491127331751,0.004893889933892366
0.30464884,0.0051259456851228576,0.004893889933892366
0.31018791,0.006360984368269707,0.006102809602606983
0.31572698,0.004494267023694198,0.006102809602606983
0.32126605,0.003942457748390343,0.006102809602606983
0.32680511,0.0029248136589582153,0.0058164774037231465
0.33234418,0.0036407605749089553,0.0058164774037231465
0.33788325,0.00375813028785218,0.0058164774037231465
0.34342232,0.003138334685546744,0.0036758385720631523
0.34896139,0.002971356301186317,0.0036758385720631523
0.35450046,0.0041407299235350845,0.0036758385720631523
0.36003953,0.00401909664402219,0.002099538640018723
0.3655786,0.00464886897642156,0.002099538640018723
0.37111767,0.0033619583198699066,0.002099538640018723
0.37665674,0.00212327264706978,0.001504718851076767
0.38219581,0.0024722948233027444,0.001504718851076767
0.38773488,0.002651609100361708,0.001504718851076767
0.39327395,0.0035051142688474566,0.001514770498515653
0.39881302,0.003947482244151463,0.001514770498515653
0.40435209,0.003364652182496008,0.001514770498515653
0.40989116,0.0033316525966059405,0.0016056656519014207
0.41543023,0.0026227563790695327,0.0016056656519014207
0.4209693,0.0020261460458982153,0.0016056656519014207
0.42650837,0.0026055891403657197,0.0011352782512156526
0.43204744,0.0023362553959479396,0.0011352782512156526
0.43758651,0.0029862141822636426,0.0011352782512156526
0.44312558,0.003681461020854905,0.0005565438389435335
0.44866465,0.0043667026876413354,0.0005565438389435335
0.45420372,0.002648872954190031,0.0005565438389435335
0.45974279,0.0034122876038528704,0.0005676852186734585
0.46528186,0.003770268377264792,0.0005676852186734585
0.47082093,0.0026517263237029885,0.0005676852186734585
0.47636,0.003411364160682287,0.0006441844047611171
0.48189907,0.004233642645001187,0.0006441844047611171
0.48743814,0.0040418099292837415,0.0006441844047611171
0.49297721,0.003827283482055025,0.00024167322129136753
0.49851628,0.002865955984487931,0.00024167322129136753
0.50405535,0.0013379034651386551,0.00024167322129136753
0.50959442,0.0018241957035197286,0.00033559224187820736
0.51513349,0.0025275552351120864,0.00033559224187820736
0.52067256,0.0021456354259787543,0.00033559224187820736
0.52621163,0.003606378398089972,0.0004096027914869244
0.5317507,0.0036649046636374823,0.0004096027914869244
0.53728977,0.0038515424728138626,0.0004096027914869244
0.54282884,0.003427011207134879,0.0004677932134028233
0.5483679,0.002810859935907918,0.0004677932134028233
0.55390697,0.0027684425353869378,0.0004677932134028233
0.55944604,0.0020422552966582186,0.00032374645368292394
0.56498511,0.0018207698632327852,0.00032374645368292394
0.57052418,0.0020398699635058672,0.00032374645368292394
0.57606325,0.0024711264689915866,0.0002664553298314918
0.58160232,0.003763558147401289,0.0002664553298314918
0.58714139,0.0034268141344474014,0.0002664553298314918
0.59268046,0.001435859052953386,0.00034470435946316327
0.59821953,0.002631261722142249,0.00034470435946316327
0.6037586,0.003728450240865924,0.00034470435946316327
0.60929767,0.0036700033227421948,0.00039649059602579815
0.61483674,0.0030367955951193927,0.00039649059602579815
0.62037581,0.0037732385083247407,0.00039649059602579815
