t_s,experiment_z
0.0,-1.445053300059465
0.016689999999996985,-1.4968928997232558
0.03337999999999397,-1.5234828574821433
0.050069999999990955,-1.5296087745695297
0.06675999999998794,-1.5158885934402062
0.08344999999998493,-1.5037231312980306
0.10013999999998191,-1.4864963520831143
0.1168299999999789,-1.4639366410658232
0.13351999999997588,-1.433705977482094
0.15020999999997287,-1.3852354708085584
0.16689999999996985,-1.3103033099327763
0.18358999999996684,-1.2186403226510312
0.20027999999996382,-1.0713876547278307
0.2169699999999608,-0.8387188982781669
0.2336599999999578,-0.5180114429566679
0.2503499999999548,-0.09191417124607462
0.26703999999995176,0.45680991131774307
0.28372999999994875,1.08403809046744
0.30041999999994573,1.7755675295464541
0.3171099999999427,2.4673565133990025
0.3337999999999397,3.0674353171692363
0.3504899999999367,3.543156844577089
0.36717999999993367,3.8786548659271776
0.38386999999993066,4.064329292380545
0.40055999999992764,4.075916751540941
0.4172499999999246,3.9065960168797025
0.4339399999999216,3.5677909726895716
0.4506299999999186,3.0755515104290256
0.4673199999999156,2.436861270071037
0.48400999999991257,1.6971833935389924
0.5006999999999096,0.8208936379626904
0.5173899999999065,-0.12310209708904257
0.5340799999999035,-1.1198059121847488
0.5507699999999005,-2.0609910256453152
0.5674599999998975,-2.897878189100045
0.5841499999998945,-3.5699515279542573
0.6008399999998915,-4.0545457806380005
0.6175299999998884,-4.336189682214524
0.6342199999998854,-4.452842549713353
0.6509099999998824,-4.367034412367524
0.6675999999998794,-4.110907438255112
0.6842899999998764,-3.727158597334438
0.7009799999998734,-3.2470630472730577
0.7176699999998704,-2.7382793199383246
0.7343599999998673,-2.212038980042808
0.7510499999998643,-1.698153877174076
0.7677399999998613,-1.1822314160411957
0.7844299999998583,-0.6795902994753704
0.8011199999998553,-0.21588003567256014
0.8178099999998523,0.18815721363778867
0.8344999999998493,0.5480983107027111
0.8511899999998462,0.8364644048933629
0.8678799999998432,1.0822695236973523
0.8845699999998402,1.3046916707372833
0.9012599999998372,1.4844738998458675
0.9179499999998342,1.630718548057173
0.9346399999998312,1.7642252270486767
0.9513299999998281,1.848917198059843
0.9680199999998251,1.8848895405315889
0.9847099999998221,1.8869067258694023
1.001399999999819,1.8477873988331048
1.018089999999816,1.7611473903105905
1.034779999999813,1.612965690317739
1.05146999999981,1.3649757267240283
1.068159999999807,1.044745623825695
1.084849999999804,0.6639449798946739
1.101539999999801,0.2559602430404223
1.118229999999798,-0.14870315373294346
1.134919999999795,-0.4837992845335493
1.151609999999792,-0.7239199068344246
1.168299999999789,-0.8044140109553853
1.184989999999786,-0.7335462526450196
1.201679999999783,-0.5452239691717963
1.21836999999978,-0.2536438634367518
1.235059999999777,0.0894315953138984
1.2517499999997739,0.3792461579552848
1.2684399999997709,0.5938866992889137
1.2851299999997678,0.7118553522321902
1.3018199999997648,0.7389097365158233
1.3185099999997618,0.6888244502074824
1.3351999999997588,0.5390367054390856
1.3518899999997558,0.2737793270497119
1.3685799999997528,-0.09473506295194202
1.3852699999997498,-0.5523758506010114
1.4019599999997467,-1.0607801202107687
1.4186499999997437,-1.6017059794933508
1.4353399999997407,-2.1499885277863067
1.4520299999997377,-2.641752115918119
1.4687199999997347,-3.0427785166699164
1.4854099999997317,-3.3170170883262524
1.5020999999997287,-3.4426814749578227
1.5187899999997256,-3.374979192944163
1.5354799999997226,-3.1451884364642333
1.5521699999997196,-2.7290795716142897
1.5688599999997166,-2.1605105161147664
1.5855499999997136,-1.4879729877477872
1.6022399999997106,-0.7782275990328084
1.6189299999997075,-0.04612160996895568
1.6356199999997045,0.6619998967002225
1.6523099999997015,1.319310288000708
1.6689999999996985,1.9003813015298154
1.6856899999996955,2.3801767605302553
1.7023799999996925,2.7233730288933367
1.7190699999996895,2.9795504314148706
1.7357599999996864,3.1714903541024255
1.7524499999996834,3.2469200229915987
1.7691399999996804,3.22841595617313
1.7858299999996774,3.1018499506448425
1.8025199999996744,2.879891556426918
1.8192099999996714,2.6192130448570086
1.8358999999996684,2.350591482765659
1.8525899999996653,2.045123955936403
1.8692799999996623,1.7280580536583394
1.8859699999996593,1.3685240174313833
1.9026599999996563,0.9489794147995442
1.9193499999996533,0.45489498583101967
1.9360399999996503,-0.10670492334022899
1.9527299999996472,-0.7228242283057683
1.9694199999996442,-1.3988553890942592
1.9861099999996412,-2.064493956187227
2.002799999999638,-2.7275070799870926
2.019489999999635,-3.295183526747215
2.036179999999632,-3.7206303285598126
2.052869999999629,-3.957332785334233
2.069559999999626,-3.9873310924273073
2.086249999999623,-3.7624817381552194
2.10293999999962,-3.346896379731104
2.119629999999617,-2.776818927452861
2.136319999999614,-2.0948020776657175
2.153009999999611,-1.4111237877050375
2.169699999999608,-0.7520380950042092
2.186389999999605,-0.14270445505327525
2.203079999999602,0.3969323396096894
2.219769999999599,0.8283163038950361
2.236459999999596,1.1799254970697861
2.253149999999593,1.4092737611930533
2.26983999999959,1.5312514542646112
2.286529999999587,1.5723353997213396
2.303219999999584,1.528163234584991
2.319909999999581,1.3878415916241158
2.336599999999578,1.1793797270035788
2.353289999999575,0.9155112987253925
2.369979999999572,0.6142387277853
2.386669999999569,0.34046164862875694
2.403359999999566,0.11605984144908765
2.420049999999563,-0.049423411790798503
2.43673999999956,-0.12053322265353368
2.453429999999557,-0.09932414789055015
2.470119999999554,0.007332895137875287
2.4868099999995508,0.2582097387219167
2.5034999999995478,0.6023915355147044
2.5201899999995447,0.9628418953353854
2.5368799999995417,1.3111461347391749
2.5535699999995387,1.5858443879134918
2.5702599999995357,1.771392156406893
2.5869499999995327,1.90391991992267
2.6036399999995297,1.9428776926327294
2.6203299999995266,1.867978271835281
2.6370199999995236,1.682822882851195
2.6537099999995206,1.4123019953865759
2.6703999999995176,1.07651063530004
2.6870899999995146,0.7035312564044328
2.7037799999995116,0.33862312290668334
2.7204699999995086,-0.012816432214429277
2.7371599999995055,-0.3703647553339157
2.7538499999995025,-0.7188764088908365
2.7705399999994995,-1.0284874337468166
2.7872299999994965,-1.343252249966928
2.8039199999994935,-1.6426883874546954
2.8206099999994905,-1.9421704623145157
2.8372999999994875,-2.27547627679938
2.8539899999994844,-2.611392770050021
2.8706799999994814,-2.8936414150661007
2.8873699999994784,-3.1555540957840074
2.9040599999994754,-3.343457040225794
2.9207499999994724,-3.4458042177681483
2.9374399999994694,-3.4436531156800294
2.9541299999994663,-3.256064469677918
2.9708199999994633,-2.866051283641365
2.9875099999994603,-2.3017218144699396
3.0041999999994573,-1.595923619658601
3.0208899999994543,-0.8088488742754497
3.0375799999994513,-0.006221870722598552
3.0542699999994483,0.7896681914426196
3.0709599999994452,1.5798119004875724
3.0876499999994422,2.2720112371693846
3.104339999999439,2.8601872663634103
3.121029999999436,3.3290380427658763
3.137719999999433,3.6603134381604816
3.15440999999943,3.8636252609187203
3.171099999999427,3.984274965567483
3.187789999999424,3.952924620298895
3.204479999999421,3.8235442206583485
3.221169999999418,3.5686709325213526
3.237859999999415,3.1660445803817847
3.254549999999412,2.604437780851169
3.271239999999409,1.906415267297638
3.287929999999406,1.1121499146629625
3.304619999999403,0.29058654680382545
3.3213099999994,-0.47318657771240513
3.337999999999397,-1.169273064079762
3.354689999999394,-1.7220951526024444
3.371379999999391,-2.098665398513984
3.388069999999388,-2.269043880214287
3.404759999999385,-2.2746502029680595
3.421449999999382,-2.15157917581649
3.438139999999379,-1.9816781887575097
3.454829999999376,-1.7766714808152744
3.471519999999373,-1.591174694233124
3.48820999999937,-1.4252363807430692
3.504899999999367,-1.281938809891212
3.521589999999364,-1.1850206420099243
3.538279999999361,-1.1151505055945294
3.554969999999358,-1.051253921558416
3.571659999999355,-1.0049886273547055
3.588349999999352,-0.9549543214790472
3.6050399999993488,-0.8702740651564489
3.6217299999993458,-0.7657863729602035
3.6384199999993427,-0.6477323923150747
3.6551099999993397,-0.4903700096037205
3.6717999999993367,-0.34200525440033547
3.6884899999993337,-0.21649177690506005
3.7051799999993307,-0.1059999299515244
3.7218699999993277,-0.033260929570005315
3.7385599999993246,-0.0013476306235746575
3.7552499999993216,0.01708176290977354
3.7719399999993186,0.010364830257047201
3.7886299999993156,-0.014456328408292873
3.8053199999993126,-0.04321081998645495
3.8220099999993096,-0.06258009784809283
3.8386999999993066,-0.06824749419718762
3.8553899999993035,-0.02700751248083009
3.8720799999993005,0.08308902858882737
3.8887699999992975,0.25649529257075365
3.9054599999992945,0.5146552216381126
3.9221499999992915,0.8066210185297655
3.9388399999992885,1.1303426763165891
3.9555299999992855,1.4678038998302383
3.9722199999992824,1.7928134008234935
3.9889099999992794,2.0940648553012173
4.005599999999276,2.390394342951099
4.022289999999273,2.594715414082093
4.03897999999927,2.7349414241255414
4.055669999999267,2.791170433082908
4.072359999999264,2.7250430409583406
4.089049999999261,2.544871256618584
4.105739999999258,2.251605683270943
4.122429999999255,1.805271444779391
4.139119999999252,1.227280929566911
4.155809999999249,0.5450337093017139
4.172499999999246,-0.2547710846554785
4.189189999999243,-1.1352985055294718
4.20587999999924,-2.0520626867210034
4.222569999999237,-2.908499678538753
4.239259999999234,-3.631254811374222
4.255949999999231,-4.115391049866681
4.272639999999228,-4.333253888804953
4.289329999999225,-4.279834020059119
4.306019999999222,-3.9960620016787667
4.322709999999219,-3.5224770741649856
4.339399999999216,-2.961500304955244
4.356089999999213,-2.3761107611044197
4.37277999999921,-1.7919517539736916
4.389469999999207,-1.2130774087559189
4.406159999999204,-0.6592747175713508
4.422849999999201,-0.11257950189234245
4.439539999999198,0.39663732797879503
4.456229999999195,0.8376062213201103
4.472919999999192,1.225158799214741
4.489609999999189,1.5746457673509962
4.506299999999186,1.8780562114521342
4.522989999999183,2.1459054693947692
4.53967999999918,2.361397292586759
4.556369999999177,2.513484119050374
4.573059999999174,2.5836660566145495
4.589749999999171,2.601956512180965
4.606439999999168,2.5515736178209796
4.623129999999165,2.4245480955891123
4.639819999999162,2.210895660239285
4.656509999999159,1.9319218496025015
4.673199999999156,1.5811017518401431
4.689889999999153,1.2008233199997982
4.70657999999915,0.8060775529721905
4.723269999999147,0.40650181672817626
4.739959999999144,0.009835389213874196
4.756649999999141,-0.37091987493520334
4.773339999999138,-0.75255648245003
4.790029999999135,-1.0893939931464225
4.806719999999132,-1.3671417559209906
4.823409999999129,-1.5799192806029465
4.840099999999126,-1.6832353960275175
4.856789999999123,-1.6563549620059108
4.87347999999912,-1.5018103768278606
4.890169999999117,-1.1916782192492203
4.906859999999114,-0.8042864272541413
4.923549999999111,-0.4110908532607258
4.940239999999108,-0.06294414079172865
4.9569299999991046,0.21720409164625776
4.9736199999991015,0.4048481496057223
4.9903099999990985,0.5164310480552989
5.0069999999990955,0.5171608302825482
5.0236899999990925,0.4019264058502187
5.0403799999990895,0.19425378466314602
5.0570699999990865,-0.109590752505342
5.0737599999990834,-0.5086787128413239
5.09044999999908,-0.9434979144712962
5.107139999999077,-1.3904630828770206
5.123829999999074,-1.772222886296644
5.140519999999071,-2.021506860156481
5.157209999999068,-2.121102661286864
5.173899999999065,-2.044678841054374
5.190589999999062,-1.7813688642875654
5.207279999999059,-1.3768134759425967
5.223969999999056,-0.8499301042006695
5.240659999999053,-0.2724289005712023
5.25734999999905,0.3160289540767664
5.274039999999047,0.8896024188174897
5.290729999999044,1.4012541278123318
5.307419999999041,1.8342812705425848
5.324109999999038,2.183911234923795
5.340799999999035,2.462716032758847
5.357489999999032,2.678189634209889
5.374179999999029,2.834215669247891
5.390869999999026,2.915093295127446
5.407559999999023,2.9202664519710786
5.42424999999902,2.8447862177825876
5.440939999999017,2.711728257120331
5.457629999999014,2.496074572077773
5.474319999999011,2.207965052090835
5.491009999999008,1.837185491194484
5.507699999999005,1.360927555725445
5.524389999999002,0.8567349595469038
5.541079999998999,0.3337028458520425
5.557769999998996,-0.21443579989660821
5.574459999998993,-0.7498619069432092
5.59114999999899,-1.266673402029034
5.607839999998987,-1.7748450648300578
5.624529999998984,-2.2160595805249503
5.641219999998981,-2.6212395615908757
5.657909999998978,-3.0048176028925537
5.674599999998975,-3.3360037070992203
5.691289999998972,-3.603558315689956
5.707979999998969,-3.7628089563650398
5.724669999998966,-3.7522301065399577
5.741359999998963,-3.5539526692079355
5.75804999999896,-3.129197090857446
5.774739999998957,-2.4995858090418266
5.791429999998954,-1.7273774012268213
5.808119999998951,-0.8965444641931526
5.824809999998948,-0.08401433612831515
5.841499999998945,0.6572749002431422
5.858189999998942,1.3106274010296926
5.874879999998939,1.8564324828599144
5.891569999998936,2.3067527593840906
5.908259999998933,2.6222849302673046
5.92494999999893,2.807048625865725
5.941639999998927,2.869598173609398
5.958329999998924,2.789607726873098
5.975019999998921,2.5809757509036833
5.991709999998918,2.284054282889352
6.008399999998915,1.918725421293403
6.025089999998912,1.5062733259779233
6.041779999998909,1.0905853974193704
6.058469999998906,0.7222558454674987
6.0751599999989025,0.42035992886799145
6.0918499999988995,0.21442931788867542
6.1085399999988965,0.10559628258786596
6.1252299999988935,0.04886707216012927
6.1419199999988905,0.04322868192024263
6.1586099999988875,0.08981332296332323
6.1752999999988845,0.1540127714663525
6.1919899999988814,0.23965730058608073
6.208679999998878,0.3302497748817036
6.225369999998875,0.4276306345969612
6.242059999998872,0.5109202429805395
6.258749999998869,0.5781678524154225
6.275439999998866,0.5969797079930897
6.292129999998863,0.5675558599189596
6.30881999999886,0.47127585144296597
6.325509999998857,0.3124326950333385
6.342199999998854,0.09084118546754386
6.358889999998851,-0.1740102549610609
6.375579999998848,-0.45023545677139215
6.392269999998845,-0.7516578445952247
6.408959999998842,-1.044725061693241
6.425649999998839,-1.3055297632705987
6.442339999998836,-1.5178827863828406
6.459029999998833,-1.6807465124666008
6.47571999999883,-1.7703550853778751
6.492409999998827,-1.8422641945009879
6.509099999998824,-1.8923246458699543
6.525789999998821,-1.9166806281387456
6.542479999998818,-1.9338393167456462
6.559169999998815,-1.9525906725085038
6.575859999998812,-1.9346837348041848
6.592549999998809,-1.877679464170729
6.609239999998806,-1.7520448547363596
6.625929999998803,-1.5083473416128343
6.6426199999988,-1.1471665696285196
6.659309999998797,-0.6755656762582485
6.675999999998794,-0.06574430127381425
6.692689999998791,0.6311295711264892
6.709379999998788,1.3683468291064091
6.726069999998785,2.103096302784124
6.742759999998782,2.7594706312465953
6.759449999998779,3.29406495417382
