t_s,mean_log_separation
3.9555299999992855,-1.0938976552716024
3.9722199999992824,-1.0590100331646306
3.9889099999992794,-0.8596328243566473
4.005599999999276,-0.6425183268834875
4.022289999999273,-0.5135880284864391
4.03897999999927,-0.4886210845843144
4.055669999999267,-0.5692280895630054
4.072359999999264,-0.7557294105563469
4.089049999999261,-0.998629846044547
4.105739999999258,-1.1137369043224497
4.122429999999255,-1.0821973093457373
4.139119999999252,-0.872000046633241
4.155809999999249,-0.6538906355312403
4.172499999999246,-0.5535586910361819
4.189189999999243,-0.5715428271462488
4.20587999999924,-0.7069934935945608
4.222569999999237,-0.923733039632404
4.239259999999234,-1.033142711051518
4.255949999999231,-1.0351921554089092
4.272639999999228,-1.0540982979659022
4.289329999999225,-0.8957669616471163
4.306019999999222,-0.7135023676436342
4.322709999999219,-0.6548960750564595
4.339399999999216,-0.7076794436666428
4.356089999999213,-0.8339908947518908
4.37277999999921,-0.8664486412264201
4.389469999999207,-0.7880553610181249
4.406159999999204,-0.7407265679430127
4.422849999999201,-0.762258577033154
4.439539999999198,-0.760877740107147
4.456229999999195,-0.7124464397663113
4.472919999999192,-0.7246205426751142
4.489609999999189,-0.791665300190278
4.506299999999186,-0.8004942189677239
4.522989999999183,-0.7139481736582974
4.53967999999918,-0.6397452955950896
4.556369999999177,-0.6425709233982282
4.573059999999174,-0.7164891608825124
4.589749999999171,-0.7788200796082625
4.606439999999168,-0.7898679269785503
4.623129999999165,-0.8463346044816759
4.639819999999162,-0.8716175862598471
4.656509999999159,-0.7595652733855305
4.673199999999156,-0.6368764978903574
4.689889999999153,-0.5987646483928276
4.70657999999915,-0.6707114434539987
4.723269999999147,-0.8665313735125488
4.739959999999144,-1.0898145597700784
4.756649999999141,-1.130222416620657
4.773339999999138,-1.0873318636889713
4.790029999999135,-0.8812544924699044
4.806719999999132,-0.6653651066750266
4.823409999999129,-0.5438713336397699
4.840099999999126,-0.534269699648873
4.856789999999123,-0.6458236769729618
4.87347999999912,-0.8958447781308967
4.890169999999117,-1.2101617140963938
4.906859999999114,-1.2389772029114008
4.923549999999111,-0.9950029249876027
4.940239999999108,-0.7148624839518748
4.9569299999991046,-0.5344745522982445
4.9736199999991015,-0.4658983626449962
