t_s,bob1_proxy,bob2_proxy,bob3_proxy,bob4_proxy,bob5_proxy
0.1651850244861744,0.8324812821715369,0.7233846303443374,0.0,-0.5523751399650384,-0.5426911581534766
0.8407679662745464,-0.9969773338662065,-0.49838787605252916,0.0,0.2046956026932888,0.27202842199773075
1.6193095268363602,0.858074969248806,0.3623349837740228,0.0,0.04385136309536517,-0.011221774780581558
2.316798239237437,-0.15160869041655192,-0.2963494744255378,0.0,0.4642739226685221,0.5846414263441064
2.9971642496092197,-0.014193944277963135,0.26948876868819643,0.0,-0.4339338331168079,-0.7801681450219629
3.7589059626611596,0.4021130952715006,0.31775398334448024,0.0,-0.13009398550231172,0.00759233555147734
4.456002149388985,-0.27414959016564056,-0.5464358542851392,0.0,0.3463517287474553,0.3442953900536644
5.140266903262922,-0.01885302155543267,-0.21778102062800875,0.0,-0.3082320397283441,-0.8314622629994886
5.931047201274103,-0.1507042830838248,-0.11793308998498314,0.0,0.6029736650750073,1.1688780311471398
6.609742533942316,0.6038256661115576,0.4065930449034572,0.0,-0.4318623291889351,-0.7188123833901369
7.293294625232834,-0.9654083760151482,-0.7255347410608723,0.0,0.3523132841141666,0.13874516117702684
8.086678684742376,0.29024888310033453,0.3015718472289669,0.0,0.3040981847227766,0.6035962486673618
8.767161280771301,-0.009536290510143458,0.20851038924073953,0.0,0.020642419056629634,0.034381202262104955
9.462181693742922,-0.3834729396245103,-0.1094287580244461,0.0,0.08353622334835802,-0.15396520688819165
10.22072784102182,0.8535045812762422,0.3875796431681015,0.0,-0.3875073670809317,-0.32667869044467557
10.89990869060219,-0.6395770848448705,-0.5164555351738253,0.0,0.1967703893010602,0.3974783763687097
11.585259392622072,0.0635619440871111,0.11742373859552055,0.0,-0.6685716323757667,-1.081383440484898
12.383358980811467,-0.027317623489553744,-0.34907763148989923,0.0,0.32616395842861,0.6314720655118554
13.05682324775879,0.17023774675135006,-0.05443047190074415,0.0,-0.4493821019090044,-0.7682604393126355
13.754375784893387,-0.739564071966976,-0.6617339038435319,0.0,-0.05715302802726934,-0.17338105573772145
14.537688926672587,-0.16219135363267698,-0.2989113467593327,0.0,0.4796369236354639,0.5812549056379795
14.855886824839594,0.580818005621127,0.6402238522602788,0.0,-0.2286248367826602,-0.44034216949966126
15.22228413517512,0.1713013623032571,0.17816408257045677,0.0,-0.20241625275877367,-0.6812216415120347
15.939242292485455,-0.5659674043665012,-0.5944088925733205,1.0842021724855044e-19,0.08549603108098268,0.5370995256530995
16.6945284298916,0.5719802950553481,0.5063501487339255,0.0,-0.15794163686300272,-0.42370058470197386
17.375248237404566,-0.752206695263236,-0.3158844156207192,0.0,0.4399211005020116,0.20342080395272588
18.13581610999628,0.35496084494566293,0.0754447620902696,0.0,-0.08112458565616917,0.3747217501285297
18.83336422697265,0.11704566858938936,-0.019894441126957402,0.0,-0.1691000644992196,0.16010975059295365
19.508966110718134,-0.3266388058479449,-0.1349512337866683,0.0,-0.2390119483924848,-0.3927663494296032
20.298323724063337,0.876750578379683,0.4389410658364564,0.0,-0.22053357094314027,-0.1931483200886092
20.978625138897254,-0.41432136625863075,-0.4741091070246126,0.0,0.3035084884121002,0.5672051897679796
21.65957052854814,0.18085137955362318,0.20641487950748783,0.0,-0.5622259389330595,-0.9311132669644688
22.45795034658398,0.185354790479057,0.02404371811997305,0.0,0.5396903924928005,0.6088029462854062
23.13004287016232,0.29074551057989895,0.16418436664339042,0.0,-0.06435856607445117,-0.3983554235958213
23.820015720213746,-0.5537313507133526,-0.3140939952933199,0.0,0.25556002873888933,-0.07500281165720957
24.61070392646793,-0.016448502440997936,-0.08581283814845814,-1.3877787807814457e-17,0.5935587577181569,0.8205537043475556
25.282678440625602,0.3192260459099073,0.23948948945851667,0.0,-0.1986974906562702,-0.35628877857243924
25.98449995754623,-0.5743490216743308,-0.35004332376695363,0.0,0.41232586250465797,0.18909014836742416
26.7471790733485,0.6791113620528291,0.4864745865704353,1.3877787807814457e-17,-0.39243720149146033,-0.16751535614623642
27.42087702672931,-0.5564002354103618,-0.38307038050972664,0.0,0.09538675066034974,0.44893588758782227
28.114888375561314,0.12529035386656856,0.17060635032468144,0.0,-0.50104754958102,-0.8968394700741327
28.90457522819762,0.34355682219918265,0.17239847490817498,0.0,0.11651982674693896,0.2074601894126513
29.570439736315244,-0.1625961581541619,-0.0001915545792111617,0.0,-0.13735509904924229,-0.2235459715613764
30.26455439749254,-0.4145286916916366,-0.05868617638820445,0.0,-0.2539952191263717,-0.4066379012137152
31.05150100381677,-0.2258107916758535,-0.36256599921392446,0.0,0.6241048838585432,0.6727013107121157
31.725180666827086,0.3029313753412775,0.19910001196095906,0.0,-0.23868888212474726,-0.7187932092117439
32.4562672667078,-0.4838139591015016,-0.20905469919586622,0.0,0.13333289129392922,0.5030748774580811
33.192784165031554,0.39815515278969366,0.15501538260771552,0.0,-0.0819998031880842,-0.1287403771522807
