frequency_Hz,relative_amp
2.36666667,1.0
1.41666667,0.7804769134556457
3.56666667,0.6230551164214674
1.2,0.34160705590767787
3.5,0.20414910446579793
2.41666667,0.17638723528345
4.88333333,0.1450072085079151
1.3,0.1400629222057662
2.5,0.11609469600849706
5.91666667,0.11010491399512715
3.65,0.10391769516736916
1.15,0.0975131975570161
3.43333333,0.07253465397407173
4.7,0.06393709932523599
1.06666667,0.0435208439300098
3.38333333,0.040736805415722874
